"","X1","ADI","GGG","long_distance","Fx","Fy","MI_X","MI_Y"
"68",2009-04-09,1.05541433655313,0.811267605633803,"GGG",0.891774891774892,0.982683982683983,0.337625379212849,0.977995540074373
"69",2009-04-13,1.0447381799695,0.792354124748491,"GGG",0.337662337662338,0.164502164502165,0.568641800218813,0.154095398662306
"70",2009-04-14,1.05998983223183,0.762575452716298,"GGG",0.779220779220779,0.0995670995670996,0.957031182085552,0.0181921632455788
"71",2009-04-15,1.03812913065582,0.777464788732394,"GGG",0.199134199134199,0.818181818181818,0.0533275715967578,0.94618851013657
"72",2009-04-16,1.08235892221657,0.795171026156942,"GGG",0.935064935064935,0.83982683982684,0.908727969285413,0.509579135169391
"73",2009-04-17,1.0884595831215,0.800804828973843,"GGG",0.623376623376623,0.658008658008658,0.552353217770816,0.623636403821651
"74",2009-04-20,1.05134722928317,0.760160965794769,"GGG",0.125541125541126,0.0476190476190476,0.499910795388416,0.0887580190121338
"75",2009-04-21,1.05490594814438,0.769818913480885,"GGG",0.588744588744589,0.761904761904762,0.423282826844007,0.782098581384205
"76",2009-04-22,1.06405693950178,0.802816901408451,"GGG",0.670995670995671,0.948051948051948,0.252305495754906,0.970763318583958
"77",2009-04-23,1.06304016268429,0.812474849094567,"GGG",0.502164502164502,0.744588744588745,0.332879270159455,0.798580100468787
"78",2009-04-24,1.0757498729029,0.908249496981891,"GGG",0.735930735930736,0.995670995670996,0.081614884285643,0.999179921424908
"79",2009-04-27,1.05948144382308,0.920321931589537,"GGG",0.264069264069264,0.761904761904762,0.105032424298832,0.896606650315708
"80",2009-04-28,1.0447381799695,0.906237424547284,"GGG",0.285714285714286,0.233766233766234,0.410727682411094,0.285099004521887
"81",2009-04-29,1.05643111337062,0.945674044265594,"GGG",0.718614718614719,0.956709956709957,0.269300415597593,0.973558250907769
"82",2009-04-30,1.08185053380783,0.949295774647887,"GGG",0.861471861471861,0.588744588744589,0.89992367377343,0.321133343912939
"83",2009-05-01,1.07524148449415,0.94728370221328,"GGG",0.415584415584416,0.476190476190476,0.398116731009866,0.517225667686866
"84",2009-05-04,1.12150482968988,0.991146881287726,"GGG",0.935064935064935,0.956709956709957,0.671924878868866,0.850280625850244
"85",2009-05-05,1.11845449923742,0.973038229376258,"GGG",0.454545454545455,0.207792207792208,0.657737893300623,0.155003075952077
"86",2009-05-06,1.14997458057956,0.98148893360161,"GGG",0.878787878787879,0.701298701298701,0.88645348065961,0.429681274946327
"87",2009-05-07,1.09608540925267,0.975050301810865,"GGG",0.0562770562770563,0.393939393939394,0.0244244523180284,0.815931818540057
"88",2009-05-08,1.05083884087443,0.998792756539235,"GGG",0.0779220779220779,0.844155844155844,0.00919184462047444,0.979808877503776
"89",2009-05-11,1.05795627859685,0.983903420523139,"GGG",0.640692640692641,0.233766233766234,0.817474848881681,0.117969622117835
"90",2009-05-12,1.04778851042196,0.939235412474849,"GGG",0.341991341991342,0.0562770562770563,0.775542040507309,0.030228967570372
"91",2009-05-13,1.02287747839349,0.898189134808853,"GGG",0.186147186147186,0.0735930735930736,0.525636229167917,0.0999571503143492
"92",2009-05-14,1.02135231316726,0.894164989939638,"GGG",0.484848484848485,0.437229437229437,0.513842491569515,0.420618043649961
"93",2009-05-15,0.98932384341637,0.897786720321932,"GGG",0.147186147186147,0.593073593073593,0.0622248977106483,0.837983347291315
"94",2009-05-18,1.01169293340112,0.93158953722334,"GGG",0.844155844155844,0.926406926406926,0.547425651148936,0.888473426231291
"95",2009-05-19,1.04626334519573,0.933601609657948,"GGG",0.904761904761905,0.562770562770563,0.946531639441005,0.240729848394895
"96",2009-05-20,1.20996441281139,0.909859154929577,"GGG",1,0.142857142857143,0.9999999999,2.1591871946468e-07
"97",2009-05-21,1.19827147941027,0.882897384305835,"GGG",0.341991341991342,0.12987012987013,0.626113297669604,0.108482956496289
"98",2009-05-22,1.19928825622776,0.876056338028169,"GGG",0.532467532467532,0.363636363636364,0.623415537425964,0.299127977202963
"99",2009-05-26,1.20284697508897,0.913480885311871,"GGG",0.58008658008658,0.948051948051948,0.184323254303878,0.977790986139675
"100",2009-05-27,1.21708185053381,0.87364185110664,"GGG",0.735930735930736,0.0735930735930736,0.954030661724841,0.0124137940133062
"101",2009-05-28,1.22775800711744,0.870020120724346,"GGG",0.670995670995671,0.437229437229437,0.743569869704128,0.30720357149107
"102",2009-05-29,1.24097610574479,0.896981891348088,"GGG",0.714285714285714,0.883116883116883,0.439647214231853,0.887323231281467
"103",2009-06-01,1.27249618708693,0.949698189134809,"GGG",0.874458874458874,0.965367965367965,0.438724454766234,0.949713379618573
"104",2009-06-02,1.244534824606,0.935613682092555,"GGG",0.19047619047619,0.233766233766234,0.263305071480787,0.38112727854144
