,DIS,MTX
2008-08-06,1.0247879973907372,1.0330923694779117
2008-08-07,1.0084801043705154,1.0399999999999998
2008-08-08,1.0446836268754078,1.0668273092369478
2008-08-11,1.0697977821265492,1.0984738955823292
2008-08-12,1.0489236790606653,1.0811244979919679
2008-08-13,1.035225048923679,1.0881927710843373
2008-08-14,1.0544683626875406,1.0967068273092369
2008-08-15,1.0600130463144162,1.08144578313253
2008-08-18,1.0463144161774298,1.073253012048193
2008-08-19,1.0355512067840835,1.059277108433735
2008-08-20,1.0378343118069147,1.0682730923694779
2008-08-21,1.038160469667319,1.054136546184739
2008-08-22,1.0502283105022832,1.0751807228915664
2008-08-25,1.030658838878017,1.0562248995983936
2008-08-26,1.0342465753424657,1.05140562248996
2008-08-27,1.0358773646444879,1.0615261044176707
2008-08-28,1.0629484670580562,1.0729317269076306
2008-08-29,1.0551206784083498,1.0551004016064258
2008-09-02,1.0580560991519894,1.0531726907630523
2008-09-03,1.0603392041748205,1.0549397590361447
2008-09-04,1.0287018917155903,1.0189558232931726
2008-09-05,1.0228310502283104,1.0261847389558234
2008-09-08,1.0737116764514025,1.0628112449799196
2008-09-09,1.057729941291585,1.028433734939759
2008-09-10,1.0688193085453361,1.0324497991967871
2008-09-11,1.0743639921722112,1.0273092369477912
2008-09-12,1.0848010437051532,1.0334136546184738
2008-09-15,1.0554468362687541,0.9889156626506025
2008-09-16,1.0603392041748205,1.0303614457831325
2008-09-17,1.0499021526418786,0.9755823293172691
2008-09-18,1.090671885192433,1.0078714859437752
2008-09-19,1.1216568819308546,1.0679518072289158
2008-09-22,1.073385518590998,1.0353413654618475
2008-09-23,1.0609915198956295,1.0001606425702811
2008-09-24,1.0362035225048924,0.9789558232931727
2008-09-25,1.059034572733203,0.9942168674698795
2008-09-26,1.068166992824527,0.9898795180722891
2008-09-29,0.9696673189823874,0.9301204819277108
2008-09-30,1.0009784735812133,0.953574297188755
2008-10-01,1.000652315720809,0.9289959839357429
2008-10-02,0.9771689497716896,0.8755020080321285
2008-10-03,0.9634703196347032,0.874859437751004
2008-10-06,0.9217221135029354,0.860722891566265
2008-10-07,0.8666014350945858,0.8523694779116466
2008-10-08,0.837573385518591,0.8571887550200803
2008-10-09,0.7762557077625571,0.7996787148594378
2008-10-10,0.7514677103718199,0.7895582329317269
2008-10-13,0.8714938030006523,0.890441767068273
2008-10-14,0.837573385518591,0.8539759036144577
2008-10-15,0.7622309197651663,0.7871485943775101
2008-10-16,0.7915851272015655,0.885140562248996
2008-10-17,0.8072407045009785,0.8404819277108434
2008-10-20,0.8659491193737769,0.8849799196787149
2008-10-21,0.8255055446836268,0.8547791164658635
2008-10-22,0.7517938682322244,0.8086746987951807
2008-10-23,0.7632093933463796,0.793574297188755
2008-10-24,0.7374429223744292,0.7934136546184739
2008-10-27,0.6969993476842792,0.7614457831325301
2008-10-28,0.7798434442270059,0.832289156626506
2008-10-29,0.7818003913894325,0.8364658634538152
2008-10-30,0.8261578604044357,0.8687550200803212
2008-10-31,0.8450750163078931,0.9118072289156626
2008-11-03,0.8166992824527071,0.9235341365461848
2008-11-04,0.8486627527723418,0.9222489959839357
2008-11-05,0.7902804957599479,0.8538152610441767
2008-11-06,0.7439660795825179,0.8183132530120482
2008-11-07,0.7619047619047619,0.8226506024096386
2008-11-10,0.7201565557729941,0.7877911646586345
2008-11-11,0.7103718199608611,0.7670682730923695
2008-11-12,0.6575342465753424,0.7257831325301205
2008-11-13,0.7061317677756034,0.7710843373493976
2008-11-14,0.6875407697325505,0.7220883534136546
2008-11-17,0.6438356164383561,0.756144578313253
2008-11-18,0.6741682974559687,0.7465060240963856
2008-11-19,0.6503587736464449,0.7031325301204819
2008-11-20,0.6108936725375081,0.6420883534136546
2008-11-21,0.6888454011741684,0.6978313253012047
2008-11-24,0.7240704500978473,0.7042570281124498
2008-11-25,0.718525766470972,0.7196787148594377
2008-11-26,0.7338551859099804,0.7654618473895582
2008-11-28,0.7345075016307893,0.7542168674698796
2008-12-01,0.6630789302022179,0.6628112449799196
2008-12-02,0.6999347684279191,0.6952610441767069
2008-12-03,0.715590345727332,0.6942971887550201
2008-12-04,0.7106979778212654,0.6674698795180722
2008-12-05,0.7426614481409002,0.7073092369477911
2008-12-08,0.812785388127854,0.7564658634538153
2008-12-09,0.7674494455316373,0.7375100401606425
2008-12-10,0.7729941291585127,0.7564658634538153
2008-12-11,0.7442922374429224,0.7182329317269076
2008-12-12,0.7374429223744292,0.7487550200803212
2008-12-15,0.7426614481409002,0.7272289156626507
2008-12-16,0.7756033920417482,0.7681927710843374
2008-12-17,0.7690802348336594,0.7641767068273092
2008-12-18,0.7446183953033267,0.7253012048192771
2008-12-19,0.7315720808871494,0.6915662650602409
2008-12-22,0.7152641878669276,0.6428915662650603
2008-12-23,0.7126549249836921,0.635983935742972
2008-12-24,0.7172211350293541,0.6358232931726907
2008-12-26,0.7234181343770385,0.6433734939759036
2008-12-29,0.7002609262883235,0.6086746987951808
2008-12-30,0.7332028701891715,0.6398393574297189
2008-12-31,0.7400521852576647,0.6570281124497992
