"","X1","CUNB","CMS","long_distance","Fx","Fy","MI_X","MI_Y"
"46",2009-03-10,0.974193548387097,1.02296650717703,NA,0.246753246753247,0.584415584415584,0.246753246753247,0.584415584415584
"47",2009-03-11,0.974193548387097,1.03253588516746,NA,0.757575757575758,0.744588744588745,0.757575757575758,0.744588744588745
"48",2009-03-12,1,1.06028708133971,NA,0.917748917748918,0.9004329004329,0.917748917748918,0.9004329004329
"49",2009-03-13,1.03096774193548,1.07942583732057,NA,0.926406926406926,0.844155844155844,0.926406926406926,0.844155844155844
"50",2009-03-16,1.03096774193548,1.09569377990431,NA,0.757575757575758,0.813852813852814,0.757575757575758,0.813852813852814
"51",2009-03-17,1.03096774193548,1.13205741626794,NA,0.757575757575758,0.943722943722944,0.757575757575758,0.943722943722944
"52",2009-03-18,1.03096774193548,1.1377990430622,NA,0.757575757575758,0.649350649350649,0.757575757575758,0.649350649350649
"53",2009-03-19,1.03096774193548,1.14258373205742,NA,0.757575757575758,0.636363636363636,0.757575757575758,0.636363636363636
"54",2009-03-20,1.03225806451613,1.1311004784689,NA,0.770562770562771,0.294372294372294,0.770562770562771,0.294372294372294
"55",2009-03-23,1.03225806451613,1.16746411483254,"CUNB",0.757575757575758,0.935064935064935,0.757575757575758,0.935064935064935
"56",2009-03-24,1.03225806451613,1.1511961722488,"CUNB",0.757575757575758,0.238095238095238,0.757575757575758,0.238095238095238
"57",2009-03-25,1.03225806451613,1.14066985645933,"CUNB",0.757575757575758,0.316017316017316,0.757575757575758,0.316017316017316
"58",2009-03-26,1,1.15311004784689,"CUNB",0.0865800865800866,0.753246753246753,0.0865800865800866,0.753246753246753
"59",2009-03-27,1.03225806451613,1.13875598086124,"CUNB",0.926406926406926,0.255411255411255,0.926406926406926,0.255411255411255
"60",2009-03-30,1.03225806451613,1.12631578947368,"CUNB",0.757575757575758,0.29004329004329,0.757575757575758,0.29004329004329
"61",2009-03-31,1.03225806451613,1.13301435406699,"CUNB",0.757575757575758,0.670995670995671,0.757575757575758,0.670995670995671
"62",2009-04-01,1.03225806451613,1.14354066985646,"CUNB",0.757575757575758,0.744588744588745,0.757575757575758,0.744588744588745
"63",2009-04-02,1.03225806451613,1.15789473684211,"CUNB",0.757575757575758,0.774891774891775,0.757575757575758,0.774891774891775
"64",2009-04-03,1.03225806451613,1.16746411483254,"CUNB",0.757575757575758,0.722943722943723,0.757575757575758,0.722943722943723
"65",2009-04-06,1.03225806451613,1.14832535885167,"CUNB",0.757575757575758,0.212121212121212,0.757575757575758,0.212121212121212
"66",2009-04-07,1.06451612903226,1.14066985645933,"CUNB",0.926406926406926,0.402597402597403,0.926406926406926,0.402597402597403
"67",2009-04-08,1.06451612903226,1.15885167464115,"CUNB",0.757575757575758,0.826839826839827,0.757575757575758,0.826839826839827
"68",2009-04-09,1.16129032258065,1.16937799043062,"CUNB",0.995670995670996,0.74025974025974,0.995670995670996,0.74025974025974
"69",2009-04-13,1.2258064516129,1.15502392344498,NA,0.982683982683983,0.264069264069264,0.982683982683983,0.264069264069264
"70",2009-04-14,1.29032258064516,1.12918660287081,"CMS",0.982683982683983,0.151515151515152,0.982683982683983,0.151515151515152
"71",2009-04-15,1.29032258064516,1.1311004784689,"CMS",0.757575757575758,0.584415584415584,0.757575757575758,0.584415584415584
"72",2009-04-16,1.29032258064516,1.14736842105263,"CMS",0.757575757575758,0.800865800865801,0.757575757575758,0.800865800865801
"73",2009-04-17,1.29032258064516,1.14258373205742,"CMS",0.757575757575758,0.441558441558442,0.757575757575758,0.441558441558442
"74",2009-04-20,1.29032258064516,1.1244019138756,"CMS",0.757575757575758,0.212121212121212,0.757575757575758,0.212121212121212
"75",2009-04-21,1.1741935483871,1.1311004784689,"CMS",0.00432900432900433,0.670995670995671,0.00432900432900433,0.670995670995671
"76",2009-04-22,1.1741935483871,1.13875598086124,"CMS",0.757575757575758,0.688311688311688,0.757575757575758,0.688311688311688
"77",2009-04-23,1.1741935483871,1.111004784689,"CMS",0.757575757575758,0.12987012987013,0.757575757575758,0.12987012987013
"78",2009-04-24,1.1741935483871,1.10909090909091,"CMS",0.757575757575758,0.489177489177489,0.757575757575758,0.489177489177489
"79",2009-04-27,1.1741935483871,1.1244019138756,"CMS",0.757575757575758,0.787878787878788,0.757575757575758,0.787878787878788
"80",2009-04-28,1.1741935483871,1.13588516746411,"CMS",0.757575757575758,0.753246753246753,0.757575757575758,0.753246753246753
"81",2009-04-29,1.15483870967742,1.15406698564593,"CMS",0.220779220779221,0.826839826839827,0.220779220779221,0.826839826839827
"82",2009-04-30,1.15483870967742,1.15023923444976,"CMS",0.757575757575758,0.463203463203463,0.757575757575758,0.463203463203463
"83",2009-05-01,1.15483870967742,1.14832535885167,"CMS",0.757575757575758,0.489177489177489,0.757575757575758,0.489177489177489
"84",2009-05-04,1.2258064516129,1.16746411483254,"CMS",0.982683982683983,0.83982683982684,0.982683982683983,0.83982683982684
"85",2009-05-05,1.2258064516129,1.16746411483254,"CMS",0.757575757575758,0.536796536796537,0.757575757575758,0.536796536796537
"86",2009-05-06,1.2258064516129,1.15311004784689,"CMS",0.757575757575758,0.264069264069264,0.757575757575758,0.264069264069264
"87",2009-05-07,1.2258064516129,1.13588516746411,"CMS",0.757575757575758,0.225108225108225,0.757575757575758,0.225108225108225
"88",2009-05-08,1.2258064516129,1.13971291866029,"CMS",0.757575757575758,0.623376623376623,0.757575757575758,0.623376623376623
"89",2009-05-11,1.2258064516129,1.14162679425837,"CMS",0.757575757575758,0.584415584415584,0.757575757575758,0.584415584415584
"90",2009-05-12,1.2258064516129,1.14736842105263,"CMS",0.757575757575758,0.649350649350649,0.757575757575758,0.649350649350649
"91",2009-05-13,1.2258064516129,1.11674641148325,"CMS",0.757575757575758,0.121212121212121,0.757575757575758,0.121212121212121
"92",2009-05-14,1.2258064516129,1.10526315789474,"CMS",0.757575757575758,0.294372294372294,0.757575757575758,0.294372294372294
"93",2009-05-15,1.2258064516129,1.0755980861244,"CMS",0.757575757575758,0.116883116883117,0.757575757575758,0.116883116883117
"94",2009-05-18,1.2258064516129,1.07177033492823,"CMS",0.757575757575758,0.458874458874459,0.757575757575758,0.458874458874459
"95",2009-05-19,1.25161290322581,1.08995215311005,"CMS",0.883116883116883,0.83982683982684,0.883116883116883,0.83982683982684
"96",2009-05-20,1.25161290322581,1.0688995215311,"CMS",0.757575757575758,0.177489177489178,0.757575757575758,0.177489177489178
"97",2009-05-21,1.2258064516129,1.05167464114833,"CMS",0.181818181818182,0.212121212121212,0.181818181818182,0.212121212121212
"98",2009-05-22,1.2258064516129,1.05263157894737,"CMS",0.757575757575758,0.554112554112554,0.757575757575758,0.554112554112554
"99",2009-05-26,1.2258064516129,1.0822966507177,"CMS",0.757575757575758,0.917748917748918,0.757575757575758,0.917748917748918
"100",2009-05-27,1.2258064516129,1.05071770334928,"CMS",0.757575757575758,0.103896103896104,0.757575757575758,0.103896103896104
"101",2009-05-28,1.2258064516129,1.06507177033493,"CMS",0.757575757575758,0.787878787878788,0.757575757575758,0.787878787878788
"102",2009-05-29,1.2258064516129,1.08516746411483,"CMS",0.757575757575758,0.844155844155844,0.757575757575758,0.844155844155844
"103",2009-06-01,1.2258064516129,1.13588516746411,"CMS",0.757575757575758,0.96969696969697,0.757575757575758,0.96969696969697
"104",2009-06-02,1.2258064516129,1.13397129186603,"CMS",0.757575757575758,0.489177489177489,0.757575757575758,0.489177489177489
"105",2009-06-03,1.23225806451613,1.11961722488038,"CMS",0.787878787878788,0.246753246753247,0.787878787878788,0.246753246753247
"106",2009-06-04,1.23225806451613,1.12248803827751,"CMS",0.757575757575758,0.601731601731602,0.757575757575758,0.601731601731602
"107",2009-06-05,1.23225806451613,1.12727272727273,"CMS",0.757575757575758,0.640692640692641,0.757575757575758,0.640692640692641
"108",2009-06-08,1.25032258064516,1.12057416267943,"CMS",0.83982683982684,0.415584415584416,0.83982683982684,0.415584415584416
"109",2009-06-09,1.25032258064516,1.10717703349282,"CMS",0.757575757575758,0.264069264069264,0.757575757575758,0.264069264069264
"110",2009-06-10,1.25032258064516,1.12057416267943,"CMS",0.757575757575758,0.770562770562771,0.757575757575758,0.770562770562771
"111",2009-06-11,1.25032258064516,1.15311004784689,"CMS",0.757575757575758,0.917748917748918,0.757575757575758,0.917748917748918
"112",2009-06-12,1.25032258064516,1.17703349282297,"CMS",0.757575757575758,0.861471861471861,0.757575757575758,0.861471861471861
"113",2009-06-15,1.25032258064516,1.15885167464115,"CMS",0.757575757575758,0.216450216450216,0.757575757575758,0.216450216450216
"114",2009-06-16,1.23870967741935,1.14545454545455,"CMS",0.268398268398268,0.277056277056277,0.268398268398268,0.277056277056277
"115",2009-06-17,1.23870967741935,1.15406698564593,"CMS",0.757575757575758,0.701298701298701,0.757575757575758,0.701298701298701
"116",2009-06-18,1.23870967741935,1.16937799043062,"CMS",0.757575757575758,0.787878787878788,0.757575757575758,0.787878787878788
"117",2009-06-19,1.23870967741935,1.15311004784689,"CMS",0.757575757575758,0.238095238095238,0.757575757575758,0.238095238095238
"118",2009-06-22,1.23870967741935,1.14545454545455,"CMS",0.757575757575758,0.402597402597403,0.757575757575758,0.402597402597403
"119",2009-06-23,1.23870967741935,1.1244019138756,"CMS",0.757575757575758,0.181818181818182,0.757575757575758,0.181818181818182
"120",2009-06-24,1.23870967741935,1.13397129186603,"CMS",0.757575757575758,0.727272727272727,0.757575757575758,0.727272727272727
"121",2009-06-25,1.26451612903226,1.15406698564593,"CMS",0.883116883116883,0.83982683982684,0.883116883116883,0.83982683982684
"122",2009-06-26,1.26451612903226,1.14641148325359,"CMS",0.757575757575758,0.402597402597403,0.757575757575758,0.402597402597403
"123",2009-06-29,1.26451612903226,1.16746411483254,"CMS",0.757575757575758,0.844155844155844,0.757575757575758,0.844155844155844
"124",2009-06-30,1.26451612903226,1.15598086124402,"CMS",0.757575757575758,0.294372294372294,0.757575757575758,0.294372294372294
"125",2009-07-01,1.26451612903226,1.18086124401914,"CMS",0.757575757575758,0.861471861471861,0.757575757575758,0.861471861471861
