,CIM,XL
2008-08-06,0.39957828149710073,0.4145133505598622
2008-08-07,0.3874538745387454,0.39728682170542634
2008-08-08,0.4101212440695836,0.42786391042205
2008-08-11,0.41644702161307334,0.4224806201550388
2008-08-12,0.37005798629414866,0.39448751076658056
2008-08-13,0.36742224565102793,0.39577950043066323
2008-08-14,0.37058513442277285,0.41623600344530576
2008-08-15,0.3663679493937797,0.4315245478036176
2008-08-18,0.36004217185028997,0.40288544358311806
2008-08-19,0.3263046916183448,0.39728682170542634
2008-08-20,0.31523458091723777,0.40202411714039626
2008-08-21,0.31523458091723777,0.39254952627045653
2008-08-22,0.33473906167633105,0.4198966408268734
2008-08-25,0.3157617290458619,0.4186046511627907
2008-08-26,0.30680021085925147,0.4095607235142119
2008-08-27,0.32156035846072745,0.4203273040482343
2008-08-28,0.3426462836056932,0.43195521102497847
2008-08-29,0.33473906167633105,0.4328165374677003
2008-09-02,0.33842909857670006,0.419250645994832
2008-09-03,0.35846072746441754,0.42678725236864773
2008-09-04,0.34686346863468637,0.40094745908699403
2008-09-05,0.3521349499209278,0.4108527131782946
2008-09-08,0.3837638376383764,0.4338931955211025
2008-09-09,0.3579335793357934,0.409130060292851
2008-09-10,0.36004217185028997,0.4097760551248924
2008-09-11,0.3473906167633105,0.4011627906976744
2008-09-12,0.3284132841328414,0.3828596037898364
2008-09-15,0.31628887717448606,0.3561584840654608
2008-09-16,0.3326304691618345,0.3817829457364341
2008-09-17,0.24934106483921986,0.34926787252368646
2008-09-18,0.3400105429625725,0.39082687338501293
2008-09-19,0.3531892461781761,0.44336778639104224
2008-09-22,0.31470743278861363,0.37381567614125755
2008-09-23,0.3205060622034792,0.36778639104220495
2008-09-24,0.3062730627306273,0.37144702842377264
2008-09-25,0.3394833948339484,0.3854435831180017
2008-09-26,0.3494992092778071,0.3964254952627046
2008-09-29,0.31470743278861363,0.3165374677002584
2008-09-30,0.32735898787559303,0.38630490956072355
2008-10-01,0.32156035846072745,0.3718776916451335
2008-10-02,0.31628887717448606,0.33957795004306635
2008-10-03,0.3110173958882446,0.3227820844099914
2008-10-06,0.2635740643120717,0.2939276485788114
2008-10-07,0.23458091723774382,0.2583979328165375
2008-10-08,0.22930943595150236,0.18690783807062877
2008-10-09,0.1976805482340538,0.0863479758828596
2008-10-10,0.1976805482340538,0.11692506459948321
2008-10-13,0.22034791776489193,0.15999138673557278
2008-10-14,0.21296784396415394,0.24849267872523687
2008-10-15,0.1707959936742225,0.2177002583979328
2008-10-16,0.1713231418028466,0.2284668389319552
2008-10-17,0.21613073273589878,0.21210163652024117
2008-10-20,0.2066420664206642,0.2170542635658915
2008-10-21,0.1808118081180812,0.2166236003445306
2008-10-22,0.15867158671586715,0.1933677863910422
2008-10-23,0.14232999472851873,0.17829457364341084
2008-10-24,0.13811280969952558,0.15525409130060294
2008-10-27,0.13178703215603585,0.15267011197243754
2008-10-28,0.136004217185029,0.1780792420327304
2008-10-29,0.15814443858724303,0.1937984496124031
2008-10-30,0.16605166051660517,0.2183462532299742
2008-10-31,0.1518186610437533,0.20887166236003446
2008-11-03,0.14654717975751186,0.21963824289405684
2008-11-04,0.147074327886136,0.2306201550387597
2008-11-05,0.1481286241433843,0.21683893195521103
2008-11-06,0.13811280969952558,0.1711886304909561
2008-11-07,0.147074327886136,0.18130921619293713
2008-11-10,0.13284132841328414,0.17377260981912146
2008-11-11,0.1370585134422773,0.16128337639965548
2008-11-12,0.12967843964153927,0.13070628768303189
2008-11-13,0.1555086979441223,0.14405684754521966
2008-11-14,0.150764364786505,0.132213608957795
2008-11-17,0.13020558777016344,0.12123169681309216
2008-11-18,0.15023721665788087,0.13156761412575368
2008-11-19,0.1164997364259357,0.11003445305770888
2008-11-20,0.10015814443858724,0.08957795004306633
2008-11-21,0.13442277279915657,0.09991386735572783
2008-11-24,0.14285714285714288,0.12252368647717486
2008-11-25,0.15814443858724303,0.11627906976744187
2008-11-26,0.1528729573010016,0.11068044788975022
2008-11-28,0.15709014232999474,0.1083118001722653
2008-12-01,0.13125988402741173,0.08484065460809648
2008-12-02,0.13916710595677387,0.10206718346253231
2008-12-03,0.147074327886136,0.12123169681309216
2008-12-04,0.13916710595677387,0.12123169681309216
2008-12-05,0.15445440168687402,0.13027562446167099
2008-12-08,0.150764364786505,0.13135228251507322
2008-12-09,0.14285714285714288,0.12467700258397933
2008-12-10,0.14232999472851873,0.08397932816537468
2008-12-11,0.13811280969952558,0.07407407407407407
2008-12-12,0.15234580917237744,0.057708871662360044
2008-12-15,0.14022140221402216,0.06244616709732989
2008-12-16,0.14760147601476015,0.07924203273040482
2008-12-17,0.15761729045861889,0.07665805340223945
2008-12-18,0.1686874011597259,0.08462532299741603
2008-12-19,0.1723774380600949,0.08613264427217916
2008-12-22,0.16499736425935688,0.07450473729543497
2008-12-23,0.1697416974169742,0.07278208440999138
2008-12-24,0.16552451238798105,0.0719207579672696
2008-12-26,0.16341591987348447,0.07170542635658915
2008-12-29,0.16499736425935688,0.07299741602067183
2008-12-30,0.17554032683183976,0.076442721791559
2008-12-31,0.1818661043753295,0.07967269595176572
