"","X1","FMBI","SNV","long_distance","Fx","Fy","MI_X","MI_Y"
"87",2009-05-07,0.490763854218672,0.460975609756098,NA,0.329004329004329,0.0173160173160173,0.90203274275107,0.0021848669416796
"88",2009-05-08,0.578632051922117,0.567073170731707,NA,0.991341991341991,1,0.0642097014764289,0.9999999999
"89",2009-05-11,0.542685971043435,0.531707317073171,NA,0.0735930735930736,0.0865800865800866,0.24529802344763,0.366821018091849
"90",2009-05-12,0.511732401397903,0.497560975609756,NA,0.0779220779220779,0.0779220779220779,0.302959690719191,0.302959690719191
"91",2009-05-13,0.467299051422866,0.458536585365854,NA,0.038961038961039,0.0606060606060606,0.154509837978919,0.453743538991314
"92",2009-05-14,0.489765351972042,0.470731707317073,NA,0.878787878787879,0.770562770562771,0.874494768974745,0.379374511537704
"93",2009-05-15,0.476784822765851,0.451219512195122,NA,0.294372294372294,0.164502164502165,0.641406421223517,0.144415654328641
"94",2009-05-18,0.487269096355467,0.507317073170732,NA,0.74025974025974,0.987012987012987,0.105880658966792,0.998114310004923
"95",2009-05-19,0.471293060409386,0.486585365853659,NA,0.212121212121212,0.168831168831169,0.460941865755576,0.256208002030035
"96",2009-05-20,0.440838741887169,0.44390243902439,NA,0.0692640692640693,0.0432900432900433,0.468949831489631,0.148934917647541
"97",2009-05-21,0.435846230654019,0.403658536585366,NA,0.415584415584416,0.0432900432900433,0.897772312585035,0.00711715343772009
"98",2009-05-22,0.440838741887169,0.39390243902439,NA,0.658008658008658,0.277056277056277,0.897420161622799,0.0847406545445704
"99",2009-05-26,0.487768347478782,0.404878048780488,NA,0.96969696969697,0.770562770562771,0.990433069124713,0.154942000996579
"100",2009-05-27,0.432850723914129,0.380487804878049,NA,0.0173160173160173,0.0909090909090909,0.0174307371515493,0.766240916546116
"101",2009-05-28,0.432351472790814,0.385365853658537,NA,0.58008658008658,0.662337662337662,0.421506104573999,0.688951346477396
"102",2009-05-29,0.434348477284074,0.398780487804878,NA,0.627705627705628,0.792207792207792,0.31154338454798,0.851033305411402
"103",2009-06-01,0.443334997503744,0.41219512195122,NA,0.735930735930736,0.783549783549784,0.522189313776031,0.716886764317571
"104",2009-06-02,0.428357463804294,0.404878048780488,NA,0.194805194805195,0.333333333333333,0.160337102422825,0.650459981524068
"105",2009-06-03,0.414378432351473,0.409756097560976,NA,0.212121212121212,0.653679653679654,0.0527309713147542,0.914902584650284
"106",2009-06-04,0.432850723914129,0.420731707317073,NA,0.861471861471861,0.770562770562771,0.839409027759599,0.42322100656996
"107",2009-06-05,0.414378432351473,0.359756097560976,NA,0.142857142857143,0.00432900432900433,0.893471526728647,0.000748613783993791
"108",2009-06-08,0.407388916625062,0.370731707317073,NA,0.354978354978355,0.774891774891775,0.0927364982561226,0.939914604814511
"109",2009-06-09,0.400898652021967,0.363414634146342,NA,0.376623376623377,0.32034632034632,0.525272341418949,0.33402550134491
"110",2009-06-10,0.378931602596106,0.373170731707317,NA,0.0822510822510823,0.770562770562771,0.0107774029142065,0.962273983546227
"111",2009-06-11,0.374438342486271,0.409756097560976,NA,0.402597402597403,0.96969696969697,0.0625586012866268,0.997136516945009
"112",2009-06-12,0.37244133799301,0.439024390243902,NA,0.506493506493506,0.926406926406926,0.0975458545870157,0.986474406619697
"113",2009-06-15,0.359960059910135,0.45,NA,0.199134199134199,0.757575757575758,0.0373273785327588,0.953763521929033
"114",2009-06-16,0.331502745881178,0.436585365853659,NA,0.051948051948052,0.233766233766234,0.02456690979151,0.798005026731631
"115",2009-06-17,0.307538691962057,0.381707317073171,NA,0.051948051948052,0.012987012987013,0.706433500426097,0.0283434041751519
"116",2009-06-18,0.308537194208687,0.396341463414634,NA,0.614718614718615,0.80952380952381,0.270532606326206,0.882240815596326
"117",2009-06-19,0.339490763854219,0.424390243902439,NA,0.96969696969697,0.926406926406926,0.927843350652835,0.396511286931387
"118",2009-06-22,0.314528207688467,0.374390243902439,NA,0.051948051948052,0.0173160173160173,0.645524561001373,0.0483224254608822
"119",2009-06-23,0.303045431852222,0.36219512195122,NA,0.177489177489178,0.225108225108225,0.255503638551326,0.472148745976191
"120",2009-06-24,0.311033449825262,0.373170731707317,NA,0.783549783549784,0.774891774891775,0.650148426948579,0.612344708453112
"121",2009-06-25,0.331003494757863,0.385365853658537,NA,0.909090909090909,0.783549783549784,0.919028569222197,0.322900536870363
"122",2009-06-26,0.345481777333999,0.384146341463415,NA,0.852813852813853,0.484848484848485,0.95812406002447,0.12592797864175
"123",2009-06-29,0.359960059910135,0.375609756097561,NA,0.831168831168831,0.285714285714286,0.968599222745339,0.0554474435685883
"124",2009-06-30,0.364952571143285,0.364634146341463,NA,0.683982683982684,0.233766233766234,0.922711913626751,0.0574864302666979
"125",2009-07-01,0.368946580129805,0.367073170731707,NA,0.653679653679654,0.593073593073593,0.657262461271041,0.457253240929611
