,FELE,SIVB
2008-08-06,1.0980036297640654,1.1808022350828178
2008-08-07,1.104226082447498,1.1221313111155458
2008-08-08,1.1449312937516203,1.1598483336659349
2008-08-11,1.2131190044075706,1.192177210137697
2008-08-12,1.209229971480425,1.1454799441229295
2008-08-13,1.1985999481462275,1.1363001396926762
2008-08-14,1.1926367643246045,1.1355018958291758
2008-08-15,1.1926367643246045,1.1400917980443026
2008-08-18,1.1835623541612652,1.10656555577729
2008-08-19,1.1407829919626653,1.085611654360407
2008-08-20,1.1423386051335236,1.0981839952105368
2008-08-21,1.118745138708841,1.088205946916783
2008-08-22,1.1348198081410423,1.1127519457194173
2008-08-25,1.0972258231786363,1.0788265815206546
2008-08-26,1.1109670728545502,1.0760327279984037
2008-08-27,1.1184858698470315,1.0989822390740371
2008-08-28,1.139486647653617,1.119736579525045
2008-08-29,1.1226341716359864,1.1185392137297945
2008-09-02,1.1348198081410423,1.1209339453202953
2008-09-03,1.1355976147264712,1.1720215525843145
2008-09-04,1.1016333938294012,1.1287168229894233
2008-09-05,1.0720767435830958,1.146477748952305
2008-09-08,1.114596836919886,1.2007583316703254
2008-09-09,1.089707026186155,1.162642187188186
2008-09-10,1.1190044075706507,1.1448812612253043
2008-09-11,1.1275602800103708,1.1368988225903014
2008-09-12,1.1330049261083746,1.1458790660546798
2008-09-15,1.0795955405755768,1.1051686290161644
2008-09-16,1.1345605392792324,1.1510676511674316
2008-09-17,1.1197822141560798,1.085611654360407
2008-09-18,1.2499351827845475,1.1855916982638195
2008-09-19,1.2750842623800882,1.317102374775494
2008-09-22,1.2159709618874772,1.109558970265416
2008-09-23,1.1843401607466943,1.098782678108162
2008-09-24,1.1542649727767695,1.0894033127120335
2008-09-25,1.15374643505315,1.1085611654360408
2008-09-26,1.1646357272491574,1.0975853123129116
2008-09-29,1.1107078039927405,1.0353222909598883
2008-09-30,1.1550427793621985,1.1558571143484335
2008-10-01,1.0899662950479647,1.1586509678706844
2008-10-02,1.062224526834327,1.1578527240071843
2008-10-03,1.0668913663469017,1.1271203352624226
2008-10-06,1.0318900700025926,1.2027539413290762
2008-10-07,1.0028519574799066,1.0359209738575135
2008-10-08,0.9937775473165672,1.0097784873278788
2008-10-09,0.9634430904848327,0.898423468369587
2008-10-10,1.0365569095151672,0.9888245859109958
2008-10-13,1.0992999740731138,1.0570744362402713
2008-10-14,1.0689655172413792,1.0299341448812611
2008-10-15,0.9732953072336012,0.9664737577329874
2008-10-16,1.0526315789473684,1.0377170225503891
2008-10-17,1.0388903292714544,1.0011973657952504
2008-10-20,1.0920404459424422,1.0333266813011375
2008-10-21,1.0570391495981333,1.0021951706246257
2008-10-22,0.9761472647135079,0.9371382957493515
2008-10-23,0.9509981851179673,0.901416882857713
2008-10-24,0.9113300492610837,0.9646777090401119
2008-10-27,0.876069484054965,0.9070045899022152
2008-10-28,0.9561835623541614,0.9852324885252445
2008-10-29,1.0140005185377237,0.9762522450608662
2008-10-30,1.0508166969147006,0.9862302933546199
2008-10-31,1.093077521389681,1.0267411694272601
2008-11-03,1.112004148301789,1.077429654759529
2008-11-04,1.127301011148561,1.0963879465176611
2008-11-05,1.0687062483795695,0.9942127319896229
2008-11-06,1.0305937256935442,0.9471163440431052
2008-11-07,1.0357791029297383,0.9407303931351028
2008-11-10,1.0225563909774436,0.9321492716024746
2008-11-11,1.0090744101633393,0.9024146876870884
2008-11-12,0.9310344827586206,0.8176012771901816
2008-11-13,0.9108115115374644,0.7966473757732988
2008-11-14,0.859735545760954,0.792057473558172
2008-11-17,0.8428830697433237,0.7884653761724206
2008-11-18,0.8301788955146487,0.7970464977050489
2008-11-19,0.7643246046149857,0.7463580123727799
2008-11-20,0.6728026963961627,0.6493713829574935
2008-11-21,0.6865439460720768,0.6383955298343644
2008-11-24,0.7171376717656209,0.7289962083416484
2008-11-25,0.7161005963183822,0.7579325483935342
2008-11-26,0.7378791807103967,0.7824785471961685
2008-11-28,0.7653616800622245,0.7992416683296747
2008-12-01,0.6626912107855846,0.658750748353622
2008-12-02,0.7013222711952295,0.7162243065256436
2008-12-03,0.7243971998962925,0.7433645978846538
2008-12-04,0.723100855587244,0.7158251845938934
2008-12-05,0.7402126004666839,0.7499501097585312
2008-12-08,0.770028519574799,0.7415685491917781
2008-12-09,0.7311381903033446,0.7126322091398922
2008-12-10,0.7321752657505833,0.6737178207942526
2008-12-11,0.6922478610318901,0.6383955298343644
2008-12-12,0.7018408089188488,0.6549590900019956
2008-12-15,0.6756546538760695,0.6379964079026142
2008-12-16,0.7158413274565725,0.6038714827379765
2008-12-17,0.711952294529427,0.551985631610457
2008-12-18,0.6899144412756028,0.5062861704250649
2008-12-19,0.7267306196525798,0.5000997804829376
2008-12-22,0.7039149598133264,0.5132708042306925
2008-12-23,0.6857661394866477,0.485531829974057
2008-12-24,0.6852476017630282,0.4903212931550589
2008-12-26,0.6953590873736064,0.4871283177010577
2008-12-29,0.7080632616022815,0.47854719616842945
2008-12-30,0.7275084262380088,0.49431251247256036
2008-12-31,0.7288047705470573,0.5234484134903213
