,OEH,CCO
2008-08-06,0.5900609643450951,0.6512006512006512
2008-08-07,0.5823018658784408,0.63003663003663
2008-08-08,0.6218363199704414,0.6532356532356532
2008-08-11,0.6332902272307408,0.7224257224257224
2008-08-12,0.6225752817291705,0.695970695970696
2008-08-13,0.6009606502863477,0.6866096866096867
2008-08-14,0.6111213744688712,0.6914936914936914
2008-08-15,0.6404951043783484,0.7134717134717136
2008-08-18,0.6283022353593201,0.7207977207977209
2008-08-19,0.6153704045815629,0.6764346764346765
2008-08-20,0.6090892296323664,0.6748066748066748
2008-08-21,0.6150009237021984,0.6906796906796906
2008-08-22,0.6355071125069277,0.6906796906796906
2008-08-25,0.6297801588767782,0.680911680911681
2008-08-26,0.6386476999815259,0.6743996743996744
2008-08-27,0.6576759652687973,0.6788766788766789
2008-08-28,0.6632181784592647,0.6837606837606838
2008-08-29,0.6632181784592647,0.6825396825396826
2008-09-02,0.6517642711989654,0.6841676841676841
2008-09-03,0.6497321263624607,0.6768416768416768
2008-09-04,0.6473305006465915,0.680911680911681
2008-09-05,0.6537964160354701,0.6678876678876678
2008-09-08,0.6622944762608535,0.6764346764346765
2008-09-09,0.661924995381489,0.6365486365486366
2008-09-10,0.6530574542767412,0.6100936100936101
2008-09-11,0.6552743395529281,0.6072446072446073
2008-09-12,0.6696840938481433,0.6125356125356125
2008-09-15,0.6585996674672085,0.5832315832315832
2008-09-16,0.676150009237022,0.571021571021571
2008-09-17,0.6205431368926658,0.557997557997558
2008-09-18,0.658969148346573,0.5698005698005698
2008-09-19,0.6558285608719748,0.6064306064306064
2008-09-22,0.6343986698688343,0.5795685795685795
2008-09-23,0.598928505449843,0.5791615791615792
2008-09-24,0.5786070570847959,0.5698005698005698
2008-09-25,0.5496028080546831,0.5807895807895808
2008-09-26,0.51727323111029,0.5746845746845747
2008-09-29,0.45261407722150376,0.5571835571835572
2008-09-30,0.4457786809532606,0.5567765567765568
2008-10-01,0.4487345279881766,0.5474155474155474
2008-10-02,0.40661370774062444,0.5238095238095237
2008-10-03,0.3844448549787548,0.5002035002035001
2008-10-06,0.3709588028819508,0.4721204721204721
2008-10-07,0.33992240901533344,0.41798941798941797
2008-10-08,0.31165712174394977,0.40944240944240945
2008-10-09,0.27397007204877144,0.37769637769637765
2008-10-10,0.2752632551265472,0.23402523402523404
2008-10-13,0.30629964899316453,0.26007326007326004
2008-10-14,0.27600221688527615,0.2828652828652829
2008-10-15,0.24773692961389246,0.2433862433862434
2008-10-16,0.2518012192869019,0.2437932437932438
2008-10-17,0.27175318677258453,0.24704924704924705
2008-10-20,0.258636615555145,0.2564102564102564
2008-10-21,0.23462035839645295,0.2393162393162393
2008-10-22,0.22168852761869573,0.21855921855921856
2008-10-23,0.22538333641234065,0.20634920634920637
2008-10-24,0.2200258636615555,0.21408221408221406
2008-10-27,0.20783299464252725,0.21123321123321126
2008-10-28,0.1989654535377794,0.22873422873422875
2008-10-29,0.22039534454092,0.23443223443223443
2008-10-30,0.23462035839645295,0.2393162393162393
2008-10-31,0.22723074080916314,0.25396825396825395
2008-11-03,0.21670053574727507,0.24135124135124134
2008-11-04,0.17919822649177902,0.25396825396825395
2008-11-05,0.15130242009975983,0.2515262515262515
2008-11-06,0.13874007020136706,0.2201872201872202
2008-11-07,0.14945501570293737,0.23565323565323565
2008-11-10,0.15536670977276926,0.14529914529914528
2008-11-11,0.15813781636800295,0.18518518518518517
2008-11-12,0.14742287086643266,0.18803418803418803
2008-11-13,0.15388878625531127,0.2148962148962149
2008-11-14,0.12026602623314242,0.20797720797720798
2008-11-17,0.10955108073157213,0.19943019943019943
2008-11-18,0.10105302050618879,0.2226292226292226
2008-11-19,0.0879364492887493,0.20105820105820107
2008-11-20,0.0759283207094033,0.18315018315018314
2008-11-21,0.0783299464252725,0.20879120879120877
2008-11-24,0.09883613523000184,0.20797720797720798
2008-11-25,0.08996859412525401,0.2503052503052503
2008-11-26,0.11934232403473119,0.2901912901912902
2008-11-28,0.1265472011823388,0.2979242979242979
2008-12-01,0.10216146314428229,0.25803825803825803
2008-12-02,0.11324588952521707,0.2588522588522589
2008-12-03,0.11971180491409569,0.25966625966625967
2008-12-04,0.11029004249030112,0.2486772486772487
2008-12-05,0.10881211897284314,0.24582824582824583
2008-12-08,0.12894882689820802,0.24827024827024824
2008-12-09,0.13005726953630148,0.24257224257224258
2008-12-10,0.14317384075374098,0.24989824989824988
2008-12-11,0.13301311657121745,0.2336182336182336
2008-12-12,0.12174394975060039,0.23402523402523404
2008-12-15,0.10511731017919823,0.21693121693121692
2008-12-16,0.12506927766488082,0.23321123321123322
2008-12-17,0.13523000184740439,0.2336182336182336
2008-12-18,0.12857934601884352,0.21367521367521367
2008-12-19,0.12857934601884352,0.21774521774521774
2008-12-22,0.12303713282837613,0.20024420024420023
2008-12-23,0.11915758359504895,0.19617419617419618
2008-12-24,0.12137446887123592,0.19983719983719983
2008-12-26,0.12322187326805838,0.2030932030932031
2008-12-29,0.11952706447441344,0.19169719169719168
2008-12-30,0.12710142250138554,0.23524623524623525
2008-12-31,0.14151117679660077,0.2503052503052503
