,FMBI,SNV
2008-08-06,0.6934169278996866,0.7590808005930318
2008-08-07,0.6871473354231976,0.7331356560415122
2008-08-08,0.7172413793103448,0.7828020756115641
2008-08-11,0.7595611285266458,0.816160118606375
2008-08-12,0.7520376175548589,0.7813194959229057
2008-08-13,0.6987460815047022,0.7071905114899926
2008-08-14,0.7147335423197493,0.7398072646404744
2008-08-15,0.7438871473354233,0.7464788732394366
2008-08-18,0.7090909090909091,0.7227575982209044
2008-08-19,0.6855799373040753,0.6931060044477391
2008-08-20,0.6758620689655173,0.6656782802075611
2008-08-21,0.6642633228840126,0.6679021497405485
2008-08-22,0.6968652037617555,0.6693847294292068
2008-08-25,0.6699059561128528,0.6523350630096368
2008-08-26,0.6733542319749217,0.6441808747220162
2008-08-27,0.6868338557993731,0.6471460340993329
2008-08-28,0.709717868338558,0.6782802075611565
2008-08-29,0.7015673981191223,0.681986656782802
2008-09-02,0.7169278996865205,0.7398072646404744
2008-09-03,0.7601880877742947,0.7301704966641956
2008-09-04,0.7272727272727273,0.7071905114899926
2008-09-05,0.7601880877742947,0.7331356560415122
2008-09-08,0.8094043887147336,0.7894736842105263
2008-09-09,0.7959247648902822,0.7427724240177909
2008-09-10,0.7736677115987461,0.7242401779095626
2008-09-11,0.7702194357366772,0.7249814677538917
2008-09-12,0.8090909090909091,0.7916975537435137
2008-09-15,0.7931034482758621,0.7761304670126019
2008-09-16,0.8495297805642634,0.7998517420311341
2008-09-17,0.8078369905956113,0.759822090437361
2008-09-18,0.9203761755485894,0.815418828762046
2008-09-19,0.9354231974921631,0.8413639733135656
2008-09-22,0.8598746081504702,0.7449962935507783
2008-09-23,0.857680250783699,0.7746478873239436
2008-09-24,0.8341692789968652,0.8042994810971089
2008-09-25,0.8275862068965517,0.8598962194217938
2008-09-26,0.8545454545454546,0.826538176426983
2008-09-29,0.7780564263322884,0.759822090437361
2008-09-30,0.7598746081504703,0.7672349888806523
2008-10-01,0.7987460815047023,0.8524833209785025
2008-10-02,0.8015673981191223,0.8206078576723499
2008-10-03,0.8564263322884013,0.7835433654558933
2008-10-06,0.8542319749216302,0.7613046701260192
2008-10-07,0.7081504702194358,0.7338769458858414
2008-10-08,0.6783699059561129,0.7768717568569311
2008-10-09,0.5849529780564263,0.637509266123054
2008-10-10,0.7401253918495297,0.6293550778354337
2008-10-13,0.7924764890282132,0.6604892512972572
2008-10-14,0.7695924764890283,0.7316530763528539
2008-10-15,0.7354231974921631,0.8005930318754634
2008-10-16,0.7849529780564264,0.8339510748702743
2008-10-17,0.7789968652037619,0.8302446256486286
2008-10-20,0.7476489028213167,0.7264640474425501
2008-10-21,0.6981191222570533,0.7249814677538917
2008-10-22,0.6269592476489029,0.6864343958487769
2008-10-23,0.5918495297805643,0.6419570051890289
2008-10-24,0.5652037617554859,0.6308376575240919
2008-10-27,0.5761755485893417,0.6182357301704966
2008-10-28,0.6545454545454545,0.7286879169755375
2008-10-29,0.6514106583072101,0.7361008154188288
2008-10-30,0.6673981191222571,0.714603409933284
2008-10-31,0.6962382445141067,0.765752409191994
2008-11-03,0.7181818181818183,0.7805782060785766
2008-11-04,0.7495297805642633,0.8080059303187547
2008-11-05,0.6843260188087774,0.7012601927353596
2008-11-06,0.6529780564263322,0.6412157153446998
2008-11-07,0.6495297805642634,0.6241660489251297
2008-11-10,0.6266457680250783,0.5937731653076352
2008-11-11,0.6335423197492164,0.5633802816901408
2008-11-12,0.5890282131661442,0.5292809488510007
2008-11-13,0.6476489028213166,0.5796886582653817
2008-11-14,0.5943573667711599,0.5848776871756857
2008-11-17,0.5843260188087774,0.5819125277983691
2008-11-18,0.5473354231974922,0.5774647887323944
2008-11-19,0.4821316614420063,0.519644180874722
2008-11-20,0.4492163009404389,0.4951816160118606
2008-11-21,0.4827586206896552,0.5226093402520385
2008-11-24,0.563949843260188,0.5737583395107487
2008-11-25,0.5755485893416928,0.56412157153447
2008-11-26,0.5683385579937305,0.5774647887323944
2008-11-28,0.577115987460815,0.6167531504818384
2008-12-01,0.46489028213166145,0.5329873980726464
2008-12-02,0.5178683385579937,0.5648628613787992
2008-12-03,0.5482758620689655,0.5959970348406226
2008-12-04,0.5394984326018809,0.6108228317272053
2008-12-05,0.5793103448275863,0.6404744255003707
2008-12-08,0.574921630094044,0.6382505559673832
2008-12-09,0.5589341692789969,0.5878428465530022
2008-12-10,0.574921630094044,0.603409933283914
2008-12-11,0.5247648902821317,0.5433654558932542
2008-12-12,0.5379310344827587,0.5352112676056338
2008-12-15,0.5253918495297807,0.5389177168272794
2008-12-16,0.6050156739811913,0.5930318754633062
2008-12-17,0.5993730407523512,0.5893254262416605
2008-12-18,0.5884012539184953,0.5782060785767235
2008-12-19,0.6144200626959249,0.5893254262416605
2008-12-22,0.5940438871473355,0.5700518902891031
2008-12-23,0.5752351097178684,0.5693106004447739
2008-12-24,0.5830721003134797,0.5796886582653817
2008-12-26,0.5984326018808778,0.5856189770200149
2008-12-29,0.5789968652037617,0.5804299481097109
2008-12-30,0.6112852664576803,0.6078576723498887
2008-12-31,0.6260188087774294,0.6152705707931801
