"","X1","COLM","LH","long_distance","Fx","Fy","MI_X","MI_Y"
"78",2009-04-24,0.873643195101586,0.941321423070999,NA,0,0.281385281385281,1e-10,0.793331402473369
"79",2009-04-27,0.869746729752296,0.960264900662252,"COLM",0.441558441558442,0.909090909090909,0.221282541478149,0.965229299391046
"80",2009-04-28,0.865293626495964,0.971507777606653,"COLM",0.441558441558442,0.80952380952381,0.258061992386106,0.894845290092497
"81",2009-04-29,0.868355134984692,0.978746342214693,"COLM",0.545454545454545,0.722943722943723,0.414594761863408,0.773644353465023
"82",2009-04-30,0.854995825215697,0.987987062990913,"COLM",0.29004329004329,0.783549783549784,0.1494870669821,0.893785739173063
"83",2009-05-01,0.844976342888951,0.969505621438472,"COLM",0.333333333333333,0.112554112554113,0.589616992841613,0.0780285942802911
"84",2009-05-04,0.872808238241024,0.985676882796858,"COLM",0.865800865800866,0.887445887445887,0.715910717763703,0.797897536774907
"85",2009-05-05,0.887280823824102,0.995533651624827,"COLM",0.744588744588745,0.783549783549784,0.639110606156871,0.737734375981439
"86",2009-05-06,0.870581686612858,0.992145387340212,"COLM",0.251082251082251,0.398268398268398,0.22019130331059,0.533289352318797
"87",2009-05-07,0.869746729752296,0.997997843831819,"COLM",0.497835497835498,0.692640692640693,0.375912410172538,0.757893506484525
"88",2009-05-08,0.870025048705817,1.00508239642692,"COLM",0.523809523809524,0.718614718614719,0.391024004660859,0.777921945308307
"89",2009-05-11,0.861675480100195,0.99845987987063,"COLM",0.380952380952381,0.285714285714286,0.482125250304826,0.276445359744289
"90",2009-05-12,0.870860005566379,0.99383951948252,"COLM",0.670995670995671,0.350649350649351,0.789157271337717,0.225047823686182
"91",2009-05-13,0.832173671026997,0.985522870783921,"COLM",0.0822510822510823,0.25974025974026,0.0639746747347995,0.552060915004245
"92",2009-05-14,0.851655997773448,0.975204065917141,"COLM",0.826839826839827,0.246753246753247,0.923148965315864,0.11906597525315
"93",2009-05-15,0.863345393821319,0.949638071769598,"COLM",0.705627705627706,0.0476190476190476,0.849393754720479,0.0135811827551103
"94",2009-05-18,0.868076816031172,0.954874480209456,"COLM",0.588744588744589,0.683982683982684,0.499351158608225,0.699865687541325
"95",2009-05-19,0.866685221263568,0.953334360080086,"COLM",0.489177489177489,0.45021645021645,0.516925290591998,0.437527058276178
"96",2009-05-20,0.857222376843863,0.946865855536732,"COLM",0.363636363636364,0.285714285714286,0.457877157156238,0.287166946241564
"97",2009-05-21,0.847759532424158,0.927306329893732,"COLM",0.363636363636364,0.0779220779220779,0.659327924757597,0.0402258717872786
"98",2009-05-22,0.838018369050932,0.921145849376251,"COLM",0.346320346320346,0.285714285714286,0.433170500407383,0.298518424967401
"99",2009-05-26,0.889507375452268,0.939473278915755,"COLM",0.961038961038961,0.909090909090909,0.922853595791719,0.605284065079266
"100",2009-05-27,0.875869746729752,0.93408285846296,"COLM",0.29004329004329,0.307359307359307,0.332981693296125,0.372541855786478
"101",2009-05-28,0.871973281380462,0.942245495148621,"COLM",0.441558441558442,0.757575757575758,0.280295707220495,0.847958337416996
"102",2009-05-29,0.88254940161425,0.938857230864007,"COLM",0.683982683982684,0.393939393939394,0.788222345648672,0.263841434371268
"103",2009-06-01,0.927637072084609,0.953334360080086,"COLM",0.948051948051948,0.852813852813853,0.936038601364773,0.534500141558124
"104",2009-06-02,0.929585304759254,0.952410288002464,"COLM",0.536796536796537,0.467532467532468,0.571668893401464,0.431569385823437
"105",2009-06-03,0.921235736153632,0.945633759433236,"COLM",0.385281385281385,0.281385281385281,0.491553669033111,0.267899164982198
"106",2009-06-04,0.921235736153632,0.948559987679039,"COLM",0.523809523809524,0.614718614718615,0.458805289028392,0.643802524602627
"107",2009-06-05,0.920957417200111,0.943323579239181,"COLM",0.510822510822511,0.316017316017316,0.629369713936415,0.248721596095517
"108",2009-06-08,0.923462287781798,0.937317110734637,"COLM",0.541125541125541,0.29004329004329,0.678809320282417,0.206517560881167
"109",2009-06-09,0.926802115224047,0.931618666255968,"COLM",0.545454545454545,0.303030303030303,0.676894655875526,0.219338519096944
"110",2009-06-10,0.920122460339549,0.927768365932543,"COLM",0.428571428571429,0.363636363636364,0.49042580172283,0.355362095163403
"111",2009-06-11,0.912607848594489,0.940089326967503,"COLM",0.406926406926407,0.835497835497836,0.221753210245021,0.919678163695023
"112",2009-06-12,0.900640133593098,0.960418912675189,"COLM",0.316017316017316,0.913419913419913,0.155851532226201,0.96969223464513
"113",2009-06-15,0.898970219871973,0.957954720468196,"COLM",0.489177489177489,0.411255411255411,0.542032370905114,0.383797725925047
"114",2009-06-16,0.890898970219872,0.962729092869244,"COLM",0.385281385281385,0.666666666666667,0.261818526289342,0.773152794228062
"115",2009-06-17,0.87865293626496,1.00077006006468,"COLM",0.316017316017316,0.991341991341991,0.176408782317564,0.99872744166382
"116",2009-06-18,0.885054272195937,1.03003234252272,"COLM",0.619047619047619,0.952380952380952,0.2931268874766,0.982034058210562
"117",2009-06-19,0.895352073476204,1.02818419836747,"COLM",0.675324675324675,0.437229437229437,0.763028750344246,0.314605024479689
"118",2009-06-22,0.861397161146674,1.01201293700909,"COLM",0.108225108225108,0.16017316017316,0.162396324428719,0.345982638350771
"119",2009-06-23,0.86362371277484,1.00800862467272,"COLM",0.541125541125541,0.376623376623377,0.631668021726039,0.309017005894752
"120",2009-06-24,0.862232118007236,1.019559525643,"COLM",0.489177489177489,0.80952380952381,0.299918995263974,0.886040195856238
"121",2009-06-25,0.88616754801002,1.03727090713076,"COLM",0.83982683982684,0.896103896103896,0.645428931767824,0.84610672627783
"122",2009-06-26,0.872529919287504,1.03234252271677,"COLM",0.29004329004329,0.346320346320346,0.30475402700965,0.429612044127679
"123",2009-06-29,0.857779014750905,1.03573078700139,"COLM",0.285714285714286,0.623376623376623,0.17668890475164,0.764620417825699
"124",2009-06-30,0.860562204286112,1.04404743569998,"COLM",0.545454545454545,0.731601731601732,0.40862418862665,0.784301416755825
"125",2009-07-01,0.873921514055107,1.04189126751887,"COLM",0.731601731601732,0.424242424242424,0.827167190402858,0.274727596897282
