"","X1","DPZ","AMG","long_distance","Fx","Fy","MI_X","MI_Y"
"84",2009-05-04,1.85258964143426,1.40009208103131,"AMG",0.311688311688312,0.956709956709957,0.0466715515810054,0.994894229903634
"85",2009-05-05,1.81872509960159,1.36325966850829,"AMG",0.329004329004329,0.285714285714286,0.478760970096568,0.337774378381625
"86",2009-05-06,1.76294820717131,1.40653775322284,"AMG",0.194805194805195,0.787878787878788,0.0362243923994738,0.960463298975571
"87",2009-05-07,1.67729083665339,1.31008287292818,"AMG",0.0995670995670996,0.0649350649350649,0.437241380288893,0.170858317380427
"88",2009-05-08,1.83266932270916,1.36993554327808,"AMG",0.982683982683983,0.865800865800866,0.987967443095923,0.209395276923165
"89",2009-05-11,1.7808764940239,1.30686003683241,"AMG",0.212121212121212,0.168831168831169,0.444102388457064,0.261804623891758
"90",2009-05-12,1.73107569721116,1.30709023941068,"AMG",0.225108225108225,0.528138528138528,0.1015332218854,0.819079709985033
"91",2009-05-13,1.62151394422311,1.19912523020258,"AMG",0.0562770562770563,0.0562770562770563,0.277656921580745,0.277656921580745
"92",2009-05-14,1.62151394422311,1.26312154696133,"AMG",0.575757575757576,0.896103896103896,0.15966708022971,0.962106842366938
"93",2009-05-15,1.60557768924303,1.23687845303867,"AMG",0.393939393939394,0.307359307359307,0.562311347049036,0.299733495483131
"94",2009-05-18,1.72908366533865,1.34254143646409,"AMG",0.956709956709957,0.952380952380952,0.756519330673566,0.700494166259627
"95",2009-05-19,1.76892430278884,1.27325046040516,"AMG",0.792207792207792,0.134199134199134,0.966070493249599,0.0211364782203683
"96",2009-05-20,1.73505976095618,1.24838858195212,"AMG",0.316017316017316,0.329004329004329,0.393757798861831,0.435463230031609
"97",2009-05-21,1.67330677290837,1.24355432780847,"AMG",0.168831168831169,0.497835497835498,0.0670723460678449,0.836481919279331
"98",2009-05-22,1.64741035856574,1.22375690607735,"AMG",0.346320346320346,0.359307359307359,0.40910137053194,0.449388468371605
"99",2009-05-26,1.76693227091633,1.30294659300184,"AMG",0.956709956709957,0.917748917748918,0.878586047703451,0.511144099869133
"100",2009-05-27,1.74302788844622,1.25115101289134,"AMG",0.372294372294372,0.203463203463203,0.671246085222959,0.158171570990142
"101",2009-05-28,1.75099601593625,1.27624309392265,"AMG",0.636363636363636,0.714285714285714,0.459301738251281,0.703610265988089
"102",2009-05-29,1.80478087649402,1.29166666666667,"AMG",0.857142857142857,0.640692640692641,0.910991902331334,0.260589736092286
"103",2009-06-01,1.92629482071713,1.37684162062615,"AMG",0.948051948051948,0.917748917748918,0.840666762077027,0.565447422817118
