"","X1","CREE","BANC","long_distance","Fx","Fy","MI_X","MI_Y"
"66",2009-04-07,1.58783364369957,0.746113989637306,"BANC",0.151515151515152,0.83982683982684,0.125576152717859,0.865924697289738
"67",2009-04-08,1.61142147734327,0.700518134715026,"BANC",0.718614718614719,0.0692640692640693,0.750156472205812,0.0484234797452316
"68",2009-04-09,1.67101179391682,0.734715025906736,"BANC",0.844155844155844,0.930735930735931,0.766993748684793,0.920121267631708
"69",2009-04-13,1.66045934202359,0.797927461139896,"BANC",0.484848484848485,0.982683982683983,0.400223878854558,0.990926597473291
"70",2009-04-14,1.66666666666667,0.797927461139896,"BANC",0.597402597402597,0.597402597402597,0.595185444346028,0.595185444346028
"71",2009-04-15,1.62011173184358,0.774093264248705,"BANC",0.229437229437229,0.151515151515152,0.270590559561465,0.157834685005578
"72",2009-04-16,1.66790813159528,0.81139896373057,"BANC",0.822510822510823,0.930735930735931,0.741038193373046,0.924938402475631
"73",2009-04-17,1.67039106145251,0.870466321243523,"BANC",0.567099567099567,0.965367965367965,0.467979133041001,0.977960847978648
"74",2009-04-20,1.6374922408442,0.773056994818653,"BANC",0.307359307359307,0.0216450216450216,0.448400846705303,0.0146532888883087
"75",2009-04-21,1.61762880198634,0.781347150259067,"BANC",0.38961038961039,0.753246753246753,0.349023435000924,0.787047430051419
"76",2009-04-22,1.60273122284295,0.805181347150259,"BANC",0.432900432900433,0.874458874458874,0.379151039429337,0.90323354005508
"77",2009-04-23,1.58100558659218,0.805181347150259,"BANC",0.376623376623377,0.597402597402597,0.350717572579063,0.624032500090475
"78",2009-04-24,1.60893854748603,0.84559585492228,"BANC",0.727272727272727,0.935064935064935,0.63362159272321,0.943096340718088
"79",2009-04-27,1.59590316573557,0.81139896373057,"BANC",0.463203463203463,0.0995670995670996,0.530360755411989,0.0767966746284207
"80",2009-04-28,1.59217877094972,0.785492227979275,"BANC",0.54978354978355,0.147186147186147,0.601895173020212,0.117616128820368
"81",2009-04-29,1.61576660459342,0.835233160621762,"BANC",0.714285714285714,0.952380952380952,0.605032916205324,0.961222920705902
"82",2009-04-30,1.70018621973929,0.829015544041451,"BANC",0.904761904761905,0.316017316017316,0.930749629151416,0.275225150520964
"83",2009-05-01,1.72004965859714,0.829015544041451,"BANC",0.67965367965368,0.597402597402597,0.686812144157551,0.581706820432992
"84",2009-05-04,1.7951582867784,0.829015544041451,"BANC",0.87012987012987,0.597402597402597,0.890104135970353,0.537340832899611
"85",2009-05-05,1.74425822470515,0.829015544041451,"BANC",0.220779220779221,0.597402597402597,0.187469665303741,0.640264823851602
"86",2009-05-06,1.73867163252638,0.837305699481865,"BANC",0.528138528138528,0.727272727272727,0.497579014284682,0.74802229929784
"87",2009-05-07,1.69584109248914,0.858031088082901,"BANC",0.264069264069264,0.844155844155844,0.226057128134906,0.876479513095957
"88",2009-05-08,1.67783985102421,0.865284974093264,"BANC",0.411255411255411,0.714285714285714,0.375192331143787,0.745384731908665
"89",2009-05-11,1.69459962756052,0.865284974093264,"BANC",0.662337662337662,0.597402597402597,0.667599083075002,0.584721072342915
"90",2009-05-12,1.66977032898821,0.865284974093264,"BANC",0.376623376623377,0.597402597402597,0.350717572579063,0.624032500090475
"91",2009-05-13,1.61204220980757,0.865284974093264,"BANC",0.19047619047619,0.597402597402597,0.157465034144115,0.643070118588693
"92",2009-05-14,1.63314711359404,0.873575129533679,"BANC",0.696969696969697,0.722943722943723,0.683668121500976,0.717912569062344
"93",2009-05-15,1.63563004345127,0.863212435233161,"BANC",0.567099567099567,0.281385281385281,0.602590147571441,0.251847635361268
"94",2009-05-18,1.69087523277467,0.830051813471503,"BANC",0.835497835497836,0.103896103896104,0.855068178404751,0.0837835660280684
"95",2009-05-19,1.72563625077592,0.833160621761658,"BANC",0.731601731601732,0.649350649350649,0.736106327552092,0.629027321394791
"96",2009-05-20,1.68156424581006,0.805181347150259,"BANC",0.251082251082251,0.142857142857143,0.298326744631058,0.143596519900303
"97",2009-05-21,1.63066418373681,0.844559585492228,"BANC",0.207792207792208,0.930735930735931,0.189957935739673,0.948729362724367
"98",2009-05-22,1.64990689013035,0.817616580310881,"BANC",0.67965367965368,0.147186147186147,0.722681457235989,0.114992964070583
"99",2009-05-26,1.72377405338299,0.804145077720207,"BANC",0.87012987012987,0.238095238095238,0.898736118917715,0.20480097052
"100",2009-05-27,1.88392302917443,0.803108808290155,"BANC",0.978354978354978,0.398268398268398,0.988229459560588,0.345197587023952
"101",2009-05-28,1.87461204220981,0.787564766839378,"BANC",0.519480519480519,0.203463203463203,0.563725587566488,0.174843779802539
"102",2009-05-29,1.88454376163873,0.89119170984456,"BANC",0.606060606060606,0.995670995670996,0.452590060162486,0.998161567303685
"103",2009-06-01,1.95841092489137,0.757512953367876,"BANC",0.852813852813853,0,0.615634504659943,1e-10
"104",2009-06-02,1.90751086281813,0.783419689119171,"BANC",0.246753246753247,0.883116883116883,0.213718496607353,0.910417339319092
"105",2009-06-03,1.89385474860335,0.783419689119171,"BANC",0.471861471861472,0.597402597402597,0.455184207460324,0.612597900723994
"106",2009-06-04,1.89385474860335,0.761658031088083,"BANC",0.567099567099567,0.16017316017316,0.616809762074436,0.12932861182729
"107",2009-06-05,1.85536933581626,0.781347150259067,"BANC",0.307359307359307,0.852813852813853,0.265519016151034,0.884951984246266
"108",2009-06-08,1.84357541899441,0.865284974093264,"BANC",0.484848484848485,0.995670995670996,0.393094998491508,0.998307817797033
"109",2009-06-09,1.87585350713842,0.803108808290155,"BANC",0.727272727272727,0.0432900432900433,0.749799426239076,0.0282882330211716
"110",2009-06-10,1.82991930477964,0.773056994818653,"BANC",0.264069264069264,0.112554112554113,0.326641084467137,0.108098092833309
"111",2009-06-11,1.82247051520795,0.73160621761658,"BANC",0.523809523809524,0.0865800865800866,0.587944905079217,0.062967395255212
"112",2009-06-12,1.78398510242086,0.709844559585492,"BANC",0.307359307359307,0.151515151515152,0.356262629615006,0.143362944273483
"113",2009-06-15,1.77094972067039,0.69119170984456,"BANC",0.471861471861472,0.164502164502165,0.522720252264655,0.138991011108844
"114",2009-06-16,1.75294847920546,0.704663212435233,"BANC",0.41991341991342,0.835497835497836,0.371202044265199,0.867021783916335
"115",2009-06-17,1.77529484792055,0.678756476683938,"BANC",0.692640692640693,0.116883116883117,0.733513856672609,0.0880327551777666
"116",2009-06-18,1.78833022967101,0.65699481865285,"BANC",0.627705627705628,0.147186147186147,0.675008716642577,0.11538003268034
"117",2009-06-19,1.88764742396027,0.694300518134715,"BANC",0.913419913419913,0.943722943722944,0.84688019662564,0.913867001181859
"118",2009-06-22,1.78398510242086,0.621761658031088,"BANC",0.0692640692640693,0.0216450216450216,0.181629565887029,0.0379941239998783
"119",2009-06-23,1.8348851644941,0.694300518134715,"BANC",0.796536796536797,0.995670995670996,0.569593724871443,0.9972008338244
"120",2009-06-24,1.84047175667287,0.630051813471503,"BANC",0.588744588744589,0.0216450216450216,0.646336815778991,0.0117545436123552
"121",2009-06-25,1.82867783985102,0.683937823834197,"BANC",0.484848484848485,0.982683982683983,0.400223878854558,0.990926597473291
"122",2009-06-26,1.85723153320919,0.667357512953368,"BANC",0.722943722943723,0.173160173160173,0.762695303323475,0.139072269473424
"123",2009-06-29,1.83116076970826,0.672538860103627,"BANC",0.376623376623377,0.705627705627706,0.339953753942368,0.738994139529112
"124",2009-06-30,1.82495344506518,0.710880829015544,"BANC",0.523809523809524,0.943722943722944,0.444257756235096,0.961599575250998
"125",2009-07-01,1.82929857231533,0.665284974093264,"BANC",0.571428571428571,0.0606060606060606,0.631823852220634,0.0404700064945114
