,UGI,WEC
2008-08-06,1.0114198705748,0.9832499456167066
2008-08-07,0.9996193376475068,0.9697628888405482
2008-08-08,0.9946707270650932,1.000217533173809
2008-08-11,1.0079939094023602,1.0200130519904287
2008-08-12,1.0300723258469737,1.0023928649118992
2008-08-13,1.0376855728968406,1.0060909288666522
2008-08-14,1.0300723258469737,0.9958668696976289
2008-08-15,1.0262657023220405,1.0130519904285404
2008-08-18,1.0411115340692807,1.0119643245594954
2008-08-19,1.0414921964217738,1.0102240591690232
2008-08-20,1.0426341834792539,1.0063084620404612
2008-08-21,1.0445374952417206,1.0054383293452251
2008-08-22,1.0456794822992006,1.0102240591690232
2008-08-25,1.0452988199467073,0.999347400478573
2008-08-26,1.0422535211267605,1.0058733956928432
2008-08-27,1.0570993528740007,1.0104415923428323
2008-08-28,1.0475827940616673,1.0211007178594735
2008-08-29,1.0468214693566806,1.0174026539047205
2008-09-02,1.0498667681766274,1.0076136610833153
2008-09-03,1.047202131709174,0.9936915379595388
2008-09-04,1.0388275599543204,0.9858603437024146
2008-09-05,1.0388275599543204,0.9834674787905155
2008-09-08,1.0456794822992006,1.003915597128562
2008-09-09,1.019033117624667,0.9797694148357624
2008-09-10,1.0281690140845072,0.9688927561453121
2008-09-11,1.023601065854587,0.9765064172286274
2008-09-12,1.0414921964217738,0.9960844028714378
2008-09-15,1.0152264940997335,0.9723732869262564
2008-09-16,1.0323562999619338,0.9854252773547966
2008-09-17,0.9901027788351733,0.962366760931042
2008-09-18,0.9881994670727066,0.9723732869262564
2008-09-19,0.9969547011800534,0.9747661518381554
2008-09-22,0.9954320517700799,0.9762888840548184
2008-09-23,0.9805862200228398,0.9551881661953447
2008-09-24,0.9714503235629997,0.9586686969762889
2008-09-25,0.9847735059002665,0.9908636067000217
2008-09-26,0.9878188047202131,0.9939090711333478
2008-09-29,0.9581271412257328,0.9858603437024146
2008-09-30,0.9813475447278265,0.9767239504024363
2008-10-01,1.0030452988199468,0.9899934740047857
2008-10-02,0.9855348306052532,0.9869480095714596
2008-10-03,0.9786829082603731,0.9706330215357841
2008-10-06,0.9752569470879331,0.9423537089406134
2008-10-07,0.9135896459840122,0.9179899934740049
2008-10-08,0.8709554625047583,0.9075484011311725
2008-10-09,0.795203654358584,0.8588209701979551
2008-10-10,0.7586600685192234,0.8270611268218404
2008-10-13,0.8717167872097449,0.8997172068740483
2008-10-14,0.8602969166349449,0.8612138351098544
2008-10-15,0.7997716025885041,0.8179247335218621
2008-10-16,0.8606775789874381,0.8338046552099195
2008-10-17,0.8214693566806243,0.8418533826408529
2008-10-20,0.8907499048344119,0.8923210789645422
2008-10-21,0.8720974495622383,0.8762236241026757
2008-10-22,0.8359345260753712,0.8590385033717642
2008-10-23,0.8717167872097449,0.8781814226669566
2008-10-24,0.8530643319375714,0.8581683706765283
2008-10-27,0.7936810049486106,0.8298890580813574
2008-10-28,0.8576322801674915,0.9042854035240374
2008-10-29,0.8576322801674915,0.9147269958668697
2008-10-30,0.8945565283593453,0.9527953012834457
2008-10-31,0.9086410354015988,0.9462693060691756
2008-11-03,0.9059763989341455,0.9319121165977813
2008-11-04,0.9067377236391321,0.928431585816837
2008-11-05,0.8816140083745718,0.9118990646073527
2008-11-06,0.8709554625047583,0.8696976288884054
2008-11-07,0.8941758660068518,0.9340874483358712
2008-11-10,0.9082603730491055,0.8944964107026321
2008-11-11,0.8759040730871718,0.8986295410050034
2008-11-12,0.8378378378378379,0.8662170981074614
2008-11-13,0.9078797106966122,0.9184250598216228
2008-11-14,0.8759040730871718,0.9173373939525779
2008-11-17,0.8854206318995053,0.922123123776376
2008-11-18,0.8842786448420251,0.920382858385904
2008-11-19,0.8743814236771983,0.9003698063954754
2008-11-20,0.8248953178530644,0.8625190341527083
2008-11-21,0.8926532165968786,0.8977594083097673
2008-11-24,0.8865626189569852,0.9290841853382641
2008-11-25,0.8865626189569852,0.9347400478572983
2008-11-26,0.8778073848496384,0.9299543180335001
2008-11-28,0.8892272554244385,0.9453991733739395
2008-12-01,0.8374571754853445,0.9012399390907113
2008-12-02,0.856109630757518,0.9053730693930824
2008-12-03,0.8713361248572516,0.9364803132477703
2008-12-04,0.8283212790255045,0.8997172068740483
2008-12-05,0.8766653977921585,0.9110289319121166
2008-12-08,0.8720974495622383,0.888623015009789
2008-12-09,0.8793300342596118,0.891450946269306
2008-12-10,0.8976018271792919,0.9055906025668915
2008-12-11,0.8770460601446517,0.8960191429192952
2008-12-12,0.8934145413018653,0.9097237328692626
2008-12-15,0.8934145413018653,0.9179899934740049
2008-12-16,0.9158736200989722,0.9345225146834892
2008-12-17,0.8979824895317853,0.8894931477050251
2008-12-18,0.9071183859916254,0.8940613443550142
2008-12-19,0.8926532165968786,0.9016750054383295
2008-12-22,0.898743814236772,0.9053730693930824
2008-12-23,0.8800913589645984,0.8955840765716773
2008-12-24,0.8888465930719452,0.8977594083097673
2008-12-26,0.895317853064332,0.9071133347835546
2008-12-29,0.8884659307194519,0.9064607352621276
2008-12-30,0.9135896459840122,0.9027626713073744
2008-12-31,0.9295774647887325,0.9132042636502066
