,BTU,SFY
2008-08-07,1.0866438971777819,1.0166666666666668
2008-08-08,1.0530289412187668,0.9981735159817352
2008-08-11,0.9920905985978787,1.028538812785388
2008-08-12,0.9766313140391875,1.049771689497717
2008-08-13,1.0578824375337048,1.112785388127854
2008-08-14,1.065072802444724,1.1073059360730595
2008-08-15,1.0260650728024447,1.0664383561643838
2008-08-18,1.0262448319252202,1.038812785388128
2008-08-19,1.10461980945533,1.0805936073059361
2008-08-20,1.1567499550602192,1.1139269406392696
2008-08-21,1.224698903469351,1.0968036529680365
2008-08-22,1.159626101024627,1.0883561643835618
2008-08-25,1.1098328240158188,1.0698630136986302
2008-08-26,1.1278087362933669,1.091324200913242
2008-08-27,1.1722092396189105,1.1045662100456621
2008-08-28,1.1696926119000537,1.0700913242009134
2008-08-29,1.131583677871652,1.0664383561643838
2008-09-02,0.9962250584217149,0.982648401826484
2008-09-03,0.9597339564982923,0.9892694063926941
2008-09-04,0.924860686679849,0.9851598173515982
2008-09-05,0.9581161243933128,0.9541095890410959
2008-09-08,0.8973575408952004,0.9378995433789955
2008-09-09,0.8182635268739888,0.897716894977169
2008-09-10,0.8894481394930792,1.0073059360730594
2008-09-11,0.9173108035232788,0.9509132420091324
2008-09-12,0.9705195038648211,0.9783105022831051
2008-09-15,0.8655401761639403,0.8888127853881279
2008-09-16,0.8955599496674456,0.9059360730593607
2008-09-17,0.90095272335071,0.8666666666666667
2008-09-18,0.9588351608844149,0.9248858447488585
2008-09-19,1.0298400143807298,1.0022831050228311
2008-09-22,1.0300197735035053,1.0
2008-09-23,0.9514650368506201,0.9787671232876712
2008-09-24,0.9246809275570734,0.9557077625570777
2008-09-25,0.9020312780873629,0.9723744292237444
2008-09-26,0.8741686140571634,0.9586757990867582
2008-09-29,0.7379111989933488,0.8408675799086758
2008-09-30,0.8089160524896638,0.8833333333333333
2008-10-01,0.7379111989933488,0.8636986301369863
2008-10-02,0.6442566960273234,0.7961187214611872
2008-10-03,0.6492899514650368,0.7821917808219178
2008-10-06,0.6311342800647133,0.7219178082191782
2008-10-07,0.5666007549883156,0.6602739726027398
2008-10-08,0.5741506381448859,0.6641552511415526
2008-10-09,0.5317274851698723,0.5627853881278538
2008-10-10,0.5150098867517526,0.5319634703196348
2008-10-13,0.6140571634010425,0.6406392694063927
2008-10-14,0.549164120079094,0.6155251141552512
2008-10-15,0.43573611360776554,0.5673515981735161
2008-10-16,0.5155491641200791,0.6876712328767124
2008-10-17,0.5757684702498652,0.6771689497716895
2008-10-20,0.680028761459644,0.7404109589041097
2008-10-21,0.6595362214632392,0.7114155251141553
2008-10-22,0.5923063095452095,0.6200913242009133
2008-10-23,0.5489843609563185,0.6312785388127854
2008-10-24,0.5335250763976271,0.604337899543379
2008-10-27,0.47276649289951467,0.5513698630136986
2008-10-28,0.520402660435017,0.5625570776255708
2008-10-29,0.5790041344598238,0.6084474885844748
2008-10-30,0.6030918569117382,0.6899543378995434
2008-10-31,0.6203487326981844,0.7324200913242009
2008-11-03,0.6065072802444724,0.682420091324201
2008-11-04,0.6316735574330397,0.7182648401826485
2008-11-05,0.580981484810354,0.6616438356164384
2008-11-06,0.5002696386841632,0.6388127853881279
2008-11-07,0.5263347114866079,0.6216894977168951
2008-11-10,0.5700161783210498,0.6399543378995435
2008-11-11,0.5230990472766492,0.6047945205479452
2008-11-12,0.45766672658637425,0.5639269406392694
2008-11-13,0.5297501348193421,0.6205479452054795
2008-11-14,0.48660794535322666,0.5634703196347032
2008-11-17,0.46989034693510695,0.5458904109589041
2008-11-18,0.4405896099227036,0.5691780821917809
2008-11-19,0.3710228294085925,0.48584474885844753
2008-11-20,0.29210857451015637,0.40707762557077626
2008-11-21,0.3370483552040266,0.4401826484018265
2008-11-24,0.3877404278267122,0.46735159817351596
2008-11-25,0.3934927197555276,0.4721461187214612
2008-11-26,0.43501707711666365,0.5029680365296805
2008-11-28,0.4211756246629516,0.4878995433789955
2008-12-01,0.35142908502606507,0.4283105022831051
2008-12-02,0.37228114326802086,0.4488584474885845
2008-12-03,0.3951105518605069,0.45502283105022834
2008-12-04,0.32590328959194675,0.40821917808219177
2008-12-05,0.33147582239798673,0.3780821917808219
2008-12-08,0.39564982922883335,0.40205479452054793
2008-12-09,0.39115585115944634,0.3986301369863014
2008-12-10,0.46575588711127086,0.4353881278538813
2008-12-11,0.4427467193960093,0.42808219178082196
2008-12-12,0.4299838216789502,0.4392694063926941
2008-12-15,0.43232069027503145,0.43219178082191784
2008-12-16,0.4596440769369045,0.4429223744292237
2008-12-17,0.4580262448319252,0.4394977168949772
2008-12-18,0.4089520043142189,0.40205479452054793
2008-12-19,0.4157828509796872,0.3915525114155251
2008-12-22,0.37875247168793813,0.3646118721461188
2008-12-23,0.38216789502067233,0.35547945205479453
2008-12-24,0.36437174186589966,0.34931506849315075
2008-12-26,0.3967283839654862,0.36004566210045663
2008-12-29,0.39475103361495595,0.35707762557077627
2008-12-30,0.4044580262448319,0.3764840182648402
2008-12-31,0.4089520043142189,0.38378995433789953
