,BSET,AIV
2008-08-06,0.9285159285159286,0.9267633325141313
2008-08-07,0.9246309246309247,0.9127549766527403
2008-08-08,0.9324009324009325,0.9596952568198575
2008-08-11,0.9324009324009325,0.9424920127795529
2008-08-12,0.9186091686091686,0.9292209388056034
2008-08-13,0.9114219114219115,0.9348734332759893
2008-08-14,0.9300699300699302,0.9343819120176949
2008-08-15,0.9261849261849262,0.9333988695011058
2008-08-18,0.8982128982128983,0.8935856475792578
2008-08-19,0.874902874902875,0.8800688129761614
2008-08-20,0.8857808857808859,0.8771196854263947
2008-08-21,0.85003885003885,0.8719587122143032
2008-08-22,0.8166278166278167,0.8894077168837552
2008-08-25,0.8174048174048174,0.8567215532071762
2008-08-26,0.7855477855477856,0.8699926271811256
2008-08-27,0.7630147630147631,0.8677807815188008
2008-08-28,0.7715617715617716,0.8894077168837552
2008-08-29,0.7987567987567987,0.8709756696977144
2008-09-02,0.8205128205128206,0.871712951585156
2008-09-03,0.8321678321678323,0.8908822806586385
2008-09-04,0.787878787878788,0.866797739002212
2008-09-05,0.7972027972027972,0.8712214303268617
2008-09-08,0.8321678321678323,0.904399115261735
2008-09-09,0.8298368298368298,0.8812976161218973
2008-09-10,0.8181818181818182,0.8638486114524453
2008-09-11,0.7816627816627818,0.8653231752273286
2008-09-12,0.7886557886557888,0.8776112066846892
2008-09-15,0.7451437451437452,0.8090439911526175
2008-09-16,0.7707847707847708,0.8294421233718359
2008-09-17,0.7397047397047397,0.7542393708527895
2008-09-18,0.7420357420357422,0.8422216760874909
2008-09-19,0.7948717948717949,0.891373801916933
2008-09-22,0.7770007770007771,0.7940525927746376
2008-09-23,0.7599067599067599,0.8102727942983534
2008-09-24,0.7016317016317016,0.810764315556648
2008-09-25,0.7272727272727273,0.819120176947653
2008-09-26,0.7311577311577312,0.864585893339887
2008-09-29,0.6946386946386947,0.7793069550258049
2008-09-30,0.6643356643356644,0.8606537232735317
2008-10-01,0.68997668997669,0.8515605799950848
2008-10-02,0.6682206682206683,0.7915949864831655
2008-10-03,0.668997668997669,0.7608749078397641
2008-10-06,0.5804195804195804,0.8601622020152372
2008-10-07,0.5586635586635588,0.6266896043253871
2008-10-08,0.5454545454545454,0.5772917178667978
2008-10-09,0.5268065268065268,0.509953305480462
2008-10-10,0.5066045066045066,0.5286311132956502
2008-10-13,0.5081585081585082,0.5603342344556402
2008-10-14,0.508935508935509,0.5423937085278938
2008-10-15,0.5050505050505051,0.48586876382403543
2008-10-16,0.4801864801864802,0.5001228803145736
2008-10-17,0.45765345765345766,0.4890636520029491
2008-10-20,0.42812742812742816,0.5116736298844925
2008-10-21,0.4032634032634033,0.48242811501597443
2008-10-22,0.3706293706293706,0.4300811010076186
2008-10-23,0.34188034188034194,0.33226837060702874
2008-10-24,0.3146853146853147,0.3003194888178914
2008-10-27,0.30924630924630925,0.25804866060457116
2008-10-28,0.3053613053613054,0.3054804620299828
2008-10-29,0.32400932400932403,0.3035143769968051
2008-10-30,0.3387723387723388,0.3207176210371099
2008-10-31,0.3426573426573427,0.35954780044236917
2008-11-03,0.40792540792540793,0.3740476775620546
2008-11-04,0.38772338772338777,0.40476775620545585
2008-11-05,0.3783993783993784,0.37036126812484643
2008-11-06,0.3923853923853924,0.33177684934873436
2008-11-07,0.35819735819735826,0.34996313590562794
2008-11-10,0.3185703185703186,0.32735315802408455
2008-11-11,0.31701631701631705,0.346522487097567
2008-11-12,0.3084693084693085,0.32145490292455153
2008-11-13,0.31701631701631705,0.3750307200786434
2008-11-14,0.2991452991452992,0.29712460063897767
2008-11-17,0.28749028749028754,0.26271811255836813
2008-11-18,0.30924630924630925,0.249692799213566
2008-11-19,0.27972027972027974,0.21872695994101746
2008-11-20,0.250971250971251,0.1946424182845908
2008-11-21,0.2773892773892774,0.22118456623248955
2008-11-24,0.31080031080031084,0.2821332022609978
2008-11-25,0.3185703185703186,0.2720570164659622
2008-11-26,0.30380730380730386,0.291717866797739
2008-11-28,0.33022533022533024,0.2818874416318506
2008-12-01,0.28205128205128205,0.24231998033914967
2008-12-02,0.2867132867132867,0.26935364954534285
2008-12-03,0.2867132867132867,0.2931924305726223
2008-12-04,0.28360528360528364,0.2698451708036373
2008-12-05,0.2905982905982906,0.2848365691816171
2008-12-08,0.26651126651126655,0.29687884000983045
2008-12-09,0.26107226107226106,0.2725485377242566
2008-12-10,0.27583527583527584,0.31457360530842965
2008-12-11,0.2703962703962704,0.2494470385844188
2008-12-12,0.26495726495726496,0.2831162447775866
2008-12-15,0.24164724164724166,0.2732858196116982
2008-12-16,0.24164724164724166,0.33349717375276483
2008-12-17,0.2533022533022533,0.3462767264684198
2008-12-18,0.2556332556332557,0.3049889407716884
2008-12-19,0.2867132867132867,0.32833620054067336
2008-12-22,0.2727272727272727,0.32637011550749573
2008-12-23,0.23620823620823622,0.31604816908331285
2008-12-24,0.24864024864024867,0.27230277709510936
2008-12-26,0.2571872571872572,0.28115015974440893
2008-12-29,0.2470862470862471,0.26492995822069304
2008-12-30,0.2641802641802642,0.27721798967805356
2008-12-31,0.26029526029526034,0.2838535266650283
