"","X1","UTX","HUB_B","long_distance","Fx","Fy","MI_X","MI_Y"
"45",2009-03-09,0.683530482256597,0.6497506600176,NA,0.134199134199134,0.038961038961039,0.644190489590167,0.0521468895348483
"46",2009-03-10,0.742311191992721,0.681724845995893,NA,0.991341991341991,0.956709956709957,0.972965522417088,0.354452150804261
"47",2009-03-11,0.747224749772521,0.706365503080082,NA,0.653679653679654,0.917748917748918,0.204794299286337,0.960132921931731
"48",2009-03-12,0.760691537761601,0.734526254033441,NA,0.813852813852814,0.917748917748918,0.413006402585824,0.894498897959934
"49",2009-03-13,0.738307552320291,0.736872983279554,NA,0.116883116883117,0.567099567099567,0.0313554624931997,0.895810606643231
"50",2009-03-16,0.748316651501365,0.74508653564095,NA,0.761904761904762,0.714285714285714,0.695042161346436,0.537998845019886
"51",2009-03-17,0.759053685168335,0.757700205338809,NA,0.770562770562771,0.792207792207792,0.600345226464555,0.679504279419133
"52",2009-03-18,0.762147406733394,0.79730126136697,NA,0.606060606060606,0.956709956709957,0.125756385367189,0.988579610840505
"53",2009-03-19,0.747042766151046,0.777060721619243,NA,0.186147186147186,0.173160173160173,0.366181873991945,0.312676211620589
"54",2009-03-20,0.737579617834395,0.744206512173658,NA,0.285714285714286,0.0735930735930736,0.75454270788094,0.0452625489712177
"55",2009-03-23,0.791264786169245,0.780874156644177,NA,0.982683982683983,0.956709956709957,0.92126211978483,0.501837996776618
"56",2009-03-24,0.786351228389445,0.770313875036668,NA,0.41991341991342,0.298701298701299,0.604300466448147,0.266085008689879
"57",2009-03-25,0.7950864422202,0.784394250513347,NA,0.731601731601732,0.813852813852814,0.485526828854604,0.772219886206204
"58",2009-03-26,0.827479526842584,0.824581988853036,NA,0.956709956709957,0.956709956709957,0.741203195933536,0.741203195933536
"59",2009-03-27,0.809463148316651,0.81783514227046,NA,0.173160173160173,0.376623376623377,0.12352345492728,0.701584354006808
"60",2009-03-30,0.775250227479527,0.77471399237313,NA,0.0649350649350649,0.038961038961039,0.41281030519364,0.144942652105726
"61",2009-03-31,0.782165605095541,0.790847755940158,NA,0.683982683982684,0.83982683982684,0.3610337820879,0.857639273336277
"62",2009-04-01,0.798544131028207,0.821941918451159,NA,0.844155844155844,0.917748917748918,0.48118859068946,0.864562408568334
"63",2009-04-02,0.836032757051865,0.8404224112643,NA,0.961038961038961,0.83982683982684,0.960369085364048,0.30663277518116
"64",2009-04-03,0.830391264786169,0.841889117043121,NA,0.402597402597403,0.541125541125541,0.306317308703451,0.668039563446606
"65",2009-04-06,0.842766151046406,0.836022293927838,NA,0.774891774891775,0.398268398268398,0.914797373880483,0.136848583386413
"66",2009-04-07,0.821838034576888,0.815488413024347,NA,0.142857142857143,0.177489177489178,0.255095635854726,0.407753807166113
"67",2009-04-08,0.812010919017288,0.82135523613963,NA,0.303030303030303,0.649350649350649,0.125079399912544,0.859449604049498
"68",2009-04-09,0.860600545950864,0.855089469052508,NA,0.974025974025974,0.922077922077922,0.93775286927618,0.427249317987326
"69",2009-04-13,0.844222020018198,0.852156057494866,NA,0.194805194805195,0.445887445887446,0.114484659195589,0.754571111899375
"70",2009-04-14,0.828935395814377,0.837488999706659,NA,0.203463203463203,0.242424242424242,0.293336331638455,0.433616784573758
"71",2009-04-15,0.850955414012739,0.843649163977706,NA,0.883116883116883,0.658008658008658,0.926255439766529,0.259870409151014
"72",2009-04-16,0.86442220200182,0.862129656790848,NA,0.783549783549784,0.83982683982684,0.54035378851126,0.762087429707367
"73",2009-04-17,0.861146496815287,0.858316221765914,NA,0.454545454545455,0.437229437229437,0.497235491795233,0.44952634406081
"74",2009-04-20,0.833666969972703,0.835142270460545,NA,0.108225108225108,0.164502164502165,0.189247348386163,0.461587908906773
"75",2009-04-21,0.873339399454049,0.849809328248753,NA,0.961038961038961,0.805194805194805,0.970910717699141,0.257122765934914
"76",2009-04-22,0.853321201091902,0.857142857142857,NA,0.168831168831169,0.670995670995671,0.0422883884828933,0.9210218546386
"77",2009-04-23,0.874249317561419,0.89762393663831,NA,0.865800865800866,0.956709956709957,0.377327566553964,0.938251768801897
"78",2009-04-24,0.89845313921747,0.914051041361103,NA,0.891774891774892,0.813852813852814,0.838604144810305,0.486878126821351
"79",2009-04-27,0.88189262966333,0.93575828688765,NA,0.203463203463203,0.848484848484849,0.0362119122510167,0.973344703071522
"80",2009-04-28,0.872975432211101,0.931944851862716,NA,0.329004329004329,0.441558441558442,0.291782642731433,0.60131024183691
"81",2009-04-29,0.890081892629663,0.959225579348783,"UTX",0.835497835497836,0.887445887445887,0.550242812610087,0.79983418054746
"82",2009-04-30,0.888808007279345,0.97389263713699,"UTX",0.497835497835498,0.779220779220779,0.213724549413599,0.8840211664005
"83",2009-05-01,0.901182893539581,0.963332355529481,"UTX",0.766233766233766,0.346320346320346,0.922970522187877,0.108171095674432
"84",2009-05-04,0.931392174704277,0.997946611909651,"UTX",0.939393939393939,0.917748917748918,0.803742100495342,0.630394016991694
"85",2009-05-05,0.943221110100091,0.982106189498386,"UTX",0.757575757575758,0.277056277056277,0.933759854174486,0.0748071316503927
"86",2009-05-06,0.951592356687898,0.99647990613083,"UTX",0.683982683982684,0.766233766233766,0.476649289896779,0.737506754833638
"87",2009-05-07,0.941219290263876,1.00498679964799,"UTX",0.316017316017316,0.670995670995671,0.125874137012202,0.869972398910374
"88",2009-05-08,0.97452229299363,1.0507480199472,"UTX",0.948051948051948,0.948051948051948,0.735128052289138,0.735128052289138
"89",2009-05-11,0.955414012738853,1.00469345849223,"UTX",0.186147186147186,0.0735930735930736,0.613696697143083,0.0883581566891008
"90",2009-05-12,0.961601455868972,0.985039601056028,"UTX",0.649350649350649,0.220779220779221,0.894205617273703,0.070669104804876
"91",2009-05-13,0.921019108280255,0.936931651510707,"UTX",0.0649350649350649,0.051948051948052,0.333599966491486,0.210559939619094
"92",2009-05-14,0.937397634212921,0.957465532414198,"UTX",0.813852813852814,0.83982683982684,0.608406660302045,0.717631908251716
"93",2009-05-15,0.933212010919017,0.961572308594896,"UTX",0.445887445887446,0.58008658008658,0.330535777011135,0.68135751907955
"94",2009-05-18,0.964149226569609,0.984746259900264,"UTX",0.935064935064935,0.857142857142857,0.893448270941979,0.451090708711805
"95",2009-05-19,0.951774340309372,0.962452332062188,"UTX",0.285714285714286,0.194805194805195,0.531352017842309,0.225288859754019
"96",2009-05-20,0.941583257506824,0.955118803168085,"UTX",0.316017316017316,0.393939393939394,0.318667838853936,0.542250450817432
"97",2009-05-21,0.923748862602366,0.929304781460839,"UTX",0.194805194805195,0.164502164502165,0.402942936686835,0.278603658504089
"98",2009-05-22,0.92884440400364,0.922264593722499,NA,0.636363636363636,0.398268398268398,0.792045618273607,0.22170478047182
"99",2009-05-26,0.959781619654231,0.966852449398651,NA,0.935064935064935,0.956709956709957,0.616122779651984,0.833093194097797
"100",2009-05-27,0.936123748862602,0.957172191258434,NA,0.142857142857143,0.354978354978355,0.0977342475182055,0.716967373686893
"101",2009-05-28,0.953230209281165,0.966559108242886,NA,0.813852813852814,0.692640692640693,0.810213122703879,0.416993974071303
"102",2009-05-29,0.957415832575068,0.974185978292754,NA,0.61038961038961,0.658008658008658,0.497137077896952,0.633924589274628
"103",2009-06-01,1.00582347588717,1.02082722205925,NA,0.961038961038961,0.956709956709957,0.769837336450406,0.714449618647766
"104",2009-06-02,1.01146496815287,1.05133470225873,NA,0.636363636363636,0.891774891774892,0.226059188531639,0.941536111918834
"105",2009-06-03,0.995268425841674,1.03637430331475,NA,0.225108225108225,0.29004329004329,0.27572070212592,0.490099198774717
"106",2009-06-04,1.00327570518653,1.07098855969493,"UTX",0.666666666666667,0.909090909090909,0.229112606703408,0.949766645734583
"107",2009-06-05,1.02620564149227,1.07304194778527,"UTX",0.852813852813853,0.541125541125541,0.933286809084193,0.188144342224836
"108",2009-06-08,1.02802547770701,1.05368143150484,"UTX",0.571428571428571,0.233766233766234,0.836395015767994,0.100892473013172
"109",2009-06-09,1.01037306642402,1.04810794954532,"UTX",0.207792207792208,0.437229437229437,0.132651136649928,0.731642808826529
"110",2009-06-10,1.01000909918107,1.04840129070109,"UTX",0.519480519480519,0.519480519480519,0.509591771761007,0.509591771761007
"111",2009-06-11,1.01091901728844,1.04810794954532,"UTX",0.562770562770563,0.497835497835498,0.602686732873549,0.426639273163419
"112",2009-06-12,1.01619654231119,1.03080082135524,"UTX",0.627705627705628,0.25974025974026,0.86413924647104,0.101149789089484
"113",2009-06-15,0.995814376706096,1.01026694045175,"UTX",0.186147186147186,0.220779220779221,0.287511921876395,0.419095694652283
"114",2009-06-16,0.993266606005459,0.980052801408037,NA,0.471861471861472,0.142857142857143,0.825376239101061,0.0603492942347051
"115",2009-06-17,0.9950864422202,0.973599295981226,NA,0.571428571428571,0.406926406926407,0.705619181477804,0.28480935501498
"116",2009-06-18,0.999636032757052,0.973305954825462,NA,0.614718614718615,0.497835497835498,0.681906723263777,0.370475922620968
"117",2009-06-19,0.986351228389445,0.963332355529481,NA,0.272727272727273,0.350649350649351,0.292556873538442,0.527117993420723
"118",2009-06-22,0.956869881710646,0.94279847462599,NA,0.112554112554113,0.203463203463203,0.151982904488298,0.539382355197422
"119",2009-06-23,0.943403093721565,0.927838075682018,NA,0.255411255411255,0.277056277056277,0.348611214225657,0.419886908313857
"120",2009-06-24,0.924658780709736,0.941918451158697,NA,0.186147186147186,0.779220779220779,0.0372877127019371,0.955780576794014
"121",2009-06-25,0.946860782529572,0.957465532414198,NA,0.857142857142857,0.787878787878788,0.793657057868152,0.513231401635881
"122",2009-06-26,0.938125568698817,0.953358756233499,NA,0.337662337662338,0.437229437229437,0.309196199284062,0.584618158091009
"123",2009-06-29,0.954868061874431,0.967145790554415,NA,0.813852813852814,0.761904761904762,0.736142743134894,0.544788132311664
"124",2009-06-30,0.945586897179254,0.940451745379877,NA,0.329004329004329,0.155844155844156,0.664462753130715,0.127847823495554
"125",2009-07-01,0.951410373066424,0.969492519800528,NA,0.649350649350649,0.909090909090909,0.213633732125487,0.953781061962499
