"","X1","CWT","TMP","long_distance","Fx","Fy","MI_X","MI_Y"
"108",2009-06-08,0.788268643698212,0.899819168173599,"CWT",0.424242424242424,0.54978354978355,0.392334818374806,0.616085886940734
"109",2009-06-09,0.780636720453554,0.902350813743219,"CWT",0.311688311688312,0.545454545454545,0.262821822322531,0.668617525621592
"110",2009-06-10,0.775839511556912,0.881374321880651,"CWT",0.367965367965368,0.186147186147186,0.544157733125548,0.189084014061901
"111",2009-06-11,0.784997819450502,0.881555153707053,"CWT",0.688311688311688,0.519480519480519,0.736795685182297,0.42175465062464
"112",2009-06-12,0.793501962494549,0.884810126582279,"CWT",0.670995670995671,0.562770562770563,0.694586198684318,0.487350312305362
"113",2009-06-15,0.776929786306149,0.864556962025317,"CWT",0.19047619047619,0.186147186147186,0.298057407141779,0.287858556468009
"114",2009-06-16,0.77104230266027,0.865641952983725,"CWT",0.350649350649351,0.536796536796537,0.311482303538394,0.638463896387985
"115",2009-06-17,0.773222852158744,0.86871609403255,"CWT",0.519480519480519,0.562770562770563,0.502575376072171,0.58181664254901
"116",2009-06-18,0.782817269952028,0.876311030741411,"CWT",0.692640692640693,0.640692640692641,0.678208811755394,0.571862155382843
"117",2009-06-19,0.769515918011339,0.886075949367089,"CWT",0.225108225108225,0.67965367965368,0.128184545276583,0.838720074192541
"118",2009-06-22,0.779110335804623,0.858951175406872,"CWT",0.692640692640693,0.116883116883117,0.890663313723855,0.0485555571448208
"119",2009-06-23,0.77518534670737,0.847197106690778,"CWT",0.376623376623377,0.324675324675325,0.456981942458646,0.360428506181769
"120",2009-06-24,0.77104230266027,0.843580470162749,"CWT",0.372294372294372,0.432900432900433,0.390530950264197,0.500295700981929
"121",2009-06-25,0.773658962058439,0.876491862567812,"CWT",0.523809523809524,0.865800865800866,0.267849717874461,0.92456015356496
"122",2009-06-26,0.792411687745312,0.891500904159132,"CWT",0.835497835497836,0.744588744588745,0.810662064128617,0.56723677316684
"123",2009-06-29,0.803096380287832,0.873417721518987,"CWT",0.701298701298701,0.220779220779221,0.857417726898643,0.118381680705487
"124",2009-06-30,0.80331443523768,0.867088607594937,"CWT",0.463203463203463,0.402597402597403,0.521216995170205,0.412234433519171
"125",2009-07-01,0.820322721325774,0.867088607594937,"CWT",0.80952380952381,0.515151515151515,0.873412727094751,0.318087813549733
