"","X1","HNT","CVO","long_distance","Fx","Fy","MI_X","MI_Y"
"71",2009-04-15,1.31583552055993,0.682008368200837,"CVO",0.376623376623377,0.835497835497836,0.226816720395696,0.901963015973737
"72",2009-04-16,1.2405949256343,0.711297071129707,"CVO",0.0692640692640693,0.83982683982684,0.0306727032613491,0.917820264153612
"73",2009-04-17,1.21522309711286,0.864016736401674,"CVO",0.251082251082251,0.991341991341991,0.139652434413847,0.997561568123021
"74",2009-04-20,1.1758530183727,0.813807531380753,"CVO",0.164502164502165,0.134199134199134,0.279705689371418,0.202738939770946
"75",2009-04-21,1.16010498687664,0.841004184100418,"CVO",0.341991341991342,0.796536796536797,0.210339871999417,0.875331114800957
"76",2009-04-22,1.19860017497813,0.941422594142259,"CVO",0.874458874458874,0.974025974025974,0.570653897633799,0.962984734722322
"77",2009-04-23,1.17147856517935,0.857740585774058,"CVO",0.233766233766234,0.0649350649350649,0.48038073935887,0.065365810264421
"78",2009-04-24,1.16447944006999,0.922594142259414,"CVO",0.480519480519481,0.926406926406926,0.26589324296817,0.961230158520716
"79",2009-04-27,1.21084864391951,0.922594142259414,"CVO",0.904761904761905,0.584415584415584,0.93459295385486,0.364968233228872
"80",2009-04-28,1.23534558180227,0.985355648535565,"CVO",0.813852813852814,0.9004329004329,0.64340818679563,0.866858926534876
"81",2009-04-29,1.2580927384077,1.01882845188285,"CVO",0.796536796536797,0.800865800865801,0.717486850737115,0.726972811463363
"82",2009-04-30,1.26334208223972,0.98744769874477,"CVO",0.627705627705628,0.294372294372294,0.734639792263426,0.212781816911682
"83",2009-05-01,1.23622047244094,0.951882845188284,"CVO",0.242424242424242,0.251082251082251,0.302117620357406,0.31952665777156
"84",2009-05-04,1.2668416447944,1,"CVO",0.831168831168831,0.861471861471861,0.717802319722189,0.793598901007058
"85",2009-05-05,1.44794400699913,1.03347280334728,"CVO",0.995670995670996,0.796536796536797,0.99786172507887,0.338468610281635
"86",2009-05-06,1.41469816272966,1.04811715481172,"CVO",0.225108225108225,0.696969696969697,0.136207189764806,0.815815327992965
"87",2009-05-07,1.48556430446194,1.03347280334728,"CVO",0.939393939393939,0.41991341991342,0.972165007182939,0.2200777153924
"88",2009-05-08,1.51268591426072,1.04811715481172,"CVO",0.796536796536797,0.696969696969697,0.778831923913412,0.582828391043697
"89",2009-05-11,1.48906386701662,1.03347280334728,"CVO",0.307359307359307,0.41991341991342,0.299739335802599,0.497987720725555
"90",2009-05-12,1.44619422572179,1.00627615062761,"CVO",0.181818181818182,0.32034632034632,0.185691540249293,0.456406659774337
"91",2009-05-13,1.45319335083115,0.920502092050209,"CVO",0.632034632034632,0.0649350649350649,0.808740941950458,0.0289728717560059
"92",2009-05-14,1.47419072615923,0.97489539748954,"CVO",0.744588744588745,0.887445887445887,0.560663708360946,0.878853336258021
"93",2009-05-15,1.42432195975503,0.941422594142259,"CVO",0.16017316017316,0.255411255411255,0.185943821561141,0.389368391716083
"94",2009-05-18,1.41557305336833,1.00418410041841,"CVO",0.467532467532468,0.9004329004329,0.271036165829216,0.943223232601453
"95",2009-05-19,1.38320209973753,1.01882845188285,"CVO",0.229437229437229,0.701298701298701,0.138988223807299,0.81833404566484
"96",2009-05-20,1.36920384951881,0.98744769874477,"CVO",0.38961038961039,0.294372294372294,0.467894219237696,0.297126335114285
"97",2009-05-21,1.35608048993876,0.9581589958159,"CVO",0.402597402597403,0.303030303030303,0.479081284255794,0.302037747220094
"98",2009-05-22,1.33858267716535,0.935146443514644,"CVO",0.354978354978355,0.337662337662338,0.399891076323632,0.36867087410117
"99",2009-05-26,1.32108486439195,1.0418410041841,"CVO",0.354978354978355,0.965367965367965,0.177010575513931,0.987066584656507
"100",2009-05-27,1.32895888013998,0.997907949790795,"CVO",0.636363636363636,0.203463203463203,0.771774113549484,0.127992895916481
"101",2009-05-28,1.32633420822397,1.01046025104602,"CVO",0.536796536796537,0.692640692640693,0.449846969660121,0.718247447765541
"102",2009-05-29,1.31058617672791,1.03138075313808,"CVO",0.376623376623377,0.735930735930736,0.259234772724803,0.815292661980478
"103",2009-06-01,1.34295713035871,1.09832635983264,"CVO",0.831168831168831,0.896103896103896,0.677087873532664,0.849798069500441
"104",2009-06-02,1.33595800524934,1.01882845188285,"CVO",0.502164502164502,0.0952380952380952,0.708119379678371,0.056023497835432
"105",2009-06-03,1.31496062992126,1.02301255230126,"CVO",0.307359307359307,0.61038961038961,0.230776641878369,0.712710291316325
"106",2009-06-04,1.31233595800525,1.04393305439331,"CVO",0.536796536796537,0.731601731601732,0.429063836332307,0.763735795750905
"107",2009-06-05,1.32983377077865,1.01673640167364,"CVO",0.735930735930736,0.32034632034632,0.82801121321424,0.208028376411858
"108",2009-06-08,1.27209098862642,1.02510460251046,"CVO",0.112554112554113,0.649350649350649,0.0579319008987274,0.806932509083345
"109",2009-06-09,1.22922134733158,1.02928870292887,"CVO",0.16017316017316,0.61038961038961,0.0961578244375041,0.764290328664027
"110",2009-06-10,1.22834645669291,1.01464435146443,"CVO",0.54978354978355,0.415584415584416,0.600405112447043,0.373886312261527
"111",2009-06-11,1.20647419072616,1.02928870292887,"CVO",0.272727272727273,0.701298701298701,0.174900442427667,0.808589982818815
"112",2009-06-12,1.17322834645669,1.05230125523013,"CVO",0.194805194805195,0.748917748917749,0.106948029999693,0.860098538572463
"113",2009-06-15,1.1321084864392,1.00836820083682,"CVO",0.155844155844156,0.207792207792208,0.206227460274631,0.325226392293871
"114",2009-06-16,1.15223097112861,0.985355648535565,"CVO",0.792207792207792,0.346320346320346,0.871125969659992,0.215067051212086
"115",2009-06-17,1.16097987751531,0.97071129707113,"CVO",0.653679653679654,0.415584415584416,0.719384494159081,0.329931222392261
"116",2009-06-18,1.30533683289589,0.941422594142259,"CVO",0.995670995670996,0.298701298701299,0.999002529585843,0.159643940645026
"117",2009-06-19,1.34558180227472,0.924686192468619,"CVO",0.861471861471861,0.38961038961039,0.920657168074988,0.228434928274908
"118",2009-06-22,1.26334208223972,0.847280334728033,"CVO",0.0606060606060606,0.0692640692640693,0.159144242270954,0.196429285289924
"119",2009-06-23,1.25196850393701,0.826359832635983,"CVO",0.411255411255411,0.329004329004329,0.475447931133843,0.330310775141436
"120",2009-06-24,1.28171478565179,0.861924686192469,"CVO",0.826839826839827,0.83982683982684,0.731556913191544,0.762726598246863
"121",2009-06-25,1.34733158355206,0.899581589958159,"CVO",0.939393939393939,0.83982683982684,0.916591561083971,0.617627325539389
"122",2009-06-26,1.36832895888014,0.897489539748954,"CVO",0.757575757575758,0.536796536796537,0.793219410436637,0.414804610326262
"123",2009-06-29,1.36132983377078,0.857740585774058,"CVO",0.502164502164502,0.199134199134199,0.650087364102043,0.149905407352942
"124",2009-06-30,1.36045494313211,0.884937238493724,"CVO",0.554112554112554,0.787878787878788,0.416587032796576,0.821574534255908
"125",2009-07-01,1.37445319335083,0.882845188284519,"CVO",0.701298701298701,0.536796536796537,0.728470659532077,0.445284954791479
