"","X1","BDC","ARCC","long_distance","Fx","Fy","MI_X","MI_Y"
"93",2009-05-15,0.809905660377359,1.00147275405007,"BDC",0.606060606060606,0.0822510822510823,0.927203868119006,0.0159275300060607
"94",2009-05-18,0.856603773584906,1.07952871870398,"BDC",0.9004329004329,0.935064935064935,0.58121792078058,0.826815328792585
"95",2009-05-19,0.817924528301887,1.06921944035346,"BDC",0.155844155844156,0.454545454545455,0.0747702947072303,0.803878448421193
"96",2009-05-20,0.807547169811321,1.07952871870398,"BDC",0.380952380952381,0.658008658008658,0.187159330990121,0.826945298091055
"97",2009-05-21,0.791509433962264,1.07363770250368,"BDC",0.316017316017316,0.497835497835498,0.225343645381319,0.696364996314773
"98",2009-05-22,0.825943396226415,1.0839469808542,"BDC",0.857142857142857,0.649350649350649,0.899831357150616,0.284928137377528
"99",2009-05-26,0.889622641509434,1.1340206185567,"BDC",0.948051948051948,0.878787878787879,0.903276792713366,0.450811481298785
"100",2009-05-27,0.838207547169811,1.09425625920471,"BDC",0.103896103896104,0.155844155844156,0.192524772060706,0.453633413886561
"101",2009-05-28,0.837264150943396,1.11045655375552,"BDC",0.532467532467532,0.744588744588745,0.280303275417025,0.829224480912005
"102",2009-05-29,0.864150943396226,1.12665684830633,"BDC",0.770562770562771,0.744588744588745,0.670771105501182,0.58081831541284
"103",2009-06-01,0.926415094339623,1.16936671575847,"BDC",0.943722943722944,0.865800865800866,0.905394709640589,0.435451463499423
"104",2009-06-02,0.962735849056604,1.16789396170839,"BDC",0.822510822510823,0.536796536796537,0.90921026042614,0.208741719682978
"105",2009-06-03,0.929245283018868,1.15905743740795,"BDC",0.19047619047619,0.476190476190476,0.0978627818400118,0.791196120500244
"106",2009-06-04,0.966509433962264,1.20324005891016,"BDC",0.831168831168831,0.865800865800866,0.591712877155609,0.750341359422124
"107",2009-06-05,0.956603773584906,1.2179675994109,"BDC",0.411255411255411,0.701298701298701,0.187808124275462,0.851711157600001
"108",2009-06-08,0.918867924528302,1.20618556701031,"BDC",0.177489177489178,0.454545454545455,0.0938978365173553,0.783327606170241
"109",2009-06-09,0.920754716981132,1.22238586156112,"BDC",0.58008658008658,0.727272727272727,0.362489283037401,0.771821758502728
"110",2009-06-10,0.915094339622642,1.22385861561119,"BDC",0.480519480519481,0.567099567099567,0.394417463258893,0.627912232792456
"111",2009-06-11,0.914150943396226,1.13696612665685,"BDC",0.536796536796537,0.0692640692640693,0.91110643178818,0.0147625329216507
"112",2009-06-12,0.915094339622642,1.15463917525773,"BDC",0.571428571428571,0.753246753246753,0.319844931239597,0.814283779750957
"113",2009-06-15,0.859433962264151,1.14727540500736,"BDC",0.0865800865800866,0.484848484848485,0.0247968906563812,0.880098961992921
"114",2009-06-16,0.820283018867925,1.08247422680412,"BDC",0.151515151515152,0.0779220779220779,0.524746508844007,0.131104052651219
"115",2009-06-17,0.827358490566038,1.14285714285714,"BDC",0.636363636363636,0.891774891774892,0.222375498156162,0.941301806885931
"116",2009-06-18,0.823584905660377,1.18556701030928,"BDC",0.480519480519481,0.865800865800866,0.133948961488712,0.954550760010118
"117",2009-06-19,0.831603773584906,1.21649484536082,"BDC",0.645021645021645,0.800865800865801,0.360436907690796,0.827331917114305
"118",2009-06-22,0.792452830188679,1.1620029455081,"BDC",0.147186147186147,0.125541125541126,0.372559321031759,0.265578361540997
"119",2009-06-23,0.785849056603774,1.11340206185567,"BDC",0.437229437229437,0.125541125541126,0.818919496476379,0.0551255624858222
"120",2009-06-24,0.783490566037736,1.12076583210604,"BDC",0.497835497835498,0.614718614718615,0.369352553644512,0.68207409339728
"121",2009-06-25,0.800471698113208,1.15758468335788,"BDC",0.714285714285714,0.83982683982684,0.406012593904318,0.83381722333664
"122",2009-06-26,0.82311320754717,1.15611192930781,"BDC",0.753246753246753,0.536796536796537,0.836864093514926,0.276577535848044
"123",2009-06-29,0.804716981132075,1.18556701030928,"BDC",0.29004329004329,0.796536796536797,0.0693008233249208,0.949953857654026
"124",2009-06-30,0.787735849056604,1.18703976435935,"BDC",0.298701298701299,0.567099567099567,0.159840737021802,0.791172192300022
"125",2009-07-01,0.813207547169811,1.19293078055965,"BDC",0.770562770562771,0.601731601731602,0.81604285365049,0.339762114267387
