"","X1","FELE","SIVB","long_distance","Fx","Fy","MI_X","MI_Y"
"88",2009-05-08,0.913918778202013,1.13685847589425,"FELE",0.917748917748918,0.987012987012987,0.375874974062833,0.977870402142907
"89",2009-05-11,0.878514404720583,1.11275272161742,"FELE",0.0865800865800866,0.233766233766234,0.0894870447673388,0.591102808774088
"90",2009-05-12,0.84380423464075,1.08242612752722,"FELE",0.0865800865800866,0.168831168831169,0.133083228337675,0.474100917779484
"91",2009-05-13,0.804581742450538,1.02293934681182,"FELE",0.0649350649350649,0.0735930735930736,0.218588048275494,0.276593271832752
"92",2009-05-14,0.807011454356126,1.04121306376361,"FELE",0.584415584415584,0.761904761904762,0.374638321605462,0.801195855569703
"93",2009-05-15,0.828531759805623,0.985225505443235,"FELE",0.826839826839827,0.0822510822510823,0.960108352718573,0.0172880350025864
"94",2009-05-18,0.84172162443596,1.03188180404355,"FELE",0.744588744588745,0.913419913419913,0.377391634893175,0.920218540836741
"95",2009-05-19,0.816036098576883,0.988335925349922,"FELE",0.155844155844156,0.0995670995670996,0.412610993368232,0.175281167325644
"96",2009-05-20,0.793474488024991,0.980171073094868,"FELE",0.177489177489178,0.402597402597403,0.131188663835375,0.67312367256973
"97",2009-05-21,0.814300590072891,1.00816485225505,"FELE",0.826839826839827,0.826839826839827,0.687220910863671,0.687220910863671
"98",2009-05-22,0.792086081221798,1.0054432348367,"FELE",0.186147186147186,0.519480519480519,0.0988287831358646,0.781380213581111
"99",2009-05-26,0.833738285317598,1.06570762052877,"FELE",0.939393939393939,0.930735930735931,0.785877151729095,0.724860473141193
"100",2009-05-27,0.81464769177369,1.0443234836703,"FELE",0.225108225108225,0.246753246753247,0.318007304763391,0.382045987973073
"101",2009-05-28,0.81048247136411,1.03421461897356,"FELE",0.445887445887446,0.380952380952381,0.528810190445431,0.374415850342947
"102",2009-05-29,0.825407844498438,1.04860031104199,"FELE",0.770562770562771,0.727272727272727,0.702150702029087,0.578425473642393
"103",2009-06-01,0.874349184311003,1.08125972006221,"FELE",0.948051948051948,0.844155844155844,0.928722091517234,0.445115238031433
"104",2009-06-02,0.896216591461298,1.08087091757387,"FELE",0.818181818181818,0.58008658008658,0.871276657965086,0.311830284908912
"105",2009-06-03,0.884415133634155,1.08825816485226,"FELE",0.316017316017316,0.662337662337662,0.159952010481958,0.830945181559974
"106",2009-06-04,0.926414439430753,1.1201399688958,"FELE",0.926406926406926,0.826839826839827,0.897093672916573,0.481156314439625
"107",2009-06-05,0.921902117320375,1.13413685847589,"FELE",0.45021645021645,0.722943722943723,0.252874633587968,0.826934034752717
