,VIAB,FOXA
2008-08-06,0.7286938981341402,0.717671303451829
2008-08-07,0.7183560262228946,0.6944873776403916
2008-08-08,0.7453353504790722,0.7130345182895415
2008-08-11,0.7506303580433686,0.704791344667697
2008-08-12,0.7309631870902673,0.6929417825862957
2008-08-13,0.7355017650025215,0.7042761463163317
2008-08-14,0.7344931921331317,0.717671303451829
2008-08-15,0.7395360564800807,0.7166409067490984
2008-08-18,0.7372667675239536,0.7058217413704275
2008-08-19,0.7319717599596571,0.6929417825862957
2008-08-20,0.7276853252647504,0.6903657908294694
2008-08-21,0.7216338880484116,0.6939721792890263
2008-08-22,0.7443267776096824,0.7135497166409067
2008-08-25,0.7322239031770046,0.7053065430190623
2008-08-26,0.7271810388300556,0.7042761463163317
2008-08-27,0.7254160363086234,0.7063369397217929
2008-08-28,0.7516389309127585,0.7305512622359608
2008-08-29,0.7433182047402925,0.7295208655332303
2008-09-02,0.7614725163893091,0.7295208655332303
2008-09-03,0.7342410489157842,0.7295208655332303
2008-09-04,0.706253151790217,0.7032457496136012
2008-09-05,0.708018154311649,0.6903657908294694
2008-09-08,0.7347453353504791,0.7217928902627512
2008-09-09,0.6916288451840646,0.708397733127254
2008-09-10,0.6817952597075139,0.7109737248840804
2008-09-11,0.6825516893595563,0.7264296754250387
2008-09-12,0.6817952597075139,0.7279752704791345
2008-09-15,0.6694402420574888,0.6991241628026791
2008-09-16,0.6480080685829551,0.6846986089644512
2008-09-17,0.6162380231971761,0.6419371458011335
2008-09-18,0.6520423600605144,0.6718186501803194
2008-09-19,0.6754916792738276,0.7073673364245234
2008-09-22,0.6454866364094807,0.6661514683153014
2008-09-23,0.6447302067574383,0.6625450798557444
2008-09-24,0.624558749369642,0.6481195260175168
2008-09-25,0.6447302067574383,0.6749098402885111
2008-09-26,0.6412002017145739,0.6707882534775889
2008-09-29,0.5910237014624308,0.6063884595569294
2008-09-30,0.6263237518910741,0.6177228232869655
2008-10-01,0.6306101865859809,0.6141164348274085
2008-10-02,0.6079172970247101,0.5775373518804741
2008-10-03,0.5887544125063037,0.5610510046367851
2008-10-06,0.5897629853756935,0.5497166409067491
2008-10-07,0.5584972264246092,0.5167439464193714
2008-10-08,0.5370650529500757,0.5136527563111798
2008-10-09,0.5063035804336863,0.4641937145801133
2008-10-10,0.41603630862329805,0.4291602266872746
2008-10-13,0.524457892082703,0.5182895414734673
2008-10-14,0.5151285930408472,0.5079855744461618
2008-10-15,0.46949067070095823,0.4404945904173107
2008-10-16,0.46646495209278876,0.48119526017516745
2008-10-17,0.4591527987897126,0.4678001030396703
2008-10-20,0.476046394351992,0.4981968057702215
2008-10-21,0.48209783156833086,0.4744976816074189
2008-10-22,0.45612708018154313,0.4358578052550232
2008-10-23,0.4669692385274836,0.46367851622874806
2008-10-24,0.48436712052445796,0.4363730036063885
2008-10-27,0.4450327786182552,0.40185471406491496
2008-10-28,0.45310136157337366,0.4775888717156105
2008-10-29,0.44553706505295015,0.46264811952601753
2008-10-30,0.5214321734745335,0.5280783101494075
2008-10-31,0.5098335854765507,0.5481710458526533
2008-11-03,0.5040342914775593,0.5538382277176713
2008-11-04,0.5511850731215331,0.5605358062854199
2008-11-05,0.500504286434695,0.5043791859866048
2008-11-06,0.46797781139687344,0.42555383822771764
2008-11-07,0.46495209278870403,0.437403400309119
2008-11-10,0.4757942511346445,0.42143225141679547
2008-11-11,0.435451336359052,0.4003091190108191
2008-11-12,0.38174483106404444,0.3683668212261721
2008-11-13,0.4099848714069592,0.3884595569294178
2008-11-14,0.4230963187090268,0.3827923750643998
2008-11-17,0.39611699445284926,0.35188047398248323
2008-11-18,0.380988401412002,0.3451828954147347
2008-11-19,0.3406454866364095,0.3183925811437403
2008-11-20,0.30156328794755427,0.28181349819680573
2008-11-21,0.3345940494200706,0.3189077794951056
2008-11-24,0.35980837115481595,0.3534260690365791
2008-11-25,0.3522440746343924,0.35033487892838744
2008-11-26,0.378719112455875,0.381246780010304
2008-11-28,0.4014120020171458,0.4070066975785678
2008-12-01,0.3605648008068583,0.36269963936115407
2008-12-02,0.3719112455874937,0.39155074703760945
2008-12-03,0.3656076651538074,0.4100978876867594
2008-12-04,0.3688855269793243,0.4039155074703761
2008-12-05,0.37493696419566314,0.42555383822771764
2008-12-08,0.39510842158345943,0.4482225656877898
2008-12-09,0.4049420070600101,0.42658423493044817
2008-12-10,0.40519415027735756,0.43843379701184954
2008-12-11,0.40569843671205247,0.41576506955177744
2008-12-12,0.4150277357539083,0.4106130860381247
2008-12-15,0.4132627332324761,0.40082431736218443
2008-12-16,0.4351991931417046,0.43431221020092736
2008-12-17,0.43872919818456885,0.4353426069036579
2008-12-18,0.4324256177508825,0.4276146316331788
2008-12-19,0.4558749369641957,0.446676970633694
2008-12-22,0.43091275844679783,0.43019062339000513
2008-12-23,0.4357034795763995,0.42040185471406494
2008-12-24,0.43721633888048417,0.4291602266872746
2008-12-26,0.4442763489662129,0.43843379701184954
2008-12-29,0.4425113464447807,0.45079855744461617
2008-12-30,0.4591527987897126,0.45543534260690366
2008-12-31,0.4805849722642461,0.46831530139103555
