,SIRI,KEM
2008-08-06,0.4380797002930602,0.2824858757062147
2008-08-07,0.42297350373123055,0.2937853107344633
2008-08-08,0.39880358923230314,0.3145009416195857
2008-08-11,0.4441221789177921,0.33333333333333337
2008-08-12,0.4139097857941328,0.34086629001883245
2008-08-13,0.41693102510649865,0.3483992467043315
2008-08-14,0.43203722166832836,0.3483992467043315
2008-08-15,0.45016465754252394,0.3370998116760829
2008-08-18,0.42297350373123055,0.3427495291902072
2008-08-19,0.4441221789177921,0.3314500941619586
2008-08-20,0.4290159823559624,0.3107344632768362
2008-08-21,0.41995226441886463,0.3126177024482109
2008-08-22,0.41995226441886463,0.33333333333333337
2008-08-25,0.40182482854466905,0.3126177024482109
2008-08-26,0.3957823499199372,0.3182674199623352
2008-08-27,0.40182482854466905,0.3069679849340866
2008-08-28,0.41088854648176687,0.3069679849340866
2008-08-29,0.40182482854466905,0.3050847457627119
2008-09-02,0.40182482854466905,0.2824858757062147
2008-09-03,0.3957823499199372,0.2617702448210923
2008-09-04,0.3806761533581075,0.25612052730696805
2008-09-05,0.39276111060757124,0.2617702448210923
2008-09-08,0.3806761533581075,0.23352165725047083
2008-09-09,0.3444212816097163,0.22787193973634653
2008-09-10,0.2960814526118614,0.22033898305084745
2008-09-11,0.27795401673766584,0.20715630885122413
2008-09-12,0.2870177346747636,0.20527306967984937
2008-09-15,0.2568053415511043,0.2354048964218456
2008-09-16,0.2658992718813257,0.23352165725047083
2008-09-17,0.2839964953623976,0.21468926553672316
2008-09-18,0.286715610743527,0.24293785310734467
2008-09-19,0.30212393123659326,0.26930320150659137
2008-09-22,0.26889029880056803,0.2824858757062147
2008-09-23,0.2568053415511043,0.25612052730696805
2008-09-24,0.25976615607722287,0.24293785310734467
2008-09-25,0.26127677573340585,0.22598870056497175
2008-09-26,0.22961418773981088,0.21468926553672316
2008-09-29,0.18731683736668783,0.1977401129943503
2008-09-30,0.17221064080485815,0.25612052730696805
2008-10-01,0.19635034291066197,0.2354048964218456
2008-10-02,0.18127435874195597,0.224105461393597
2008-10-03,0.17523188011722407,0.2184557438794727
2008-10-06,0.1512432399770386,0.20338983050847462
2008-10-07,0.14532161092480136,0.19020715630885124
2008-10-08,0.13897700836883292,0.1807909604519774
2008-10-09,0.12084957249463732,0.15254237288135594
2008-10-10,0.1299132904317351,0.160075329566855
2008-10-13,0.15408320493066258,0.1864406779661017
2008-10-14,0.14501948699356476,0.17890772128060264
2008-10-15,0.12689205111936916,0.15254237288135594
2008-10-16,0.11782833318227137,0.1318267419962335
2008-10-17,0.11390072207619566,0.12617702448210924
2008-10-20,0.116619837457325,0.15065913370998119
2008-10-21,0.10876461524517357,0.14124293785310735
2008-10-22,0.09510861355327957,0.12052730696798494
2008-10-23,0.07553098280914831,0.10169491525423731
2008-10-24,0.08812955074171426,0.0903954802259887
2008-10-27,0.11480709386990544,0.08662900188323919
2008-10-28,0.10876461524517357,0.07909604519774012
2008-10-29,0.11480709386990544,0.09981167608286254
2008-10-30,0.10574337593280764,0.10922787193973635
2008-10-31,0.10211788875796851,0.11111111111111112
2008-11-03,0.09365841868334392,0.11111111111111112
2008-11-04,0.09516903833952688,0.11111111111111112
2008-11-05,0.07858243451463791,0.10546139359698684
2008-11-06,0.07855222212151425,0.08662900188323919
2008-11-07,0.07855222212151425,0.096045197740113
2008-11-10,0.08157346143388018,0.096045197740113
2008-11-11,0.07553098280914831,0.08286252354048965
2008-11-12,0.07553098280914831,0.08097928436911488
2008-11-13,0.08157346143388018,0.07344632768361582
2008-11-14,0.07945859391522403,0.07721280602636535
2008-11-17,0.06948850418441646,0.0696798493408663
2008-11-18,0.06042478624731866,0.08286252354048965
2008-11-19,0.04894407686032811,0.0696798493408663
2008-11-20,0.04229735037312306,0.05838041431261771
2008-11-21,0.04229735037312306,0.06591337099811675
2008-11-24,0.048339828997854925,0.07156308851224107
2008-11-25,0.044110093960542614,0.05838041431261771
2008-11-26,0.05287168796640382,0.06779661016949153
2008-11-28,0.061331158041028434,0.07909604519774012
2008-12-01,0.05142149309646817,0.05838041431261771
2008-12-02,0.05408018369135019,0.06214689265536724
2008-12-03,0.05220701531768332,0.05649717514124294
2008-12-04,0.048641952929091514,0.05273069679849342
2008-12-05,0.04592283754796218,0.06591337099811675
2008-12-08,0.045771775582343875,0.06403013182674201
2008-12-09,0.04562071361672558,0.05649717514124294
2008-12-10,0.04688963412791928,0.06214689265536724
2008-12-11,0.044563279857397504,0.048964218455743884
2008-12-12,0.04326414695308015,0.05649717514124294
2008-12-15,0.04265989909060697,0.05273069679849342
2008-12-16,0.04531858968548899,0.06026365348399247
2008-12-17,0.039276111060757124,0.05273069679849342
2008-12-18,0.04078673071694009,0.05273069679849342
2008-12-19,0.03504637602344482,0.048964218455743884
2008-12-22,0.03628508414151485,0.054613935969868174
2008-12-23,0.03625487174839119,0.048964218455743884
2008-12-24,0.0354995619202997,0.04708097928436912
2008-12-26,0.03833952687392369,0.048964218455743884
2008-12-29,0.038520801232665644,0.04708097928436912
2008-12-30,0.036405933714009485,0.048964218455743884
2008-12-31,0.03625487174839119,0.050847457627118654
