,AGII,GAS
2008-08-05,0.8444981862152358,0.8699947997919917
2008-08-06,0.8665054413542925,0.8679147165886636
2008-08-07,0.8718258766626359,0.858554342173687
2008-08-08,0.8805320435308343,0.8616744669786791
2008-08-11,0.8897218863361547,0.8736349453978159
2008-08-12,0.9015719467956469,0.8608944357774311
2008-08-13,0.9088270858524787,0.8546541861674466
2008-08-14,0.9262394195888753,0.8421736869474779
2008-08-15,0.9223700120918984,0.8432137285491419
2008-08-18,0.9083434099153568,0.8525741029641185
2008-08-19,0.8991535671100362,0.8580343213728548
2008-08-20,0.8819830713422007,0.8572542901716068
2008-08-21,0.8747279322853688,0.8530941237649506
2008-08-22,0.9008464328899637,0.8533541341653667
2008-08-25,0.8848851269649336,0.8458138325533021
2008-08-26,0.8817412333736396,0.8525741029641185
2008-08-27,0.8928657799274486,0.8655746229849194
2008-08-28,0.9006045949214027,0.8673946957878315
2008-08-29,0.90906892382104,0.859594383775351
2008-09-02,0.9076178960096735,0.8640145605824232
2008-09-03,0.9122128174123337,0.8541341653666147
2008-09-04,0.9146311970979444,0.8421736869474779
2008-09-05,0.9003627569528415,0.8304732189287571
2008-09-08,0.9240628778718258,0.8481539261570462
2008-09-09,0.9049576783555018,0.8361934477379094
2008-09-10,0.8848851269649336,0.8413936557462298
2008-09-11,0.8853688029020556,0.8525741029641185
2008-09-12,0.8698911729141474,0.8603744149765992
2008-09-15,0.8319226118500604,0.8325533021320853
2008-09-16,0.9066505441354292,0.8291731669266771
2008-09-17,0.8621523579201934,0.8166926677067082
2008-09-18,0.9729141475211607,0.8653146125845034
2008-09-19,1.0021765417170494,0.8783151326053042
2008-09-22,0.9523579201934704,0.8497139885595424
2008-09-23,0.9388149939540508,0.8499739989599583
2008-09-24,0.9030229746070133,0.8424336973478939
2008-09-25,0.9155985489721886,0.8460738429537181
2008-09-26,0.9008464328899637,0.8398335933437336
2008-09-29,0.7903264812575574,0.8031721268850754
2008-09-30,0.8911729141475212,0.8159126365054602
2008-10-01,0.9022974607013301,0.8273530941237649
2008-10-02,0.8515114873035067,0.8172126885075403
2008-10-03,0.8626360338573156,0.8138325533021321
2008-10-06,0.8621523579201934,0.7802912116484659
2008-10-07,0.7806529625151148,0.7802912116484659
2008-10-08,0.7114873035066506,0.7574102964118564
2008-10-09,0.652962515114873,0.6827873114924597
2008-10-10,0.6614268440145102,0.6830473218928756
2008-10-13,0.7158403869407497,0.7415496619864794
2008-10-14,0.7139056831922611,0.7272490899635985
2008-10-15,0.664087061668682,0.6760270410816432
2008-10-16,0.6962515114873035,0.7316692667706708
2008-10-17,0.6711003627569528,0.7085283411336454
2008-10-20,0.6810157194679565,0.765210608424337
2008-10-21,0.6817412333736397,0.732969318772751
2008-10-22,0.6773881499395406,0.7269890795631825
2008-10-23,0.6703748488512696,0.732969318772751
2008-10-24,0.6795646916565901,0.7134685387415497
2008-10-27,0.6667472793228537,0.6664066562662506
2008-10-28,0.720677146311971,0.7137285491419656
2008-10-29,0.7032648125755743,0.7293291731669267
2008-10-30,0.7443772672309552,0.765730629225169
2008-10-31,0.7714631197097944,0.7904316172646906
2008-11-03,0.7787182587666264,0.7927717108684347
2008-11-04,0.7799274486094316,0.7945917836713468
2008-11-05,0.7762998790810157,0.7756110244409776
2008-11-06,0.7755743651753325,0.7407696307852314
2008-11-07,0.7949214026602176,0.7561102444097764
2008-11-10,0.7748488512696493,0.7579303172126884
2008-11-11,0.7731559854897219,0.7529901196047842
2008-11-12,0.7216444981862152,0.7332293291731669
2008-11-13,0.8089480048367594,0.7888715548621945
2008-11-14,0.7255139056831922,0.7449297971918877
2008-11-17,0.7414752116082225,0.7553302132085283
2008-11-18,0.7414752116082225,0.7613104524180967
2008-11-19,0.6805320435308343,0.7332293291731669
2008-11-20,0.6249093107617896,0.6866874674986999
2008-11-21,0.671825876662636,0.7363494539781591
2008-11-24,0.7146311970979443,0.766770670826833
2008-11-25,0.6860943168077388,0.7675507020280811
2008-11-26,0.7305925030229746,0.7750910036401456
2008-11-28,0.7651753325272067,0.782891315652626
2008-12-01,0.7030229746070132,0.7249089963598544
2008-12-02,0.747037484885127,0.7420696827873114
2008-12-03,0.7782345828295042,0.750130005200208
2008-12-04,0.7975816203143893,0.7267290691627665
2008-12-05,0.7835550181378476,0.7384295371814872
2008-12-08,0.804111245465538,0.7337493499739989
2008-12-09,0.7811366384522369,0.7280291211648465
2008-12-10,0.7738814993954051,0.7428497139885595
2008-12-11,0.7726723095525997,0.7524700988039522
2008-12-12,0.7746070133010883,0.7737909516380655
2008-12-15,0.7654171704957677,0.764950598023921
2008-12-16,0.7857315598548973,0.7896515860634425
2008-12-17,0.7908101571946796,0.7792511700468018
2008-12-18,0.7929866989117291,0.7722308892355694
2008-12-19,0.8004836759371221,0.7685907436297451
2008-12-22,0.7941958887545345,0.7644305772230888
2008-12-23,0.796614268440145,0.7600104004160166
2008-12-24,0.7896009673518741,0.765470618824753
2008-12-26,0.7980652962515115,0.7698907956318253
2008-12-29,0.7999999999999999,0.7688507540301612
2008-12-30,0.8174123337363965,0.7886115444617784
2008-12-31,0.8203143893591294,0.8151326053042122
