"","X1","PWOD","UTL","long_distance","Fx","Fy","MI_X","MI_Y"
"68",2009-04-09,1.07435645187736,0.984578313253012,"UTL",0.922077922077922,0.714285714285714,0.922077922077922,0.714285714285714
"69",2009-04-13,1.06574848335793,0.978313253012048,"UTL",0.268398268398268,0.294372294372294,0.268398268398268,0.294372294372294
"70",2009-04-14,1.08009509755698,0.96144578313253,"UTL",0.831168831168831,0.16017316017316,0.831168831168831,0.16017316017316
"71",2009-04-15,1.09649122807018,0.962409638554217,"UTL",0.835497835497836,0.567099567099567,0.835497835497836,0.567099567099567
"72",2009-04-16,1.08214461387113,0.940240963855422,"UTL",0.19047619047619,0.0822510822510823,0.19047619047619,0.0822510822510823
"73",2009-04-17,1.06656828988359,0.950361445783133,"UTL",0.186147186147186,0.792207792207792,0.186147186147186,0.792207792207792
"74",2009-04-20,1.0571405148385,0.948433734939759,"UTL",0.251082251082251,0.432900432900433,0.251082251082251,0.432900432900433
"75",2009-04-21,1.07599606492868,0.950843373493976,"UTL",0.861471861471861,0.597402597402597,0.861471861471861,0.597402597402597
"76",2009-04-22,1.04361370716511,0.929638554216867,"UTL",0.0865800865800866,0.0822510822510823,0.0865800865800866,0.0822510822510823
"77",2009-04-23,1.05181177242171,0.919518072289156,"UTL",0.770562770562771,0.233766233766234,0.770562770562771,0.233766233766234
"78",2009-04-24,1.05140186915888,0.918072289156627,"UTL",0.350649350649351,0.441558441558442,0.350649350649351,0.441558441558442
"79",2009-04-27,1.07230693556321,0.920481927710843,"UTL",0.865800865800866,0.601731601731602,0.865800865800866,0.601731601731602
"80",2009-04-28,1.07148712903755,0.984578313253012,"UTL",0.341991341991342,1,0.341991341991342,0.9999999999
"81",2009-04-29,1.0202492211838,0.978313253012048,"UTL",0.0432900432900433,0.294372294372294,0.0432900432900433,0.294372294372294
"82",2009-04-30,1.02475815707493,0.986987951807229,"UTL",0.744588744588745,0.744588744588745,0.744588744588745,0.744588744588745
"83",2009-05-01,1.02680767338908,1.00433734939759,"UTL",0.718614718614719,0.887445887445887,0.718614718614719,0.887445887445887
"84",2009-05-04,1.07230693556321,1.06987951807229,"UTL",0.965367965367965,1,0.965367965367965,0.9999999999
"85",2009-05-05,1.07107722577472,1.07180722891566,NA,0.337662337662338,0.571428571428571,0.337662337662338,0.571428571428571
"86",2009-05-06,1.06574848335793,1.07228915662651,NA,0.285714285714286,0.558441558441558,0.285714285714286,0.558441558441558
"87",2009-05-07,1.06574848335793,1.07228915662651,NA,0.683982683982684,0.54978354978355,0.683982683982684,0.54978354978355
"88",2009-05-08,1.07394654861453,1.06361445783133,NA,0.770562770562771,0.277056277056277,0.770562770562771,0.277056277056277
