,WSBC,GHL
2008-08-05,0.9270793771363465,0.8833902161547214
2008-08-06,0.9316369160653248,0.8812571103526735
2008-08-07,0.9058108621344475,0.845278725824801
2008-08-08,0.9479680972274972,0.8774175199089876
2008-08-11,0.9867071781238133,0.9190841865756542
2008-08-12,0.9886061526775543,0.9290386803185439
2008-08-13,0.9510064565134827,0.9435437997724687
2008-08-14,0.97683251044436,0.9340159271899888
2008-08-15,0.9969616407140145,0.9405574516496019
2008-08-18,0.9608811241929359,0.965585893060296
2008-08-19,0.9616407140144323,0.9698521046643915
2008-08-20,0.9472085074060008,0.9625995449374289
2008-08-21,0.9145461450816559,0.9547781569965871
2008-08-22,0.9445499430307635,0.9621729237770194
2008-08-25,0.8959361944549944,0.9371444823663255
2008-08-26,0.9092290163311813,0.9075654152445962
2008-08-27,0.9175845043676415,0.9325938566552902
2008-08-28,0.9559437903532094,0.947098976109215
2008-08-29,0.9411317888340297,0.9399886234357224
2008-09-02,0.9586023547284467,0.9256257110352675
2008-09-03,0.9931636916065325,0.9375711035267351
2008-09-04,0.9487276870489936,0.8949089874857794
2008-09-05,0.9680972274971515,0.8677474402730376
2008-09-08,1.025066464109381,0.8825369738339023
2008-09-09,0.9973414356247627,0.8518202502844142
2008-09-10,1.0049373338397267,0.8718714448236634
2008-09-11,0.9817698442840868,0.8839590443686007
2008-09-12,1.0026585643752375,0.9105517633674631
2008-09-15,0.947588302316749,0.9384243458475541
2008-09-16,1.0543106722369922,0.982792946530148
2008-09-17,0.9802506646410938,1.0167804323094427
2008-09-18,1.1154576528674516,1.208759954493743
2008-09-19,1.1329282187618686,1.1127701934015928
2008-09-22,1.104823395366502,1.02886803185438
2008-09-23,1.0907709836688189,1.0253128555176336
2008-09-24,1.0584884162552224,1.0345563139931742
2008-09-25,1.0440562096467907,1.0546075085324234
2008-09-26,1.0596278009874667,1.16353811149033
2008-09-29,1.0189897455374097,1.0807736063708762
2008-09-30,1.0110140524116977,1.0487770193401593
2008-10-01,1.0683630839346754,1.047212741751991
2008-10-02,0.9589821496391949,1.073094425483504
2008-10-03,0.9586023547284467,1.084755403868032
2008-10-06,0.9965818458032663,1.0681171786120593
2008-10-07,0.9399924041017851,0.9987201365187715
2008-10-08,0.94948727687049,0.9625995449374289
2008-10-09,0.881883782757311,0.8663253697383392
2008-10-10,0.9699962020508925,0.9610352673492606
2008-10-13,1.0216483099126472,0.9348691695108078
2008-10-14,1.028864413216863,0.9037258248009101
2008-10-15,0.9692366122293962,0.8105802047781571
2008-10-16,1.0778579567033801,0.9207906712172925
2008-10-17,0.9821496391948348,0.9259101251422072
2008-10-20,1.0030383592859857,0.9653014789533562
2008-10-21,0.9722749715153818,0.9291808873720138
2008-10-22,0.965058868211166,0.9013083048919228
2008-10-23,0.9373338397265477,0.8479806598407282
2008-10-24,0.9099886061526776,0.7925199089874858
2008-10-27,0.8902392707937715,0.7771615472127418
2008-10-28,0.9684770224078998,0.9129692832764507
2008-10-29,0.9502468666919863,0.879977246871445
2008-10-30,1.0030383592859857,0.9257679180887373
2008-10-31,1.0322825674135967,0.9381399317406144
2008-11-03,1.058108621344474,0.955915813424346
2008-11-04,1.0527914925939992,0.9930318543799773
2008-11-05,0.9760729206228637,0.8720136518771332
2008-11-06,0.9487276870489936,0.8161262798634813
2008-11-07,0.9586023547284467,0.9352957906712174
2008-11-10,0.9460691226737562,0.8734357224118318
2008-11-11,0.9270793771363465,0.8640500568828214
2008-11-12,0.8777060387390809,0.8532423208191127
2008-11-13,0.9483478921382453,0.8930602957906713
2008-11-14,0.8735282947208508,0.8681740614334471
2008-11-17,0.8480820357007216,0.9052901023890786
2008-11-18,0.8499810102544626,0.8411547212741752
2008-11-19,0.7835169008735283,0.8155574516496019
2008-11-20,0.7337637675655146,0.8184015927189989
2008-11-21,0.7797189517660464,0.9047212741751991
2008-11-24,0.9077098366881884,0.947098976109215
2008-11-25,0.9388530193695405,0.8974687144482367
2008-11-26,0.9703759969616408,0.9634527872582481
2008-11-28,0.9810102544625902,0.9684300341296929
2008-12-01,0.8693505507026207,0.8801194539249148
2008-12-02,0.906950246866692,0.9401308304891923
2008-12-03,0.9251804025826055,0.992463026166098
2008-12-04,0.8985947588302318,0.982650739476678
2008-12-05,0.9521458412457274,0.9507963594994313
2008-12-08,0.9775921002658564,0.9729806598407282
2008-12-09,0.9198632738321306,0.9287542662116042
2008-12-10,0.9130269654386631,0.9788111490329922
2008-12-11,0.8465628560577289,0.9166666666666666
2008-12-12,0.8853019369540448,0.8929180887372015
2008-12-15,0.8321306494492975,0.8926336746302618
2008-12-16,0.8947968097227498,0.9697098976109215
2008-12-17,0.8868211165970377,0.9773890784982937
2008-12-18,0.8936574249905053,0.9853526734926055
2008-12-19,0.9039118875807065,0.9803754266211605
2008-12-22,0.8944170148120016,0.9361490329920364
2008-12-23,0.8898594758830232,0.9330204778156997
2008-12-24,0.89897455374098,0.9247724687144483
2008-12-26,0.9213824534751236,0.953924914675768
2008-12-29,0.953285225977972,0.9628839590443686
2008-12-30,0.9984808203570072,0.9691410693970423
2008-12-31,1.0334219521458414,0.9921786120591581
