,MTSC,DLR
2008-08-07,1.198054818744474,1.2038356164383561
2008-08-08,1.2452107279693487,1.2553424657534247
2008-08-11,1.2681992337164751,1.2783561643835615
2008-08-12,1.2372531682876509,1.2717808219178082
2008-08-13,1.2705570291777188,1.2493150684931507
2008-08-14,1.2696728558797523,1.258082191780822
2008-08-15,1.268788682581786,1.2536986301369863
2008-08-18,1.2519893899204244,1.2427397260273974
2008-08-19,1.2316534040671971,1.2356164383561645
2008-08-20,1.23342175066313,1.2164383561643834
2008-08-21,1.216327733569113,1.1882191780821918
2008-08-22,1.242852932508105,1.2235616438356163
2008-08-25,1.2015915119363396,1.1917808219178083
2008-08-26,1.205128205128205,1.1950684931506848
2008-08-27,1.215148835838491,1.2243835616438357
2008-08-28,1.2437371058060713,1.2506849315068493
2008-08-29,1.2225169466548775,1.2567123287671231
2008-09-02,1.2360742705570291,1.2553424657534247
2008-09-03,1.2357795461243737,1.2854794520547945
2008-09-04,1.1839080459770115,1.232054794520548
2008-09-05,1.1806660772178015,1.2361643835616438
2008-09-08,1.2030651340996168,1.2635616438356163
2008-09-09,1.1786030061892132,1.2147945205479453
2008-09-10,1.205128205128205,1.2186301369863013
2008-09-11,1.2060123784261716,1.2443835616438357
2008-09-12,1.215148835838491,1.2649315068493152
2008-09-15,1.1497200117889772,1.1731506849315068
2008-09-16,1.1927497789566754,1.2358904109589042
2008-09-17,1.1314470969643384,1.1789041095890411
2008-09-18,1.1535514294134983,1.3150684931506849
2008-09-19,1.2796934865900385,1.35013698630137
2008-09-22,1.238432066018273,1.2084931506849315
2008-09-23,1.2458001768346596,1.2158904109589042
2008-09-24,1.2160330091364573,1.2032876712328768
2008-09-25,1.2316534040671971,1.2482191780821918
2008-09-26,1.2528735632183907,1.2841095890410958
2008-09-29,1.2083701738874153,1.2164383561643834
2008-09-30,1.2407898614795168,1.2945205479452055
2008-10-01,1.237842617152962,1.2602739726027397
2008-10-02,1.2083701738874153,1.1695890410958905
2008-10-03,1.1332154435602713,1.1117808219178082
2008-10-06,1.160919540229885,1.0753424657534247
2008-10-07,1.0922487474211613,1.0153424657534247
2008-10-08,1.053639846743295,1.0547945205479452
2008-10-09,0.9805481874447393,1.0136986301369864
2008-10-10,0.9952844090775126,1.2191780821917808
2008-10-13,1.1058060713233129,1.132876712328767
2008-10-14,1.0610079575596818,1.0945205479452056
2008-10-15,0.9858532272325377,0.9147945205479452
2008-10-16,1.0589448865310935,0.9446575342465753
2008-10-17,0.9852637783672267,0.9638356164383561
2008-10-20,0.9870321249631595,0.9575342465753426
2008-10-21,0.9472443265546714,0.9400000000000001
2008-10-22,0.9127615679339817,0.8975342465753424
2008-10-23,0.8753315649867374,0.8369863013698631
2008-10-24,0.8470380194518126,0.7901369863013699
2008-10-27,0.8323017978190391,0.7487671232876711
2008-10-28,0.9136457412319481,0.8008219178082192
2008-10-29,0.8903625110521662,0.8227397260273973
2008-10-30,0.9112879457707045,0.9016438356164382
2008-10-31,0.9572649572649572,0.9172602739726027
2008-11-03,0.9767167698202182,0.8799999999999999
2008-11-04,0.9799587385794283,0.932876712328767
2008-11-05,0.9442970822281167,0.892054794520548
2008-11-06,0.9319186560565871,0.8378082191780821
2008-11-07,0.9472443265546714,0.9049315068493151
2008-11-10,0.9384025935750073,0.8117808219178082
2008-11-11,0.924255820807545,0.8134246575342466
2008-11-12,0.7877984084880637,0.8073972602739725
2008-11-13,0.7960506926024168,0.8945205479452054
2008-11-14,0.7609784851164162,0.7942465753424657
2008-11-17,0.7810197465369879,0.7528767123287672
2008-11-18,0.780430297671677,0.7531506849315068
2008-11-19,0.7288535219569703,0.6509589041095891
2008-11-20,0.6719717064544651,0.5832876712328767
2008-11-21,0.6483937518420277,0.5835616438356165
2008-11-24,0.6722664308871205,0.695068493150685
2008-11-25,0.6940760389036251,0.7509589041095891
2008-11-26,0.7733569112879457,0.7676712328767124
2008-11-28,0.7665782493368701,0.7495890410958904
2008-12-01,0.752726201002063,0.6432876712328768
2008-12-02,0.7689360447981137,0.7200000000000001
2008-12-03,0.7857353374594754,0.7736986301369863
2008-12-04,0.7332743884468023,0.733972602739726
2008-12-05,0.7164750957854406,0.8238356164383561
2008-12-08,0.7061597406424993,0.824931506849315
2008-12-09,0.7226643088712054,0.7671232876712328
2008-12-10,0.7132331270262304,0.8068493150684931
2008-12-11,0.6867079280872385,0.7167123287671233
2008-12-12,0.7058650162098438,0.773972602739726
2008-12-15,0.699086354258768,0.7704109589041096
2008-12-16,0.753315649867374,0.8621917808219178
2008-12-17,0.7536103743000295,0.8657534246575342
2008-12-18,0.7656940760389036,0.86
2008-12-19,0.7624521072796935,0.8923287671232877
2008-12-22,0.7462422634836428,0.8301369863013699
2008-12-23,0.745063365753021,0.8347945205479452
2008-12-24,0.7633362805776599,0.8367123287671233
2008-12-26,0.7556734453286178,0.8405479452054795
2008-12-29,0.7382847038019452,0.812054794520548
2008-12-30,0.7512525788387857,0.8684931506849315
2008-12-31,0.7851458885941645,0.9
