,PLL,DHR
2008-08-06,1.0762331838565022,1.0844309799789251
2008-08-07,1.0495911369031918,1.0849578503688093
2008-08-08,1.087839620152994,1.0993150684931505
2008-08-11,1.0989184911632814,1.0976027397260273
2008-08-12,1.0857293590081774,1.0931243414120126
2008-08-13,1.0841466631495649,1.0966807165437302
2008-08-14,1.1078871010287523,1.1128819810326658
2008-08-15,1.112898971247692,1.1052423603793466
2008-08-18,1.0830915325771566,1.0978661749209693
2008-08-19,1.0580321814824585,1.076396206533193
2008-08-20,1.0551305724083355,1.0771865121180189
2008-08-21,1.0567132682669482,1.084299262381454
2008-08-22,1.0706937483513588,1.084694415173867
2008-08-25,1.0498549195462938,1.0638830347734456
2008-08-26,1.0543392244790293,1.066780821917808
2008-08-27,1.0604062252703774,1.0678345626975763
2008-08-28,1.0952255341598525,1.0799525816649103
2008-08-29,1.0712213136375628,1.0744204425711275
2008-09-02,1.072276444209971,1.0733667017913593
2008-09-03,1.07465048799789,1.0636195995785036
2008-09-04,1.0221577420205752,1.0214699683877766
2008-09-05,1.0174096544447377,1.0241043203371971
2008-09-08,1.0232128725929834,1.0327976817702844
2008-09-09,0.968609865470852,1.0032929399367756
2008-09-10,0.9823265629121605,1.0167281348788197
2008-09-11,0.9923503033500396,1.02963645943098
2008-09-12,0.9955156950672647,1.013040042149631
2008-09-15,0.9126879451332104,0.9853793466807166
2008-09-16,0.9654444737536272,1.005400421496312
2008-09-17,0.9031917699815354,0.9799789251844047
2008-09-18,0.9045106831970456,1.0089567966280295
2008-09-19,0.921392772355579,1.0255532139093784
2008-09-22,0.9192825112107624,0.9844573234984193
2008-09-23,0.9005539435505144,0.9388830347734457
2008-09-24,0.8997625956212082,0.9463909378292938
2008-09-25,0.9293062516486416,0.9340094836670179
2008-09-26,0.933262991295173,0.9349315068493151
2008-09-29,0.896333421260881,0.8988408851422549
2008-09-30,0.9071485096280666,0.9141201264488936
2008-10-01,0.873911896597204,0.9026606954689146
2008-10-02,0.8385650224215248,0.8553740779768176
2008-10-03,0.849116328145608,0.8249473129610116
2008-10-06,0.8132418886837246,0.810063224446786
2008-10-07,0.7517805328409392,0.7633034773445733
2008-10-08,0.7881825375890267,0.7460484720758693
2008-10-09,0.773674492218412,0.7007376185458377
2008-10-10,0.7771036665787392,0.7356427818756586
2008-10-13,0.8657346346610394,0.8121707060063224
2008-10-14,0.8459509364283831,0.7932033719704952
2008-10-15,0.7280400949617516,0.7114067439409905
2008-10-16,0.7375362701134266,0.7675184404636459
2008-10-17,0.7119493537325244,0.7428872497365647
2008-10-20,0.7319968346082828,0.7507903055848261
2008-10-21,0.7348984436824058,0.7652792413066386
2008-10-22,0.6689527829068848,0.7488145416227608
2008-10-23,0.6431020838828806,0.732086406743941
2008-10-24,0.6064362964916908,0.7146996838777661
2008-10-27,0.5906093379055659,0.6949420442571127
2008-10-28,0.6541809548931681,0.7503951527924131
2008-10-29,0.653653389606964,0.7480242360379347
2008-10-30,0.6597203903983119,0.7687038988408851
2008-10-31,0.6966499604326036,0.7802950474183351
2008-11-03,0.6995515695067265,0.7849051633298209
2008-11-04,0.7143233975204432,0.8203371970495258
2008-11-05,0.6971775257188078,0.7824025289778714
2008-11-06,0.6402004748087576,0.7401211801896733
2008-11-07,0.6483777367449222,0.7523709167544783
2008-11-10,0.6554998681086786,0.7514488935721811
2008-11-11,0.6391453442363493,0.7328767123287672
2008-11-12,0.6140859931416514,0.7033719704952581
2008-11-13,0.6834608282774994,0.7474973656480506
2008-11-14,0.644420997098391,0.7102212855637513
2008-11-17,0.6378264310208389,0.6945468914646996
2008-11-18,0.6496966499604326,0.7120653319283456
2008-11-19,0.6106568187813242,0.6776870389884089
2008-11-20,0.5832234238987075,0.6516069546891464
2008-11-21,0.6233183856502242,0.6973129610115911
2008-11-24,0.6597203903983119,0.7352476290832455
2008-11-25,0.6686890002637828,0.7328767123287672
2008-11-26,0.7098390925877078,0.7108798735511064
2008-11-28,0.7256660511738329,0.7328767123287672
2008-12-01,0.6642046953310473,0.6658324552160169
2008-12-02,0.691638090213664,0.655031612223393
2008-12-03,0.7090477446584015,0.6718914646996839
2008-12-04,0.675811131627539,0.6537144362486829
2008-12-05,0.6963861777895015,0.6629346680716544
2008-12-08,0.7393827486151412,0.684404636459431
2008-12-09,0.719862833025587,0.6556902002107482
2008-12-10,0.7449221841202849,0.6743940990516333
2008-12-11,0.6924294381429702,0.6543730242360379
2008-12-12,0.7056185702980744,0.6684668071654373
2008-12-15,0.6919018728567661,0.6654373024236038
2008-12-16,0.7317330519651807,0.7149631190727082
2008-12-17,0.7235557900290162,0.7107481559536354
2008-12-18,0.7085201793721974,0.7247102212855637
2008-12-19,0.6953310472170932,0.7252370916754478
2008-12-22,0.6826694803481931,0.7174657534246575
2008-12-23,0.682141915061989,0.7123287671232876
2008-12-24,0.6990240042205224,0.72036354056902
2008-12-26,0.707465048799789,0.7211538461538461
2008-12-29,0.6977050910050119,0.7191780821917808
2008-12-30,0.6858348720654182,0.7324815595363541
2008-12-31,0.7499340543392246,0.7456533192834562
