"","X1","BSET","AIV","long_distance","Fx","Fy","MI_X","MI_Y"
"46",2009-03-10,0.255882352941176,0.49914089347079,"BSET",0.982683982683983,0.96969696969697,0.917924298422777,0.808025163825689
"47",2009-03-11,0.267647058823529,0.469072164948454,"BSET",0.930735930735931,0.125541125541126,0.965826526300597,0.0686792769509105
"48",2009-03-12,0.25,0.515463917525773,"BSET",0.0649350649350649,0.948051948051948,0.0393366153713506,0.969992451608919
"49",2009-03-13,0.25,0.502577319587629,"BSET",0.532467532467532,0.277056277056277,0.633075817568813,0.228684967350946
"50",2009-03-16,0.264705882352941,0.430412371134021,"BSET",0.952380952380952,0.0216450216450216,0.960454000729998,0.0148364888281561
"51",2009-03-17,0.267647058823529,0.487113402061856,"BSET",0.70995670995671,0.96969696969697,0.412641556545053,0.97883904886162
"52",2009-03-18,0.282352941176471,0.515463917525773,"BSET",0.948051948051948,0.883116883116883,0.910670018513458,0.695316786025193
"53",2009-03-19,0.270588235294118,0.468213058419244,"BSET",0.138528138528139,0.0822510822510823,0.288192713377977,0.130732412236923
"54",2009-03-20,0.305882352941176,0.439003436426117,"BSET",0.995670995670996,0.125541125541126,0.99832679919225,0.106235361013843
"55",2009-03-23,0.308823529411765,0.528350515463918,"BSET",0.692640692640693,0.991341991341991,0.331947243826052,0.996020749219025
"56",2009-03-24,0.329411764705882,0.47766323024055,"BSET",0.961038961038961,0.0822510822510823,0.978963182572276,0.0520676279429408
"57",2009-03-25,0.408823529411765,0.480240549828179,"BSET",1,0.567099567099567,0.9999999999,0.213616235751468
"58",2009-03-26,0.511764705882353,0.493127147766323,NA,1,0.761904761904762,0.9999999999,0.214639385601491
"59",2009-03-27,0.579411764705882,0.468213058419244,NA,0.995670995670996,0.151515151515152,0.998494405759997,0.11697019325826
"60",2009-03-30,0.5,0.428694158075601,NA,0.00432900432900433,0.0952380952380952,0.00537336498493884,0.51956061184411
"61",2009-03-31,0.570588235294118,0.470790378006873,NA,0.995670995670996,0.948051948051948,0.989609752327555,0.572563536394099
"62",2009-04-01,0.555882352941176,0.474226804123711,NA,0.238095238095238,0.58008658008658,0.176765220374009,0.697309986185519
"63",2009-04-02,0.497058823529412,0.502577319587629,NA,0.0173160173160173,0.891774891774892,0.00820281220016655,0.923280044976491
"64",2009-04-03,0.488235294117647,0.550687285223368,NA,0.311688311688312,0.948051948051948,0.168410880274825,0.976985223428993
"65",2009-04-06,0.544117647058824,0.549828178694158,NA,0.987012987012987,0.506493506493506,0.99533228574206,0.248532206935723
"66",2009-04-07,0.544117647058824,0.519759450171821,NA,0.532467532467532,0.147186147186147,0.690265867268242,0.10039187385303
"67",2009-04-08,0.55,0.518900343642612,NA,0.705627705627706,0.506493506493506,0.740236498780755,0.417428417954816
"68",2009-04-09,0.576470588235294,0.608247422680412,NA,0.930735930735931,0.987012987012987,0.640359831155004,0.971043322100472
"69",2009-04-13,0.576470588235294,0.574742268041237,NA,0.532467532467532,0.147186147186147,0.690265867268242,0.10039187385303
"70",2009-04-14,0.617647058823529,0.526632302405498,NA,0.96969696969697,0.0952380952380952,0.98450259362479,0.0621918605164922
"71",2009-04-15,0.573529411764706,0.579037800687285,NA,0.0649350649350649,0.948051948051948,0.0393366153713506,0.969992451608919
"72",2009-04-16,0.588235294117647,0.600515463917526,NA,0.831168831168831,0.826839826839827,0.755684362406306,0.746075900581522
"73",2009-04-17,0.608823529411765,0.591924398625429,NA,0.883116883116883,0.38961038961039,0.932324075682801,0.234171709440931
"74",2009-04-20,0.55,0.507731958762887,NA,0.0216450216450216,0.0216450216450216,0.1285705408896,0.1285705408896
"75",2009-04-21,0.544117647058824,0.585051546391752,NA,0.393939393939394,0.978354978354978,0.203511831315791,0.991928655240273
"76",2009-04-22,0.555882352941176,0.583333333333333,NA,0.813852813852814,0.493506493506494,0.858733101677825,0.352691217359513
"77",2009-04-23,0.55,0.602233676975945,NA,0.393939393939394,0.787878787878788,0.26913552505016,0.85277226151383
"78",2009-04-24,0.561764705882353,0.631443298969072,NA,0.813852813852814,0.861471861471861,0.701339794549123,0.809476916440447
"79",2009-04-27,0.570588235294118,0.579896907216495,NA,0.787878787878788,0.0995670995670996,0.885225305323765,0.0492570623011539
"80",2009-04-28,0.638235294117647,0.59020618556701,NA,0.987012987012987,0.683982683982684,0.993442399391284,0.34391239002292
"81",2009-04-29,0.652941176470588,0.617697594501718,NA,0.818181818181818,0.861471861471861,0.707819265474144,0.806817381005618
"82",2009-04-30,0.664705882352941,0.627147766323024,NA,0.800865800865801,0.670995670995671,0.794914054782688,0.557659280399701
"83",2009-05-01,0.691176470588235,0.624570446735395,NA,0.909090909090909,0.471861471861472,0.945962332173285,0.285404382647753
"84",2009-05-04,0.676470588235294,0.722508591065292,NA,0.277056277056277,0.982683982683983,0.15192845415081,0.993909615165383
"85",2009-05-05,0.679411764705882,0.702749140893471,NA,0.636363636363636,0.264069264069264,0.742470170627036,0.189271978855536
"86",2009-05-06,0.770588235294118,0.771477663230241,NA,0.995670995670996,0.948051948051948,0.989609752327555,0.572563536394099
"87",2009-05-07,0.702941176470588,0.707044673539519,NA,0.0303030303030303,0.0952380952380952,0.0576051128829976,0.324556212256745
"88",2009-05-08,0.697058823529412,0.811855670103093,NA,0.415584415584416,0.978354978354978,0.21367457986195,0.991819781086723
"89",2009-05-11,0.661764705882353,0.757731958762887,NA,0.0995670995670996,0.121212121212121,0.174111959716875,0.234734273293974
"90",2009-05-12,0.661764705882353,0.741408934707904,NA,0.532467532467532,0.29004329004329,0.62757486918728,0.242683995595179
"91",2009-05-13,0.6,0.661512027491409,NA,0.025974025974026,0.0649350649350649,0.0670927959280419,0.268592089186037
"92",2009-05-14,0.588235294117647,0.688144329896907,NA,0.298701298701299,0.835497835497836,0.178551983112899,0.904242017208875
"93",2009-05-15,0.570588235294118,0.667525773195876,NA,0.203463203463203,0.242424242424242,0.250115606086365,0.326988460138755
"94",2009-05-18,0.576470588235294,0.760309278350515,"BSET",0.705627705627706,0.978354978354978,0.386751888427282,0.986471449565232
"95",2009-05-19,0.576470588235294,0.756872852233677,"BSET",0.532467532467532,0.463203463203463,0.554807614007074,0.441845114610858
"96",2009-05-20,0.658823529411765,0.770618556701031,"BSET",0.995670995670996,0.692640692640693,0.998372813816302,0.30753130298953
"97",2009-05-21,0.594117647058824,0.7946735395189,"BSET",0.0216450216450216,0.783549783549784,0.00828976485133969,0.875824608706257
"98",2009-05-22,0.594117647058824,0.765463917525773,"BSET",0.532467532467532,0.199134199134199,0.666723112667117,0.148813320937978
"99",2009-05-26,0.605882352941177,0.798109965635739,"BSET",0.800865800865801,0.852813852813853,0.690098271709799,0.804399542512385
"100",2009-05-27,0.582352941176471,0.751718213058419,"BSET",0.164502164502165,0.125541125541126,0.278204730469128,0.184460680824546
"101",2009-05-28,0.652941176470588,0.776632302405498,"BSET",0.991341991341991,0.80952380952381,0.993706121121129,0.418020339832954
"102",2009-05-29,0.623529411764706,0.811855670103093,"BSET",0.12987012987013,0.852813852813853,0.0668793486218585,0.922948795276809
"103",2009-06-01,0.691176470588235,0.870274914089347,"BSET",0.987012987012987,0.904761904761905,0.978812979534539,0.581297062648371
"104",2009-06-02,0.655882352941176,0.851374570446735,"BSET",0.0995670995670996,0.29004329004329,0.095793745939111,0.479986019335051
"105",2009-06-03,0.661764705882353,0.872852233676976,"BSET",0.688311688311688,0.753246753246753,0.609785621505188,0.727653978557693
"106",2009-06-04,0.697058823529412,0.928694158075601,"BSET",0.948051948051948,0.896103896103896,0.90231140793455,0.720902506982743
"107",2009-06-05,0.667647058823529,0.920103092783505,"BSET",0.138528138528139,0.424242424242424,0.109591614631499,0.592504834745951
"108",2009-06-08,0.732352941176471,0.932989690721649,"BSET",0.982683982683983,0.649350649350649,0.991306615618815,0.33431586497712
"109",2009-06-09,0.729411764705882,0.93127147766323,"BSET",0.467532467532468,0.502164502164502,0.459913168809478,0.516574727597481
"110",2009-06-10,0.735294117647059,0.905498281786941,"BSET",0.675324675324675,0.25974025974026,0.77939615869672,0.177131478198162
"111",2009-06-11,0.882352941176471,0.888316151202749,"BSET",1,0.311688311688312,0.9999999999,0.212416955218044
"112",2009-06-12,0.808823529411765,0.938144329896907,"BSET",0.038961038961039,0.878787878787879,0.0186476207434326,0.927562553166597
"113",2009-06-15,0.75,0.84020618556701,"BSET",0.0649350649350649,0.0649350649350649,0.167884814496458,0.167884814496458
"114",2009-06-16,0.797058823529412,0.827319587628866,"BSET",0.961038961038961,0.359307359307359,0.983523584359844,0.191580522266372
"115",2009-06-17,0.785294117647059,0.784364261168385,NA,0.337662337662338,0.151515151515152,0.487817955055048,0.144419539582556
"116",2009-06-18,0.705882352941177,0.782646048109966,NA,0.0216450216450216,0.502164502164502,0.00885122089639492,0.745539137650783
"117",2009-06-19,0.688235294117647,0.780927835051546,NA,0.246753246753247,0.502164502164502,0.204745765094868,0.614064817097369
"118",2009-06-22,0.682352941176471,0.72766323024055,NA,0.411255411255411,0.121212121212121,0.591820876826939,0.0944572979536454
"119",2009-06-23,0.738235294117647,0.732817869415808,NA,0.978354978354978,0.58008658008658,0.989974477448243,0.300232689426096
"120",2009-06-24,0.767647058823529,0.72594501718213,NA,0.909090909090909,0.424242424242424,0.949080522828612,0.249972444031299
"121",2009-06-25,0.761764705882353,0.75,NA,0.41991341991342,0.80952380952381,0.285042940691264,0.867957708688652
"122",2009-06-26,0.752941176470588,0.786941580756014,NA,0.38961038961039,0.861471861471861,0.241249465460367,0.915773864788344
"123",2009-06-29,0.761764705882353,0.771477663230241,NA,0.718614718614719,0.307359307359307,0.807077801291419,0.210381747282592
"124",2009-06-30,0.808823529411765,0.760309278350515,NA,0.961038961038961,0.38961038961039,0.983206245254187,0.207744015892572
"125",2009-07-01,0.764705882352941,0.771477663230241,NA,0.0909090909090909,0.658008658008658,0.0469878090663946,0.806286200366119
