"","X1","APC","STR","long_distance","Fx","Fy","MI_X","MI_Y"
"101",2009-05-28,1.15977351058592,0.973961380924517,"STR",0.891774891774892,0.831168831168831,0.844775232016711,0.382067892125158
"102",2009-05-29,1.17626784835057,0.991515506143944,"STR",0.67965367965368,0.718614718614719,0.507946905660773,0.669715236585648
"103",2009-06-01,1.22550467749877,1.04593329432417,"STR",0.883116883116883,0.930735930735931,0.348209530629281,0.871956179110639
"104",2009-06-02,1.22353520433284,1.01492100643651,"STR",0.476190476190476,0.177489177489178,0.913879257777552,0.0318000324993234
"105",2009-06-03,1.15829640571147,0.961380924517262,"STR",0.0995670995670996,0.108225108225108,0.321375989434815,0.432445172647793
"106",2009-06-04,1.19571639586411,0.983031012287888,"STR",0.83982683982684,0.787878787878788,0.774948928036896,0.461969891688393
"107",2009-06-05,1.19300837026096,0.968695143358689,"STR",0.471861471861472,0.311688311688312,0.723512811081975,0.177838852842464
"108",2009-06-08,1.18734613490891,0.97571679344646,"STR",0.441558441558442,0.575757575757576,0.276320494255283,0.711475178422328
"109",2009-06-09,1.19300837026096,0.983616149795202,"STR",0.575757575757576,0.597402597402597,0.496930425932694,0.573325765425511
"110",2009-06-10,1.21664204825209,1.02369806904623,"STR",0.735930735930736,0.904761904761905,0.148754855392485,0.960971099208153
"111",2009-06-11,1.25233874938454,1.05178466939731,"STR",0.818181818181818,0.818181818181818,0.62920710210137,0.62920710210137
"112",2009-06-12,1.24495322501231,1.05061439438268,"STR",0.41991341991342,0.484848484848485,0.352778911913064,0.578013468020015
"113",2009-06-15,1.21491875923191,1.03013458162668,"STR",0.220779220779221,0.242424242424242,0.325429171122235,0.447987048439513
"114",2009-06-16,1.18193008370261,1.00438853130486,"STR",0.207792207792208,0.194805194805195,0.423342680377751,0.338934945892248
"115",2009-06-17,1.16740521910389,0.994148624926858,"STR",0.341991341991342,0.359307359307359,0.384806523302612,0.454311644323892
"116",2009-06-18,1.15312653865091,0.999414862492686,"STR",0.341991341991342,0.54978354978355,0.15431664774155,0.791933183131169
"117",2009-06-19,1.12112259970458,0.970157987126975,"STR",0.207792207792208,0.181818181818182,0.469126625546111,0.295850343843168
"118",2009-06-22,1.06253077301822,0.904330017554125,"STR",0.0995670995670996,0.0865800865800866,0.472460618383787,0.286679946390568
"119",2009-06-23,1.07533234859675,0.910766530134582,"STR",0.645021645021645,0.571428571428571,0.674285609044614,0.414376329111228
"120",2009-06-24,1.09010339734121,0.912521942656524,"STR",0.662337662337662,0.515151515151515,0.771008995610377,0.288277890927915
"121",2009-06-25,1.12013786312162,0.931246342890579,"STR",0.792207792207792,0.757575757575758,0.705264500828572,0.52515652200589
"122",2009-06-26,1.13417035942885,0.915740198946753,"STR",0.658008658008658,0.272727272727273,0.940974762647987,0.0416780389596639
"123",2009-06-29,1.13318562284589,0.921884142773552,"STR",0.493506493506494,0.558441558441558,0.392144283721421,0.612524783200852
"124",2009-06-30,1.11742983751846,0.908718548858982,"STR",0.329004329004329,0.311688311688312,0.446011022529713,0.371813297151502
"125",2009-07-01,1.09995076317085,0.928320655354008,"STR",0.32034632034632,0.774891774891775,0.031230071692382,0.973766005115443
