,FOX,FOXA
2008-08-06,0.7241379310344828,0.717671303451829
2008-08-07,0.7031484257871065,0.6944873776403916
2008-08-08,0.7186406796601699,0.7130345182895415
2008-08-11,0.7121439280359819,0.704791344667697
2008-08-12,0.6991504247876061,0.6929417825862957
2008-08-13,0.7046476761619189,0.7042761463163317
2008-08-14,0.7196401799100449,0.717671303451829
2008-08-15,0.7156421789105447,0.7166409067490984
2008-08-18,0.7036481759120439,0.7058217413704275
2008-08-19,0.6946526736631684,0.6929417825862957
2008-08-20,0.6871564217891054,0.6903657908294694
2008-08-21,0.6906546726636681,0.6939721792890263
2008-08-22,0.7081459270364817,0.7135497166409067
2008-08-25,0.6976511744127936,0.7053065430190623
2008-08-26,0.7031484257871065,0.7042761463163317
2008-08-27,0.7061469265367316,0.7063369397217929
2008-08-28,0.7246376811594203,0.7305512622359608
2008-08-29,0.7176411794102948,0.7295208655332303
2008-09-02,0.7196401799100449,0.7295208655332303
2008-09-03,0.7286356821589205,0.7295208655332303
2008-09-04,0.6976511744127936,0.7032457496136012
2008-09-05,0.6876561719140429,0.6903657908294694
2008-09-08,0.7221389305347325,0.7217928902627512
2008-09-09,0.7066466766616691,0.708397733127254
2008-09-10,0.7031484257871065,0.7109737248840804
2008-09-11,0.7186406796601699,0.7264296754250387
2008-09-12,0.7196401799100449,0.7279752704791345
2008-09-15,0.6901549225387306,0.6991241628026791
2008-09-16,0.6776611694152923,0.6846986089644512
2008-09-17,0.6386806596701649,0.6419371458011335
2008-09-18,0.6656671664167916,0.6718186501803194
2008-09-19,0.6991504247876061,0.7073673364245234
2008-09-22,0.6516741629185406,0.6661514683153014
2008-09-23,0.6496751624187905,0.6625450798557444
2008-09-24,0.6371814092953523,0.6481195260175168
2008-09-25,0.6636681659170414,0.6749098402885111
2008-09-26,0.6621689155422288,0.6707882534775889
2008-09-29,0.6031984007996002,0.6063884595569294
2008-09-30,0.6071964017991004,0.6177228232869655
2008-10-01,0.6036981509245377,0.6141164348274085
2008-10-02,0.5687156421789106,0.5775373518804741
2008-10-03,0.5512243878060968,0.5610510046367851
2008-10-06,0.5397301349325337,0.5497166409067491
2008-10-07,0.5057471264367815,0.5167439464193714
2008-10-08,0.5027486256871564,0.5136527563111798
2008-10-09,0.46026986506746626,0.4641937145801133
2008-10-10,0.42278860569715143,0.4291602266872746
2008-10-13,0.5087456271864067,0.5182895414734673
2008-10-14,0.5017491254372812,0.5079855744461618
2008-10-15,0.440279860069965,0.4404945904173107
2008-10-16,0.4677661169415292,0.48119526017516745
2008-10-17,0.4632683658170914,0.4678001030396703
2008-10-20,0.49625187406296845,0.4981968057702215
2008-10-21,0.47226386806596693,0.4744976816074189
2008-10-22,0.43378310844577705,0.4358578052550232
2008-10-23,0.4527736131934033,0.46367851622874806
2008-10-24,0.4297851074462768,0.4363730036063885
2008-10-27,0.3938030984507746,0.40185471406491496
2008-10-28,0.4627686156921539,0.4775888717156105
2008-10-29,0.45477261369315336,0.46264811952601753
2008-10-30,0.5087456271864067,0.5280783101494075
2008-10-31,0.5307346326836581,0.5481710458526533
2008-11-03,0.5367316341829085,0.5538382277176713
2008-11-04,0.5492253873063468,0.5605358062854199
2008-11-05,0.49625187406296845,0.5043791859866048
2008-11-06,0.41529235382308843,0.42555383822771764
2008-11-07,0.4237881059470265,0.437403400309119
2008-11-10,0.4122938530734632,0.42143225141679547
2008-11-11,0.3938030984507746,0.4003091190108191
2008-11-12,0.3658170914542728,0.3683668212261721
2008-11-13,0.38030984507746124,0.3884595569294178
2008-11-14,0.37781109445277355,0.3827923750643998
2008-11-17,0.35332333833083457,0.35188047398248323
2008-11-18,0.34382808595702147,0.3451828954147347
2008-11-19,0.32733633183408295,0.3183925811437403
2008-11-20,0.29535232383808097,0.28181349819680573
2008-11-21,0.3188405797101449,0.3189077794951056
2008-11-24,0.3538230884557721,0.3534260690365791
2008-11-25,0.35982008995502246,0.35033487892838744
2008-11-26,0.3798100949525237,0.381246780010304
2008-11-28,0.409295352323838,0.4070066975785678
2008-12-01,0.37081459270364814,0.36269963936115407
2008-12-02,0.4002998500749625,0.39155074703760945
2008-12-03,0.4182908545727136,0.4100978876867594
2008-12-04,0.4147926036981509,0.4039155074703761
2008-12-05,0.4377811094452773,0.42555383822771764
2008-12-08,0.4582708645677161,0.4482225656877898
2008-12-09,0.43628185907046474,0.42658423493044817
2008-12-10,0.4422788605697151,0.43843379701184954
2008-12-11,0.4272863568215892,0.41576506955177744
2008-12-12,0.42278860569715143,0.4106130860381247
2008-12-15,0.41529235382308843,0.40082431736218443
2008-12-16,0.44577711144427784,0.43431221020092736
2008-12-17,0.4452773613193403,0.4353426069036579
2008-12-18,0.4372813593203398,0.4276146316331788
2008-12-19,0.45927036481759115,0.446676970633694
2008-12-22,0.4502748625687156,0.43019062339000513
2008-12-23,0.44127936031984005,0.42040185471406494
2008-12-24,0.4452773613193403,0.4291602266872746
2008-12-26,0.4537731134432783,0.43843379701184954
2008-12-29,0.46526736631684157,0.45079855744461617
2008-12-30,0.46826586706646667,0.45543534260690366
2008-12-31,0.4787606196901549,0.46831530139103555
