,ITW,EFX
2008-08-06,0.9554027504911592,0.9645945945945945
2008-08-07,0.9453831041257367,0.9651351351351352
2008-08-08,0.9823182711198428,0.9910810810810812
2008-08-11,0.982121807465619,1.001081081081081
2008-08-12,0.981728880157171,0.9864864864864865
2008-08-13,0.9618860510805501,0.9827027027027027
2008-08-14,0.968958742632613,0.9878378378378377
2008-08-15,0.9717092337917486,1.0035135135135136
2008-08-18,0.9614931237721022,0.9859459459459459
2008-08-19,0.9404715127701375,0.9554054054054054
2008-08-20,0.9402750491159135,0.9537837837837838
2008-08-21,0.9487229862475443,0.9459459459459459
2008-08-22,0.9616895874263263,0.9459459459459459
2008-08-25,0.9447937131630649,0.9281081081081082
2008-08-26,0.9485265225933203,0.9391891891891891
2008-08-27,0.9565815324165029,0.9537837837837838
2008-08-28,0.9785854616895875,0.9683783783783784
2008-08-29,0.974656188605108,0.9548648648648648
2008-09-02,0.9730844793713164,0.965945945945946
2008-09-03,0.9719056974459725,0.9627027027027026
2008-09-04,0.9414538310412575,0.9345945945945946
2008-09-05,0.9412573673870334,0.9427027027027027
2008-09-08,0.9683693516699411,0.9921621621621621
2008-09-09,0.9430255402750491,0.9854054054054054
2008-09-10,0.9467583497053045,0.9808108108108108
2008-09-11,0.9428290766208253,0.9986486486486488
2008-09-12,0.9365422396856582,0.9948648648648649
2008-09-15,0.9135559921414539,0.9643243243243244
2008-09-16,0.9233791748526523,0.9594594594594594
2008-09-17,0.8844793713163066,0.8991891891891892
2008-09-18,0.9178781925343812,0.9145945945945947
2008-09-19,0.9583497053045187,0.9608108108108108
2008-09-22,0.9247544204322201,0.9167567567567568
2008-09-23,0.9029469548133596,0.9224324324324324
2008-09-24,0.8923379174852653,0.9335135135135135
2008-09-25,0.8856581532416503,0.9464864864864866
2008-09-26,0.8795677799607073,0.9518918918918918
2008-09-29,0.8408644400785854,0.8854054054054054
2008-09-30,0.8732809430255404,0.9310810810810811
2008-10-01,0.8371316306483301,0.898108108108108
2008-10-02,0.8220039292730845,0.8602702702702703
2008-10-03,0.7931237721021611,0.8475675675675676
2008-10-06,0.7681728880157171,0.8164864864864865
2008-10-07,0.7102161100196464,0.8024324324324325
2008-10-08,0.6954813359528487,0.7462162162162163
2008-10-09,0.68762278978389,0.7194594594594594
2008-10-10,0.6520628683693517,0.7159459459459458
2008-10-13,0.7371316306483301,0.7840540540540542
2008-10-14,0.7322200392927309,0.7535135135135135
2008-10-15,0.6616895874263261,0.6872972972972973
2008-10-16,0.694302554027505,0.7051351351351351
2008-10-17,0.6675834970530451,0.6851351351351351
2008-10-20,0.6774066797642436,0.7081081081081081
2008-10-21,0.6854616895874264,0.6672972972972974
2008-10-22,0.6335952848722987,0.6451351351351352
2008-10-23,0.6280943025540275,0.6443243243243243
2008-10-24,0.5992141453831041,0.6316216216216216
2008-10-27,0.5648330058939096,0.6067567567567568
2008-10-28,0.6304518664047152,0.6727027027027027
2008-10-29,0.6318271119842829,0.6610810810810811
2008-10-30,0.6510805500982318,0.6867567567567567
2008-10-31,0.6559921414538311,0.7048648648648648
2008-11-03,0.6577603143418467,0.7105405405405405
2008-11-04,0.681728880157171,0.7410810810810812
2008-11-05,0.6573673870333988,0.7108108108108109
2008-11-06,0.6259332023575639,0.6656756756756756
2008-11-07,0.6465618860510804,0.6843243243243243
2008-11-10,0.6504911591355599,0.6683783783783784
2008-11-11,0.6337917485265225,0.6564864864864864
2008-11-12,0.6090373280943026,0.6345945945945946
2008-11-13,0.6640471512770137,0.6727027027027027
2008-11-14,0.6255402750491159,0.635945945945946
2008-11-17,0.6324165029469548,0.6162162162162163
2008-11-18,0.6449901768172888,0.63
2008-11-19,0.6092337917485265,0.5916216216216217
2008-11-20,0.5705304518664047,0.5402702702702702
2008-11-21,0.5990176817288801,0.5732432432432433
2008-11-24,0.6349705304518665,0.6135135135135135
2008-11-25,0.6296660117878192,0.6254054054054055
2008-11-26,0.6575638506876228,0.6527027027027027
2008-11-28,0.6703339882121807,0.6878378378378378
2008-12-01,0.6066797642436149,0.5986486486486486
2008-12-02,0.6402750491159136,0.6278378378378379
2008-12-03,0.6369351669941061,0.6318918918918919
2008-12-04,0.6241650294695481,0.6105405405405405
2008-12-05,0.6363457760314342,0.6318918918918919
2008-12-08,0.6451866404715129,0.6575675675675675
2008-12-09,0.6333988212180747,0.6545945945945946
2008-12-10,0.6383104125736739,0.6605405405405406
2008-12-11,0.6113948919449902,0.6389189189189189
2008-12-12,0.6149312377210217,0.6345945945945946
2008-12-15,0.6139489194499018,0.6286486486486487
2008-12-16,0.6483300589390962,0.6645945945945946
2008-12-17,0.6491159135559922,0.6805405405405406
2008-12-18,0.6416502946954813,0.6813513513513514
2008-12-19,0.656188605108055,0.6908108108108107
2008-12-22,0.6528487229862475,0.6724324324324324
2008-12-23,0.6418467583497054,0.6772972972972973
2008-12-24,0.655599214145383,0.682972972972973
2008-12-26,0.6699410609037328,0.6805405405405406
2008-12-29,0.6597249508840864,0.6754054054054054
2008-12-30,0.6878192534381139,0.7037837837837838
2008-12-31,0.6886051080550097,0.7167567567567568
