,STX,FOR
2008-08-06,0.7190635451505017,0.7554192229038854
2008-08-07,0.7114190157668419,0.7366053169734152
2008-08-08,0.716674629718108,0.7566462167689162
2008-08-11,0.7396082178690875,0.7865030674846626
2008-08-12,0.7687529861442906,0.8012269938650307
2008-08-13,0.7534639273769709,0.8134969325153375
2008-08-14,0.7687529861442906,0.8196319018404908
2008-08-15,0.8002866698518872,0.8192229038854807
2008-08-18,0.7701863354037267,0.8208588957055215
2008-08-19,0.7596751075011945,0.8155419222903886
2008-08-20,0.7620640229335881,0.7889570552147239
2008-08-21,0.7816531294792164,0.7685071574642127
2008-08-22,0.7754419493549929,0.7811860940695298
2008-08-25,0.747730530339226,0.7685071574642127
2008-08-26,0.7462971810797897,0.7828220858895706
2008-08-27,0.749641662685141,0.7910020449897751
2008-08-28,0.7343526039178213,0.8413087934560327
2008-08-29,0.7123745819397993,0.8245398773006135
2008-09-02,0.714763497372193,0.8269938650306748
2008-09-03,0.7032967032967034,0.8380368098159509
2008-09-04,0.7042522694696608,0.7999999999999999
2008-09-05,0.7037744863831821,0.7783231083844582
2008-09-08,0.696607740086001,0.8278118609406953
2008-09-09,0.6731963688485427,0.7578732106339469
2008-09-10,0.68561872909699,0.7750511247443763
2008-09-11,0.6684185379837554,0.750920245398773
2008-09-12,0.6488294314381271,0.7505112474437629
2008-09-15,0.6292403248924988,0.6613496932515338
2008-09-16,0.577639751552795,0.6584867075664622
2008-09-17,0.5623506927854753,0.594683026584867
2008-09-18,0.5699952221691352,0.5930470347648262
2008-09-19,0.6139512661251791,0.7267893660531697
2008-09-22,0.5824175824175823,0.6351738241308793
2008-09-23,0.5814620162446249,0.6159509202453988
2008-09-24,0.5886287625418061,0.6151329243353784
2008-09-25,0.5957955088389871,0.6388548057259713
2008-09-26,0.5934065934065934,0.6233128834355829
2008-09-29,0.5609173435260392,0.5173824130879346
2008-09-30,0.5790731008122312,0.6032719836400818
2008-10-01,0.5518394648829432,0.5807770961145194
2008-10-02,0.5355948399426661,0.5284253578732107
2008-10-03,0.5222169135212613,0.5263803680981595
2008-10-06,0.5169612995699953,0.5063394683026585
2008-10-07,0.4730052556139513,0.4670756646216769
2008-10-08,0.462494027711419,0.4486707566462168
2008-10-09,0.44529383659818444,0.4073619631901841
2008-10-10,0.4137601528905877,0.5051124744376279
2008-10-13,0.444338270425227,0.5934560327198364
2008-10-14,0.42092689918776877,0.5026584867075664
2008-10-15,0.40372670807453415,0.4229038854805726
2008-10-16,0.40754897276636404,0.46789366053169734
2008-10-17,0.41997133301481127,0.4576687116564417
2008-10-20,0.40754897276636404,0.47893660531697346
2008-10-21,0.387482083134257,0.4351738241308794
2008-10-22,0.3822264691829909,0.3791411042944785
2008-10-23,0.3368370759675107,0.35501022494887524
2008-10-24,0.336359292881032,0.3165644171779141
2008-10-27,0.31963688485427616,0.2593047034764826
2008-10-28,0.31581462016244627,0.3169734151329243
2008-10-29,0.30817009077878643,0.28343558282208586
2008-10-30,0.3062589584328715,0.3128834355828221
2008-10-31,0.32345914954610605,0.35787321063394684
2008-11-03,0.3377926421404682,0.36441717791411044
2008-11-04,0.35977066411849024,0.36809815950920244
2008-11-05,0.3349259436215958,0.3038854805725971
2008-11-06,0.30721452460582893,0.2703476482617587
2008-11-07,0.3153368370759675,0.26339468302658486
2008-11-10,0.296225513616818,0.2515337423312884
2008-11-11,0.2623029144768275,0.23435582822085893
2008-11-12,0.22981366459627328,0.19918200408997955
2008-11-13,0.2398471094123268,0.21717791411042944
2008-11-14,0.23268036311514573,0.17955010224948875
2008-11-17,0.2279025322503583,0.15010224948875256
2008-11-18,0.2064022933588151,0.1685071574642127
2008-11-19,0.18681318681318682,0.1554192229038855
2008-11-20,0.1829909221213569,0.12065439672801637
2008-11-21,0.21022455805064502,0.1488752556237219
2008-11-24,0.21309125656951744,0.20613496932515338
2008-11-25,0.2111801242236025,0.19591002044989775
2008-11-26,0.21548017200191114,0.20163599182004088
2008-11-28,0.20114667940754896,0.18936605316973415
2008-12-01,0.1839464882943144,0.130879345603272
2008-12-02,0.20592451027233635,0.150920245398773
2008-12-03,0.21022455805064502,0.1619631901840491
2008-12-04,0.2054467271858576,0.15296523517382415
2008-12-05,0.21595795508838986,0.19100204498977505
2008-12-08,0.24653607262302915,0.2184049079754601
2008-12-09,0.24319159101767798,0.18609406952965235
2008-12-10,0.2623029144768275,0.20572597137014317
2008-12-11,0.22742474916387959,0.18077709611451942
2008-12-12,0.25179168657429524,0.18895705521472395
2008-12-15,0.22742474916387959,0.1918200408997955
2008-12-16,0.21261347348303872,0.2118609406952965
2008-12-17,0.2279025322503583,0.2184049079754601
2008-12-18,0.21691352126134736,0.20204498977505114
2008-12-19,0.21739130434782608,0.2584867075664622
2008-12-22,0.21070234113712374,0.26094069529652353
2008-12-23,0.2078356426182513,0.27280163599182006
2008-12-24,0.1978021978021978,0.26625766871165646
2008-12-26,0.1987577639751553,0.2879345603271984
2008-12-29,0.1954132823698041,0.28016359918200406
2008-12-30,0.1978021978021978,0.34274028629856856
2008-12-31,0.21165790731008122,0.38936605316973416
