,LNDC,NWBI
2008-08-06,0.9083245521601685,0.9371963913948648
2008-08-07,0.8977871443624867,0.9240111034004164
2008-08-08,0.9220231822971549,0.9361554476058292
2008-08-11,0.9357218124341412,0.9597501734906315
2008-08-12,0.9620653319283456,0.9489937543372658
2008-08-13,1.0242360379346682,0.9559333795975018
2008-08-14,1.0,0.9607911172796669
2008-08-15,0.9631190727081138,0.9659958362248439
2008-08-18,0.9315068493150684,0.9580152671755725
2008-08-19,0.9504741833508956,0.9437890353920888
2008-08-20,0.9483667017913593,0.9316446911866759
2008-08-21,0.9715489989462592,0.9302567661346287
2008-08-22,0.9567966280295047,0.9476058292852185
2008-08-25,0.9293993677555321,0.9278278972935461
2008-08-26,0.946259220231823,0.9316446911866759
2008-08-27,1.0,0.9562803608605135
2008-08-28,1.0463645943097997,0.967383761276891
2008-08-29,0.9894625922023182,0.9625260235947258
2008-09-02,0.9747102212855637,0.9632199861207495
2008-09-03,0.9789251844046364,0.9767522553782095
2008-09-04,0.9325605900948366,0.9614850798056905
2008-09-05,0.9020021074815596,0.9729354614850798
2008-09-08,0.928345626975764,0.989590562109646
2008-09-09,0.9315068493150684,0.9715475364330326
2008-09-10,0.9494204425711275,0.9663428174878557
2008-09-11,0.9599578503688092,0.965648854961832
2008-09-12,0.9620653319283456,0.9753643303261623
2008-09-15,0.923076923076923,0.9486467730742539
2008-09-16,0.9652265542676501,0.9958362248438584
2008-09-17,0.923076923076923,0.9510756419153366
2008-09-18,0.9399367755532139,1.0097154753643303
2008-09-19,1.0200210748155953,1.0062456627342122
2008-09-22,0.9736564805057956,1.003469812630118
2008-09-23,0.9041095890410958,0.9843858431644692
2008-09-24,0.8661749209694416,0.9802220680083276
2008-09-25,0.8703898840885141,0.9802220680083276
2008-09-26,0.8514225500526871,0.9698126301179736
2008-09-29,0.8587987355110643,0.9243580846634282
2008-09-30,0.8630136986301369,0.9555863983344899
2008-10-01,0.8271865121180189,0.9541984732824428
2008-10-02,0.7955742887249736,0.9541984732824428
2008-10-03,0.8071654373024236,0.9541984732824428
2008-10-06,0.7966280295047418,0.9528105482303956
2008-10-07,0.7903055848261328,0.9274809160305344
2008-10-08,0.7839831401475237,0.9052741151977793
2008-10-09,0.6996838777660696,0.8834142956280361
2008-10-10,0.7787144362486828,0.8917418459403192
2008-10-13,0.8419388830347735,0.9677307425399029
2008-10-14,0.8535300316122233,1.0114503816793892
2008-10-15,0.8587987355110643,0.9458709229701596
2008-10-16,0.9093782929399369,0.9941013185287993
2008-10-17,0.9473129610115911,0.9541984732824428
2008-10-20,0.9430979978925184,0.9743233865371269
2008-10-21,0.9157007376185458,0.8997224149895905
2008-10-22,0.8788198103266596,0.8684941013185288
2008-10-23,0.9062170706006322,0.8750867453157529
2008-10-24,0.8904109589041095,0.8501040943789036
2008-10-27,0.8166491043203372,0.8306731436502429
2008-10-28,0.8777660695468914,0.878209576682859
2008-10-29,0.8946259220231823,0.8400416377515615
2008-10-30,0.9325605900948366,0.9021512838306731
2008-10-31,0.9852476290832455,0.919500346981263
2008-11-03,0.9905163329820864,0.9170714781401804
2008-11-04,0.9757639620653319,0.9087439278278974
2008-11-05,0.9030558482613277,0.8702290076335877
2008-11-06,0.8714436248682823,0.8605135322692575
2008-11-07,0.8977871443624867,0.868147120055517
2008-11-10,0.8682824025289779,0.839000693962526
2008-11-11,0.821917808219178,0.8369188063844553
2008-11-12,0.7713382507903056,0.8206106870229007
2008-11-13,0.8493150684931507,0.8539208882720333
2008-11-14,0.7850368809272918,0.7973629424011104
2008-11-17,0.7555321390937829,0.7661346287300486
2008-11-18,0.7755532139093783,0.7643997224149897
2008-11-19,0.6480505795574288,0.7231089521165857
2008-11-20,0.6122233930453108,0.7033310201249132
2008-11-21,0.6459430979978925,0.7231089521165857
2008-11-24,0.6880927291886196,0.662734212352533
2008-11-25,0.6954689146469968,0.7286606523247745
2008-11-26,0.7492096944151739,0.7307425399028452
2008-11-28,0.7312961011591149,0.7435808466342817
2008-12-01,0.6375131717597471,0.6551006245662734
2008-12-02,0.6828240252897787,0.6922276197085357
2008-12-03,0.6923076923076923,0.7182512144344205
2008-12-04,0.6512118018967333,0.7040249826509368
2008-12-05,0.6701791359325606,0.7383761276891048
2008-12-08,0.6828240252897787,0.7463566967383761
2008-12-09,0.6891464699683878,0.7068008327550312
2008-12-10,0.7197049525816649,0.7081887578070785
2008-12-11,0.708113804004215,0.6769604441360167
2008-12-12,0.7323498419388831,0.7057598889659958
2008-12-15,0.7418335089567966,0.6901457321304649
2008-12-16,0.7481559536354057,0.727619708535739
2008-12-17,0.7671232876712328,0.7300485773768216
2008-12-18,0.7586933614330874,0.7286606523247745
2008-12-19,0.7755532139093783,0.7109646079111728
2008-12-22,0.761854583772392,0.7231089521165857
2008-12-23,0.7355110642781876,0.7283136710617626
2008-12-24,0.7091675447839831,0.7255378209576683
2008-12-26,0.6733403582718651,0.7300485773768216
2008-12-29,0.6332982086406743,0.7165163081193615
2008-12-30,0.6417281348788197,0.7428868841082582
2008-12-31,0.6933614330874605,0.7418459403192227
