,SRCL,ABT
2008-08-06,1.0073005093378609,1.021372719374457
2008-08-07,0.9891341256366724,1.0140747176368377
2008-08-08,1.002546689303905,1.0257167680278019
2008-08-11,1.0067911714770799,1.0234578627280626
2008-08-12,1.0052631578947369,1.0231103388357952
2008-08-13,1.0106960950764008,1.0156385751520418
2008-08-14,1.0225806451612902,1.0199826238053866
2008-08-15,1.0317487266553482,1.0359687228496959
2008-08-18,1.0234295415959254,1.0245004344048654
2008-08-19,1.0186757215619695,1.0227628149435275
2008-08-20,1.0276740237691002,1.01372719374457
2008-08-21,1.0166383701188455,1.0085143353605561
2008-08-22,1.037691001697793,1.0161598609904432
2008-08-25,1.0088285229202039,1.0036490008688097
2008-08-26,1.004414261460102,1.0003475238922677
2008-08-27,1.0222410865874363,1.0029539530842746
2008-08-28,1.032427843803056,1.0208514335360557
2008-08-29,1.0067911714770799,0.9979148566463945
2008-09-02,1.000509337860781,1.0253692441355344
2008-09-03,0.9954159592529712,1.0066029539530843
2008-09-04,0.9651952461799661,0.982971329278888
2008-09-05,0.9740237691001697,0.990616854908775
2008-09-08,0.9731748726655348,1.0151172893136404
2008-09-09,0.9521222410865874,0.9987836663770634
2008-09-10,0.9752122241086587,1.006081668114683
2008-09-11,0.9991511035653651,1.0305821025195483
2008-09-12,1.0212224108658743,1.0267593397046049
2008-09-15,1.0173174872665536,1.0161598609904432
2008-09-16,1.0616298811544993,1.0392701998262381
2008-09-17,1.036332767402377,0.9947871416159861
2008-09-18,1.099660441426146,1.0092093831450912
2008-09-19,1.0842105263157895,1.0201563857515206
2008-09-22,1.0697792869269949,0.9928757602085144
2008-09-23,1.067741935483871,1.0166811468288446
2008-09-24,1.0560271646859083,1.0225890529973936
2008-09-25,1.0584040747028862,1.0309296264118157
2008-09-26,1.0736842105263158,1.0321459600347525
2008-09-29,1.0120543293718167,0.9973935708079931
2008-09-30,1.0001697792869269,1.0005212858384014
2008-10-01,0.9859083191850595,1.012858384013901
2008-10-02,0.9748726655348048,1.0234578627280626
2008-10-03,0.9595925297113753,1.0166811468288446
2008-10-06,0.9239388794567064,0.9800173761946134
2008-10-07,0.8989813242784381,0.9709817549956561
2008-10-08,0.8741935483870968,0.960729800173762
2008-10-09,0.8290322580645161,0.8731537793223284
2008-10-10,0.835653650254669,0.8592528236316248
2008-10-13,0.9237691001697792,0.941963509991312
2008-10-14,0.9212224108658743,0.9518679409209384
2008-10-15,0.8609507640067912,0.9362293657688967
2008-10-16,0.9256366723259764,0.9622936576889662
2008-10-17,0.9383701188455009,0.9636837532580366
2008-10-20,0.9582342954159593,1.0
2008-10-21,0.9062818336162989,0.9728931364031278
2008-10-22,0.8845500848896435,0.935881841876629
2008-10-23,0.8825127334465195,0.9560382276281495
2008-10-24,0.8556876061120543,0.9435273675065161
2008-10-27,0.838370118845501,0.9238922675933972
2008-10-28,0.8842105263157894,0.9556907037358819
2008-10-29,0.9045840407470289,0.9412684622067768
2008-10-30,0.9646859083191851,0.9480451781059949
2008-10-31,0.9920203735144313,0.9582971329278888
2008-11-03,0.9831918505942274,0.9730668983492615
2008-11-04,0.9838709677419356,0.9801911381407472
2008-11-05,0.9541595925297115,0.9588184187662903
2008-11-06,0.9269949066213923,0.9337966985230235
2008-11-07,0.9499151103565365,0.9609035621198957
2008-11-10,0.9517826825127335,0.9622936576889662
2008-11-11,0.9611205432937182,0.9586446568201564
2008-11-12,0.9336162988115451,0.9470026064291921
2008-11-13,0.9969439728353141,0.9928757602085144
2008-11-14,0.9848896434634974,0.9567332754126847
2008-11-17,0.999490662139219,0.9612510860121634
2008-11-18,1.03786078098472,0.982971329278888
2008-11-19,1.0057724957555179,0.9473501303214596
2008-11-20,0.9336162988115451,0.8748913987836664
2008-11-21,0.9370118845500849,0.8952215464813207
2008-11-24,0.9533106960950763,0.8823631624674197
2008-11-25,0.9728353140916808,0.8900086880973067
2008-11-26,0.9424448217317487,0.8926151172893136
2008-11-28,0.9728353140916808,0.910338835794961
2008-12-01,0.868760611205433,0.8714161598609904
2008-12-02,0.9035653650254669,0.9030408340573415
2008-12-03,0.9030560271646859,0.9235447437011295
2008-12-04,0.869609507640068,0.9040834057341443
2008-12-05,0.9037351443123939,0.9165942658557776
2008-12-08,0.9191850594227504,0.9195482189400522
2008-12-09,0.8932088285229202,0.9030408340573415
2008-12-10,0.9045840407470289,0.8952215464813207
2008-12-11,0.8850594227504245,0.8867072111207647
2008-12-12,0.8964346349745331,0.8818418766290183
2008-12-15,0.8862478777589134,0.8973066898349262
2008-12-16,0.9302207130730051,0.9237185056472632
2008-12-17,0.9251273344651954,0.9046046915725457
2008-12-18,0.9227504244482173,0.9033883579496091
2008-12-19,0.8976230899830221,0.9082536924413555
2008-12-22,0.8730050933786079,0.9158992180712424
2008-12-23,0.8657045840407471,0.9115551694178975
2008-12-24,0.8758913412563668,0.9148566463944396
2008-12-26,0.868590831918506,0.9124239791485664
2008-12-29,0.866044142614601,0.9065160729800175
2008-12-30,0.8757215619694397,0.9237185056472632
2008-12-31,0.8842105263157894,0.927367506516073
