"","X1","OMG","BGCP","long_distance","Fx","Fy","MI_X","MI_Y"
"45",2009-03-09,0.662880508859609,0.537366548042705,"BGCP",0.670995670995671,0.0476190476190476,0.884985529632532,0.0212255107798085
"46",2009-03-10,0.73284870513403,0.590747330960854,"BGCP",0.961038961038961,0.961038961038961,0.805440853441396,0.805440853441396
"47",2009-03-11,0.761472058155384,0.576512455516014,"BGCP",0.831168831168831,0.29004329004329,0.922548328285432,0.146859972942526
"48",2009-03-12,0.815084052703317,0.708185053380783,"BGCP",0.922077922077922,1,1.14854831577693e-05,0.9999999999
"49",2009-03-13,0.798727850976829,0.722419928825623,"BGCP",0.350649350649351,0.783549783549784,0.217694510898,0.874671198628293
"50",2009-03-16,0.798273512039982,0.697508896797153,"BGCP",0.519480519480519,0.233766233766234,0.659703752423108,0.204251365489126
"51",2009-03-17,0.817810086324398,0.715302491103203,"BGCP",0.731601731601732,0.826839826839827,0.586574948474782,0.795921521273665
"52",2009-03-18,0.876419809177646,0.875444839857651,"BGCP",0.922077922077922,1,1.14854831577693e-05,0.9999999999
"53",2009-03-19,0.866878691503862,0.918149466192171,NA,0.415584415584416,0.883116883116883,0.201281287348327,0.942426539005989
"54",2009-03-20,0.857791912766924,0.893238434163701,NA,0.415584415584416,0.264069264069264,0.525944799968448,0.271739019558134
"55",2009-03-23,0.920036347114948,1.01779359430605,NA,0.922077922077922,0.978354978354978,0.557599271389876,0.942485555556637
"56",2009-03-24,0.913221263062244,0.97864768683274,NA,0.437229437229437,0.220779220779221,0.574793772140025,0.213611489053563
"57",2009-03-25,0.931849159472967,0.99644128113879,NA,0.688311688311688,0.779220779220779,0.576252964742203,0.75750561336374
"58",2009-03-26,0.987278509768287,1,NA,0.896103896103896,0.658008658008658,0.912116567073167,0.401923297431405
"59",2009-03-27,0.937301226715129,0.935943060498221,NA,0.151515151515152,0.0995670995670996,0.292510564642152,0.155757841556573
"60",2009-03-30,0.882326215356656,0.832740213523132,NA,0.134199134199134,0.0173160173160173,0.497848592762817,0.0220610285759502
"61",2009-03-31,0.877782825988187,0.786476868327402,NA,0.471861471861472,0.116883116883117,0.67939529113261,0.0932353825370525
"62",2009-04-01,0.974557019536574,0.775800711743772,"BGCP",0.961038961038961,0.380952380952381,0.989818435492472,0.0976625778095537
"63",2009-04-02,1.02362562471604,0.879003558718861,"BGCP",0.878787878787879,0.978354978354978,0.447321097335799,0.964517263724543
"64",2009-04-03,1.07587460245343,0.907473309608541,"BGCP",0.878787878787879,0.848484848484849,0.789659027482704,0.699376148097734
"65",2009-04-06,1.07087687414811,0.914590747330961,"BGCP",0.480519480519481,0.714285714285714,0.383502237739869,0.770685242950511
"66",2009-04-07,0.971830985915493,0.893238434163701,"BGCP",0.0822510822510823,0.29004329004329,0.083825669469883,0.516479858451547
"67",2009-04-08,1.04134484325307,0.99288256227758,"BGCP",0.922077922077922,0.96969696969697,0.619508161713392,0.915497283041691
"68",2009-04-09,1.11313039527488,1.01423487544484,"BGCP",0.917748917748918,0.792207792207792,0.894374824842709,0.534379791599285
"69",2009-04-13,1.10722398909587,0.99644128113879,"BGCP",0.467532467532468,0.333333333333333,0.554136483574296,0.33477778185614
"70",2009-04-14,1.0881417537483,0.9644128113879,"BGCP",0.372294372294372,0.242424242424242,0.484812632438085,0.260642213853523
"71",2009-04-15,1.10767832803271,1.03202846975089,"BGCP",0.675324675324675,0.909090909090909,0.3989473792404,0.922317706222565
"72",2009-04-16,1.20308950477056,1.01423487544484,"BGCP",0.943722943722944,0.341991341991342,0.98370794536607,0.101523060521126
"73",2009-04-17,1.27260336210813,1.01423487544484,"BGCP",0.891774891774892,0.627705627705628,0.914829982879861,0.375867085404347
"74",2009-04-20,1.17401181281236,0.900355871886121,"BGCP",0.0952380952380952,0.012987012987013,0.466825219369902,0.0210628131860976
"75",2009-04-21,1.23443889141299,0.935943060498221,"BGCP",0.878787878787879,0.87012987012987,0.765953863403157,0.738648845039323
"76",2009-04-22,1.24761472058155,0.943060498220641,"BGCP",0.61038961038961,0.70995670995671,0.533708325759823,0.712190901874781
"77",2009-04-23,1.22853248523398,0.918149466192171,"BGCP",0.398268398268398,0.264069264069264,0.505007831687831,0.277899101784261
"78",2009-04-24,1.28895956383462,0.943060498220641,"BGCP",0.861471861471861,0.831168831168831,0.776600453529288,0.69327801428758
"79",2009-04-27,1.2480690595184,0.925266903914591,"BGCP",0.233766233766234,0.329004329004329,0.26575576327996,0.435237050112307
"80",2009-04-28,1.23761926397092,0.939501779359431,"BGCP",0.437229437229437,0.770562770562771,0.303848308412257,0.841825477165822
"81",2009-04-29,1.28532485233985,0.99288256227758,"BGCP",0.831168831168831,0.904761904761905,0.625467459532001,0.850130565830652
"82",2009-04-30,1.26578827805543,0.921708185053381,"BGCP",0.398268398268398,0.0692640692640693,0.654074903157071,0.0550181672750304
"83",2009-05-01,1.29713766469786,1,"BGCP",0.74025974025974,0.948051948051948,0.382272348175276,0.953006651807596
"84",2009-05-04,1.33802816901408,1.22775800711744,"BGCP",0.774891774891775,1,4.43407578853972e-06,0.9999999999
"85",2009-05-05,1.35029532030895,1.13879003558719,"BGCP",0.606060606060606,0.0692640692640693,0.828670586486676,0.0386327492813728
"86",2009-05-06,1.31712857791913,1.28113879003559,"BGCP",0.311688311688312,0.974025974025974,0.0572236926881842,0.995413818586535
"87",2009-05-07,1.13993639254884,1.1423487544484,NA,0.0173160173160173,0.0216450216450216,0.118767275536002,0.172199281719211
"88",2009-05-08,1.23898228078146,1.15658362989324,NA,0.943722943722944,0.748917748917749,0.945785242889792,0.406140461543834
"89",2009-05-11,1.17673784643344,1.09964412811388,NA,0.155844155844156,0.147186147186147,0.251002256516786,0.23062505209163
"90",2009-05-12,1.18355293048614,0.925266903914591,"BGCP",0.575757575757576,0.00865800865800866,0.890333767057466,0.00293423850532604
"91",2009-05-13,1.12994093593821,0.829181494661922,"BGCP",0.16017316017316,0.025974025974026,0.486042812972711,0.031374694828028
"92",2009-05-14,1.17628350749659,1.01423487544484,"BGCP",0.835497835497836,1,6.07380150940973e-06,0.9999999999
"93",2009-05-15,1.14902317128578,0.97864768683274,"BGCP",0.329004329004329,0.233766233766234,0.435237050112307,0.26575576327996
"94",2009-05-18,1.21671967287597,1.09252669039146,"BGCP",0.891774891774892,0.96969696969697,0.536988075418499,0.939134939664504
"95",2009-05-19,1.23034984098137,1.11743772241993,"BGCP",0.614718614718615,0.792207792207792,0.475051232184799,0.807431398871445
"96",2009-05-20,1.20763289413903,1.13879003558719,"BGCP",0.359307359307359,0.779220779220779,0.227419976188783,0.869034038657367
"97",2009-05-21,1.15038618809632,1.09252669039146,"BGCP",0.16017316017316,0.203463203463203,0.220814286461296,0.313284728689824
"98",2009-05-22,1.15129486597001,1.05871886120996,"BGCP",0.528138528138528,0.255411255411255,0.65882773489028,0.224967092598484
"99",2009-05-26,1.21399363925488,1.08540925266904,"BGCP",0.883116883116883,0.822510822510823,0.819869398533059,0.648334999718735
"100",2009-05-27,1.18945933666515,1.0711743772242,"BGCP",0.346320346320346,0.38961038961039,0.382037106762137,0.454339890600389
"101",2009-05-28,1.1976374375284,1.09608540925267,"BGCP",0.597402597402597,0.796536796536797,0.451271283166163,0.819038112618363
"102",2009-05-29,1.20399818264425,1.19928825622776,"BGCP",0.575757575757576,0.961038961038961,0.197357840805841,0.982689340685862
"103",2009-06-01,1.27578373466606,1.22064056939502,"BGCP",0.896103896103896,0.779220779220779,0.867983494680537,0.558103878947235
"104",2009-06-02,1.3062244434348,1.20640569395018,"BGCP",0.731601731601732,0.406926406926407,0.81246342349341,0.297557790777381
"105",2009-06-03,1.27669241253975,1.20996441281139,"BGCP",0.329004329004329,0.653679653679654,0.257223750040152,0.760088605284625
"106",2009-06-04,1.30849613811904,1.21708185053381,"BGCP",0.744588744588745,0.683982683982684,0.716059845787517,0.59889144117928
"107",2009-06-05,1.30395274875057,1.21708185053381,"BGCP",0.493506493506494,0.627705627705628,0.447180964989768,0.669260881564934
"108",2009-06-08,1.28895956383462,1.15658362989324,"BGCP",0.415584415584416,0.147186147186147,0.597071187827299,0.135221289536162
"109",2009-06-09,1.31894593366652,1.16014234875445,"BGCP",0.714285714285714,0.658008658008658,0.692906884103272,0.588432690882081
"110",2009-06-10,1.30758746024534,1.22419928825623,"BGCP",0.437229437229437,0.9004329004329,0.200113237194781,0.952321576109858
"111",2009-06-11,1.30940481599273,1.23131672597865,"BGCP",0.541125541125541,0.683982683982684,0.469578776703044,0.713249487660616
"112",2009-06-12,1.31758291685597,1.31672597864769,"BGCP",0.575757575757576,0.909090909090909,0.298892274575436,0.941640364640761
"113",2009-06-15,1.25761017719219,1.25266903914591,"BGCP",0.16017316017316,0.147186147186147,0.257842772064909,0.227518522786876
"114",2009-06-16,1.22898682417083,1.2135231316726,"BGCP",0.329004329004329,0.251082251082251,0.425520773031521,0.287922471258809
"115",2009-06-17,1.25124943207633,1.21708185053381,"BGCP",0.675324675324675,0.653679653679654,0.647597553660152,0.608404573576436
"116",2009-06-18,1.27169468423444,1.27046263345196,"BGCP",0.662337662337662,0.874458874458874,0.439437502299471,0.886189563946185
"117",2009-06-19,1.27169468423444,1.26690391459075,"BGCP",0.528138528138528,0.54978354978355,0.527078267105402,0.562919452162417
"118",2009-06-22,1.1685597455702,1.20284697508897,NA,0.0952380952380952,0.147186147186147,0.151100583386649,0.290948652509187
"119",2009-06-23,1.16537937301227,1.13879003558719,NA,0.497835497835498,0.12987012987013,0.695544949940012,0.102013457673431
"120",2009-06-24,1.20808723307587,1.24555160142349,NA,0.813852813852814,0.956709956709957,0.452079663342917,0.946671997733745
"121",2009-06-25,1.25124943207633,1.30249110320285,NA,0.805194805194805,0.874458874458874,0.633384950572539,0.818718955939997
"122",2009-06-26,1.27578373466606,1.44128113879004,"OMG",0.688311688311688,0.961038961038961,0.284603454709003,0.974395682662762
"123",2009-06-29,1.27896410722399,1.34875444839858,"OMG",0.54978354978355,0.0952380952380952,0.76676683342872,0.0636353190374993
"124",2009-06-30,1.31849159472967,1.34875444839858,"OMG",0.770562770562771,0.627705627705628,0.776446265834124,0.50900522802881
"125",2009-07-01,1.35256701499318,1.37010676156584,"OMG",0.744588744588745,0.770562770562771,0.657181580871279,0.71168723163475
