,RTN,MMM
2008-08-06,0.8872749281283099,0.8842507080408818
2008-08-07,0.8856105310939627,0.8764930427287282
2008-08-08,0.9125435012861249,0.9048146779953209
2008-08-11,0.9140565894991677,0.9158970570126832
2008-08-12,0.9240429717052504,0.9062923285309691
2008-08-13,0.9142078983204721,0.898411525674178
2008-08-14,0.9125435012861249,0.8993966260312771
2008-08-15,0.9337267362687244,0.9049378155399581
2008-08-18,0.9291874716295959,0.8921315108976728
2008-08-19,0.9129974277500378,0.8780938308090137
2008-08-20,0.9167801482826449,0.8704593030414974
2008-08-21,0.917385383567862,0.8731683290235193
2008-08-22,0.9117869571796035,0.8900381726388377
2008-08-25,0.9052806778635194,0.8709518532200469
2008-08-26,0.9033136631865638,0.8708287156754095
2008-08-27,0.9131487365713421,0.8708287156754095
2008-08-28,0.9202602511726433,0.8927471986208596
2008-08-29,0.907701619004388,0.8816648196034971
2008-09-02,0.9111817218943864,0.875754217460904
2008-09-03,0.908306854289605,0.8721832286664204
2008-09-04,0.8851566046300499,0.8587612363009481
2008-09-05,0.903464972007868,0.8519886713458934
2008-09-08,0.9216220305643819,0.8764930427287282
2008-09-09,0.9154183688909063,0.8551902475064648
2008-09-10,0.8860644575578757,0.8457086565693882
2008-09-11,0.9110304130730821,0.8612239871936954
2008-09-12,0.9199576335300347,0.86380987563108
2008-09-15,0.8952942956574368,0.8481714074621353
2008-09-16,0.8890906339839612,0.8586380987563109
2008-09-17,0.8415796640944166,0.8478019948282232
2008-09-18,0.8974126191556968,0.8681196896933876
2008-09-19,0.8854592222726585,0.8949636744243321
2008-09-22,0.8736571342109245,0.8705824405861348
2008-09-23,0.8533817521561506,0.8496490579977836
2008-09-24,0.8446058405205024,0.844354143578377
2008-09-25,0.8497503404448479,0.8586380987563109
2008-09-26,0.8482372522318051,0.8551902475064648
2008-09-29,0.8125283704039945,0.8166481960349711
2008-09-30,0.8096535027992131,0.8411525674178058
2008-10-01,0.817067635043123,0.8298239133111687
2008-10-02,0.7973974882735664,0.8077822928210812
2008-10-03,0.8045090028748676,0.7954685383573451
2008-10-06,0.7774247238614012,0.7757665312153676
2008-10-07,0.7754577091844455,0.7384558551902476
2008-10-08,0.7529126948101074,0.706440093584534
2008-10-09,0.6898169163262219,0.6587858638098757
2008-10-10,0.6907247692540475,0.668144317202315
2008-10-13,0.729157209865335,0.7341460411279399
2008-10-14,0.7454985625661976,0.731067602512006
2008-10-15,0.6819488576183991,0.6733160940770841
2008-10-16,0.6919352398244817,0.7052087181381604
2008-10-17,0.6781661370857921,0.6956039896564463
2008-10-20,0.721591768800121,0.708164019209457
2008-10-21,0.6766530488727492,0.7393178180027091
2008-10-22,0.6680284460584052,0.7165373722447975
2008-10-23,0.7087305189892571,0.757788449698313
2008-10-24,0.656680284460584,0.7340229035833026
2008-10-27,0.6575881373884097,0.7433813569757419
2008-10-28,0.7376305038583749,0.7918975495628618
2008-10-29,0.7199273717657739,0.7696096539834997
2008-10-30,0.7459524890301104,0.7702253417066864
2008-10-31,0.7733393856861854,0.7917744120182244
2008-11-03,0.7517022242396731,0.7894347986701146
2008-11-04,0.7675896504766228,0.8079054303657186
2008-11-05,0.7518535330609774,0.7944834380002462
2008-11-06,0.734453018610985,0.7678857283585766
2008-11-07,0.741413224390982,0.7983007018840045
2008-11-10,0.7557875624148888,0.7997783524196529
2008-11-11,0.7495839007414131,0.7681320034478514
2008-11-12,0.7273415040096838,0.7319295653244675
2008-11-13,0.7476168860644574,0.7933752000985101
2008-11-14,0.7249205628688151,0.7765053564831919
2008-11-17,0.7099409895596913,0.7486762713951484
2008-11-18,0.7158420335905583,0.7655461150104668
2008-11-19,0.6937509456801332,0.7236793498337644
2008-11-20,0.6886064457557874,0.6992981159955671
2008-11-21,0.7253744893327281,0.7548331486270164
2008-11-24,0.7025268573157815,0.7789681073759389
2008-11-25,0.692540475109699,0.7836473340721587
2008-11-26,0.7132697836283856,0.8115995567048393
2008-11-28,0.7383870479648963,0.8241595862578501
2008-12-01,0.6984415191405658,0.7677625908139393
2008-12-02,0.7399001361779391,0.7494150966629726
2008-12-03,0.7659252534422756,0.7475680334934122
2008-12-04,0.7305189892570737,0.7282354389853467
2008-12-05,0.7497352095627174,0.7369782046545993
2008-12-08,0.7706158269027084,0.7065632311291714
2008-12-09,0.7763655621122711,0.6914173131387761
2008-12-10,0.7828718414283553,0.7082871567540944
2008-12-11,0.7600242094114086,0.6789804211304027
2008-12-12,0.7686488122257527,0.6900628001477651
2008-12-15,0.7556362535935844,0.6850141608176333
2008-12-16,0.7666817975487971,0.7181381603250832
2008-12-17,0.76395823876532,0.7213397364856545
2008-12-18,0.7595702829474958,0.6983130156384683
2008-12-19,0.7509456801331518,0.697204777736732
2008-12-22,0.741413224390982,0.6941263391207979
2008-12-23,0.7406566802844606,0.6826745474695235
2008-12-24,0.7426236949614162,0.6834133727373477
2008-12-26,0.7461037978514148,0.6863686738086443
2008-12-29,0.7426236949614162,0.681812584657062
2008-12-30,0.7666817975487971,0.7039773426917868
2008-12-31,0.7722802239370555,0.708533431843369
