"","X1","FOX","FOXA","long_distance","Fx","Fy","MI_X","MI_Y"
"92",2009-05-14,1.00491642084562,0.91124871001032,"FOXA",0.883116883116883,0.948051948051948,0.020044757908466,0.991743517333185
"93",2009-05-15,0.979351032448378,0.887512899896801,"FOXA",0.164502164502165,0.177489177489178,0.325398760320659,0.59983638342344
"94",2009-05-18,1.0353982300885,0.947368421052632,"FOXA",0.956709956709957,0.956709956709957,0.563495564308433,0.563495564308433
"95",2009-05-19,1.03736479842675,0.949432404540764,"FOXA",0.593073593073593,0.614718614718615,0.38863415337371,0.62842466248409
"96",2009-05-20,1.02163225172075,0.934984520123839,"FOXA",0.277056277056277,0.303030303030303,0.295921510449872,0.652772098641405
"97",2009-05-21,0.966568338249754,0.887512899896801,"FOXA",0.0692640692640693,0.0909090909090909,0.105882949740939,0.841791151638835
"98",2009-05-22,1.00294985250737,0.91124871001032,"FOXA",0.891774891774892,0.83982683982684,0.926136640214045,0.117479120738979
"99",2009-05-26,1.05211406096362,0.963880288957688,"FOXA",0.935064935064935,0.948051948051948,0.287644553533642,0.808811184250077
"100",2009-05-27,1.04129793510324,0.95562435500516,"FOXA",0.359307359307359,0.41991341991342,0.175128113222702,0.800247259022686
"101",2009-05-28,1.08161258603736,0.982456140350877,"FOXA",0.891774891774892,0.857142857142857,0.861530797026897,0.203698629941189
"102",2009-05-29,1.10422812192724,1.00928792569659,"FOXA",0.818181818181818,0.848484848484849,0.283568793340213,0.785672080930981
"103",2009-06-01,1.17109144542773,1.07327141382869,"FOXA",0.956709956709957,0.948051948051948,0.771215998062169,0.336416375239888
"104",2009-06-02,1.18682399213373,1.09494324045408,"FOXA",0.757575757575758,0.792207792207792,0.292596452738446,0.76340503392747
"105",2009-06-03,1.14060963618486,1.06707946336429,"FOXA",0.121212121212121,0.177489177489178,0.0451365752638785,0.928590831012066
"106",2009-06-04,1.14159292035398,1.05882352941176,"FOXA",0.575757575757576,0.424242424242424,0.96674549597966,0.0312972160453837
"107",2009-06-05,1.13569321533923,1.05675954592363,"FOXA",0.471861471861472,0.523809523809524,0.235143726060444,0.75712971154339
"108",2009-06-08,1.15240904621436,1.07533539731682,"FOXA",0.774891774891775,0.779220779220779,0.501728509439185,0.56591486193785
"109",2009-06-09,1.16125860373648,1.07946336429309,"FOXA",0.67965367965368,0.632034632034632,0.767668619825803,0.258141756119553
"110",2009-06-10,1.16912487708948,1.08462332301342,"FOXA",0.670995670995671,0.645021645021645,0.664263793453773,0.366347366020602
"111",2009-06-11,1.16322517207473,1.08359133126935,"FOXA",0.471861471861472,0.545454545454545,0.160507972316202,0.834937602362902
"112",2009-06-12,1.15339233038348,1.07430340557276,"FOXA",0.406926406926407,0.41991341991342,0.409555594500582,0.561093338418528
"113",2009-06-15,1.08751229105211,1.01238390092879,"FOXA",0.0692640692640693,0.0779220779220779,0.265653609464606,0.650251577867726
"114",2009-06-16,1.05506391347099,0.971104231166151,"FOXA",0.138528138528139,0.121212121212121,0.686005412283316,0.240802009793342
"115",2009-06-17,1.04129793510324,0.970072239422085,"FOXA",0.32034632034632,0.545454545454545,0.00428816943104836,0.994552076443425
"116",2009-06-18,1.04326450344149,0.968008255933953,"FOXA",0.593073593073593,0.523809523809524,0.825324258833915,0.17847471533617
"117",2009-06-19,1.04818092428712,0.984520123839009,"FOXA",0.614718614718615,0.770562770562771,0.0230003658591941,0.983072838843183
"118",2009-06-22,0.994100294985251,0.933952528379773,"FOXA",0.0692640692640693,0.0909090909090909,0.105882949740939,0.841791151638835
"119",2009-06-23,1,0.936016511867905,"FOXA",0.649350649350649,0.614718614718615,0.701075871895306,0.321694359201744
"120",2009-06-24,1.0117994100295,0.927760577915377,"FOXA",0.735930735930736,0.411255411255411,0.999490083494157,0.000580626906973321
"121",2009-06-25,1.03736479842675,0.944272445820434,"FOXA",0.865800865800866,0.779220779220779,0.964895700316986,0.0572294885323749
"122",2009-06-26,1.0353982300885,0.939112487100103,"FOXA",0.541125541125541,0.476190476190476,0.80664193493274,0.188379686712174
"123",2009-06-29,1.04818092428712,0.956656346749226,"FOXA",0.744588744588745,0.779220779220779,0.298239516796893,0.755087538260875
"124",2009-06-30,1.039331366765,0.940144478844169,"FOXA",0.406926406926407,0.277056277056277,0.963106192937871,0.0274480758024903
"125",2009-07-01,1.04621435594887,0.956656346749226,"FOXA",0.666666666666667,0.779220779220779,0.0571398157916526,0.957604565564849
