,GLT,BEN
2008-08-06,0.992079207920792,0.9792780121894045
2008-08-07,0.9518151815181518,0.9392405063291139
2008-08-08,0.9795379537953796,0.9797468354430379
2008-08-11,0.9993399339933994,1.0004688232536334
2008-08-12,1.0112211221122112,0.9581809657759024
2008-08-13,1.0244224422442243,0.9372714486638536
2008-08-14,1.0237623762376238,0.9614627285513362
2008-08-15,1.0145214521452144,0.9890295358649789
2008-08-18,1.0052805280528052,0.9534927332395686
2008-08-19,0.9834983498349835,0.927332395686826
2008-08-20,0.9953795379537954,0.9330520393811533
2008-08-21,0.9755775577557755,0.9343647444913268
2008-08-22,0.9828382838283829,0.9563994374120955
2008-08-25,0.9551155115511551,0.9373652133145803
2008-08-26,0.959075907590759,0.938302859821847
2008-08-27,0.966996699669967,0.9562119081106423
2008-08-28,0.9900990099009901,0.9930614158462259
2008-08-29,0.9683168316831683,0.9798406000937646
2008-09-02,0.9353135313531353,0.9865916549460853
2008-09-03,0.9386138613861387,0.9917487107360524
2008-09-04,0.9234323432343234,0.9522737927801219
2008-09-05,0.928052805280528,0.9439287388654477
2008-09-08,0.9498349834983498,0.9829348335677449
2008-09-09,0.9386138613861387,0.9168307548054383
2008-09-10,0.966996699669967,0.9078293483356773
2008-09-11,0.9801980198019802,0.8989217065166433
2008-09-12,0.9887788778877887,0.8977965307079231
2008-09-15,0.9452145214521452,0.837318330989217
2008-09-16,0.9834983498349835,0.8885138302859822
2008-09-17,0.8990099009900989,0.8382559774964838
2008-09-18,0.9194719471947195,0.8754805438349742
2008-09-19,1.0066006600660067,1.0126582278481011
2008-09-22,0.9861386138613861,0.907360525082044
2008-09-23,0.965016501650165,0.8983591186122831
2008-09-24,0.9452145214521452,0.8907641819034223
2008-09-25,0.9412541254125412,0.8991092358180965
2008-09-26,0.9240924092409241,0.9263947491795592
2008-09-29,0.8673267326732673,0.7857477730895451
2008-09-30,0.8937293729372936,0.8263478668541959
2008-10-01,0.8838283828382838,0.8617909048288794
2008-10-02,0.8105610561056105,0.8240975152367557
2008-10-03,0.7557755775577557,0.7750586029067041
2008-10-06,0.7201320132013201,0.7197374589779654
2008-10-07,0.6442244224422442,0.656446319737459
2008-10-08,0.6198019801980198,0.6203469292076886
2008-10-09,0.5359735973597359,0.5665260196905766
2008-10-10,0.5518151815181518,0.609563994374121
2008-10-13,0.6336633663366337,0.7030473511486169
2008-10-14,0.664026402640264,0.6854195968120018
2008-10-15,0.5914191419141914,0.5981247069854665
2008-10-16,0.6085808580858086,0.5908110642287857
2008-10-17,0.5716171617161716,0.6287857477730895
2008-10-20,0.5933993399339934,0.6581340834505391
2008-10-21,0.5788778877887788,0.6313173933427098
2008-10-22,0.5742574257425742,0.5817158931082982
2008-10-23,0.574917491749175,0.5226441631504922
2008-10-24,0.5524752475247524,0.5202062822315986
2008-10-27,0.5465346534653465,0.506797937177684
2008-10-28,0.594059405940594,0.5884669479606188
2008-10-29,0.6026402640264027,0.5816221284575714
2008-10-30,0.6561056105610561,0.6064697609001407
2008-10-31,0.6805280528052805,0.6375996249413971
2008-11-03,0.6521452145214521,0.6438818565400843
2008-11-04,0.7023102310231023,0.6829817158931083
2008-11-05,0.6732673267326732,0.6276605719643694
2008-11-06,0.6785478547854785,0.5713080168776371
2008-11-07,0.6963696369636964,0.6040318799812471
2008-11-10,0.6811881188118812,0.5840600093764651
2008-11-11,0.6712871287128712,0.5294889826535396
2008-11-12,0.6257425742574257,0.4971401781528364
2008-11-13,0.6574257425742575,0.5578059071729957
2008-11-14,0.6033003300330033,0.5103609939052977
2008-11-17,0.5986798679867987,0.4796999531176746
2008-11-18,0.5742574257425742,0.5052977027660571
2008-11-19,0.5273927392739274,0.4780121894045944
2008-11-20,0.5207920792079208,0.4631973745897796
2008-11-21,0.557095709570957,0.48851383028598216
2008-11-24,0.5815181518151815,0.547585560243788
2008-11-25,0.6158415841584158,0.5457102672292545
2008-11-26,0.6283828382838283,0.5627754336615096
2008-11-28,0.6283828382838283,0.5696202531645569
2008-12-01,0.5346534653465346,0.4826066572902016
2008-12-02,0.5854785478547854,0.5165494608532584
2008-12-03,0.598019801980198,0.5534927332395687
2008-12-04,0.5801980198019802,0.542709798406001
2008-12-05,0.6112211221122112,0.5795593061415846
2008-12-08,0.6349834983498349,0.6147210501640882
2008-12-09,0.6118811881188119,0.581153305203938
2008-12-10,0.6316831683168317,0.5870604781997186
2008-12-11,0.5920792079207922,0.5532114392873886
2008-12-12,0.6158415841584158,0.5561181434599156
2008-12-15,0.5841584158415841,0.549367088607595
2008-12-16,0.6204620462046204,0.5909985935302391
2008-12-17,0.6211221122112212,0.6052508204406938
2008-12-18,0.6,0.5729957805907173
2008-12-19,0.6072607260726072,0.5882794186591654
2008-12-22,0.5841584158415841,0.5706516643225503
2008-12-23,0.5821782178217821,0.5660571964369432
2008-12-24,0.5788778877887788,0.5691514299109236
2008-12-26,0.5775577557755776,0.5592123769338959
2008-12-29,0.5630363036303629,0.5578059071729957
2008-12-30,0.5782178217821782,0.5945616502578527
2008-12-31,0.6138613861386139,0.5980309423347397
