,DVA,ABT
2008-08-06,1.0902892942693938,1.021372719374457
2008-08-07,1.074074074074074,1.0140747176368377
2008-08-08,1.093237516123088,1.0257167680278019
2008-08-11,1.0961857379767828,1.0234578627280626
2008-08-12,1.091579141330385,1.0231103388357952
2008-08-13,1.0908420858669614,1.0156385751520418
2008-08-14,1.0943430993182237,1.0199826238053866
2008-08-15,1.1057674590012898,1.0359687228496959
2008-08-18,1.0790491984521835,1.0245004344048654
2008-08-19,1.0772065597936245,1.0227628149435275
2008-08-20,1.0757324488667772,1.01372719374457
2008-08-21,1.0737055463423621,1.0085143353605561
2008-08-22,1.0772065597936245,1.0161598609904432
2008-08-25,1.0589644370738898,1.0036490008688097
2008-08-26,1.0615441311958724,1.0003475238922677
2008-08-27,1.0661507278422702,1.0029539530842746
2008-08-28,1.0696517412935322,1.0208514335360557
2008-08-29,1.0574903261470425,0.9979148566463945
2008-09-02,1.0678091026349732,1.0253692441355344
2008-09-03,1.0597014925373134,1.0066029539530843
2008-09-04,1.0418278975492905,0.982971329278888
2008-09-05,1.0438548000737056,0.990616854908775
2008-09-08,1.0679933665008292,1.0151172893136404
2008-09-09,1.0517781463055094,0.9987836663770634
2008-09-10,1.044776119402985,1.006081668114683
2008-09-11,1.0683618942325408,1.0305821025195483
2008-09-12,1.080154781647319,1.0267593397046049
2008-09-15,1.0573060622811867,1.0161598609904432
2008-09-16,1.0620969227934403,1.0392701998262381
2008-09-17,1.0158466924636078,0.9947871416159861
2008-09-18,1.032798968122351,1.0092093831450912
2008-09-19,1.0552791597567717,1.0201563857515206
2008-09-22,1.0394324672931636,0.9928757602085144
2008-09-23,1.0322461765247835,1.0166811468288446
2008-09-24,1.0165837479270314,1.0225890529973936
2008-09-25,1.0362999815736134,1.0309296264118157
2008-09-26,1.039063939561452,1.0321459600347525
2008-09-29,1.0134512622074812,0.9973935708079931
2008-09-30,1.0504882992445181,1.0005212858384014
2008-10-01,1.0211903445734292,1.012858384013901
2008-10-02,0.9926294453657637,1.0234578627280626
2008-10-03,0.9859959461949511,1.0166811468288446
2008-10-06,0.9028929426939377,0.9800173761946134
2008-10-07,0.9133959830477243,0.9709817549956561
2008-10-08,0.9331122166943062,0.960729800173762
2008-10-09,0.8842822922424912,0.8731537793223284
2008-10-10,0.8649345863276211,0.8592528236316248
2008-10-13,0.9303482587064676,0.941963509991312
2008-10-14,0.9519071310116085,0.9518679409209384
2008-10-15,0.9060254284134881,0.9362293657688967
2008-10-16,0.9191081628892575,0.9622936576889662
2008-10-17,0.9275843007186291,0.9636837532580366
2008-10-20,0.9388243965358393,1.0
2008-10-21,0.9498802284871936,0.9728931364031278
2008-10-22,0.9045513174866409,0.935881841876629
2008-10-23,0.9157914133038512,0.9560382276281495
2008-10-24,0.8986548737792519,0.9435273675065161
2008-10-27,0.8570112400958171,0.9238922675933972
2008-10-28,0.9386401326699834,0.9556907037358819
2008-10-29,0.9388243965358393,0.9412684622067768
2008-10-30,0.994103556292611,0.9480451781059949
2008-10-31,1.0456974387322646,0.9582971329278888
2008-11-03,0.9721761562557582,0.9730668983492615
2008-11-04,0.9771512806338677,0.9801911381407472
2008-11-05,0.927768564584485,0.9588184187662903
2008-11-06,0.9251888704625023,0.9337966985230235
2008-11-07,0.9605675327068361,0.9609035621198957
2008-11-10,0.9906025428413487,0.9622936576889662
2008-11-11,0.9723604201216142,0.9586446568201564
2008-11-12,0.9578035747189975,0.9470026064291921
2008-11-13,0.9721761562557582,0.9928757602085144
2008-11-14,0.9463792150359314,0.9567332754126847
2008-11-17,0.9559609360604385,0.9612510860121634
2008-11-18,0.9614888520361157,0.982971329278888
2008-11-19,0.8665929611203242,0.9473501303214596
2008-11-20,0.7860696517412934,0.8748913987836664
2008-11-21,0.8245807997051777,0.8952215464813207
2008-11-24,0.8955223880597014,0.8823631624674197
2008-11-25,0.8866777224986179,0.8900086880973067
2008-11-26,0.8968122351206929,0.8926151172893136
2008-11-28,0.9259259259259258,0.910338835794961
2008-12-01,0.859406670351944,0.8714161598609904
2008-12-02,0.8724894048277133,0.9030408340573415
2008-12-03,0.861065045144647,0.9235447437011295
2008-12-04,0.8402432283029297,0.9040834057341443
2008-12-05,0.8752533628155518,0.9165942658557776
2008-12-08,0.8887046250230328,0.9195482189400522
2008-12-09,0.8993919292426755,0.9030408340573415
2008-12-10,0.8877833056937534,0.8952215464813207
2008-12-11,0.8837295006449235,0.8867072111207647
2008-12-12,0.8824396535839322,0.8818418766290183
2008-12-15,0.8890731527547447,0.8973066898349262
2008-12-16,0.9360604385480006,0.9237185056472632
2008-12-17,0.9227934402063754,0.9046046915725457
2008-12-18,0.9266629813893494,0.9033883579496091
2008-12-19,0.9216878570112401,0.9082536924413555
2008-12-22,0.9084208586696148,0.9158992180712424
2008-12-23,0.8929426939377187,0.9115551694178975
2008-12-24,0.8842822922424912,0.9148566463944396
2008-12-26,0.8988391376451078,0.9124239791485664
2008-12-29,0.8960751796572692,0.9065160729800175
2008-12-30,0.9045513174866409,0.9237185056472632
2008-12-31,0.9133959830477243,0.927367506516073
