"","X1","RTN","MMM","long_distance","Fx","Fy","MI_X","MI_Y"
"45",2009-03-09,0.650192307692308,0.710761953032607,NA,0.0606060606060606,0.683982683982684,0.0121113090421738,0.920693241901934
"46",2009-03-10,0.665576923076923,0.768541983443149,"RTN",0.909090909090909,0.991341991341991,0.27048534431917,0.99165481253283
"47",2009-03-11,0.645576923076923,0.79067410035479,"RTN",0.0692640692640693,0.917748917748918,0.01695373225377,0.978915614198212
"48",2009-03-12,0.67,0.810947795235682,"RTN",0.96969696969697,0.9004329004329,0.946982454615692,0.434884170473545
"49",2009-03-13,0.650384615384615,0.810947795235682,"RTN",0.0779220779220779,0.54978354978355,0.0211465129777587,0.871369341200049
"50",2009-03-16,0.666153846153846,0.801993579996621,"RTN",0.909090909090909,0.294372294372294,0.979320375478019,0.076677848167779
"51",2009-03-17,0.680576923076923,0.82378780199358,"RTN",0.878787878787879,0.9004329004329,0.660845419625305,0.773752237375991
"52",2009-03-18,0.698653846153846,0.831221490116574,"RTN",0.922077922077922,0.74025974025974,0.940706276718195,0.331473810660407
"53",2009-03-19,0.696346153846154,0.801993579996621,"RTN",0.445887445887446,0.051948051948052,0.844391125952269,0.0146757416754997
"54",2009-03-20,0.679807692307692,0.775975671566143,"RTN",0.112554112554113,0.0692640692640693,0.410016839053973,0.152341581218318
"55",2009-03-23,0.678846153846154,0.833248859604663,"RTN",0.502164502164502,0.987012987012987,0.108536382402004,0.998265538731549
"56",2009-03-24,0.692115384615385,0.815340429126542,"RTN",0.857142857142857,0.125541125541126,0.966172287858456,0.0290317966153399
"57",2009-03-25,0.715961538461538,0.82818043588444,"RTN",0.952380952380952,0.835497835497836,0.947895868155521,0.382755461256069
"58",2009-03-26,0.771153846153846,0.862138874809934,"RTN",0.995670995670996,0.965367965367965,0.987792740223633,0.331430232566126
"59",2009-03-27,0.757692307692308,0.85031255279608,"RTN",0.164502164502165,0.242424242424242,0.208733654975497,0.472383274672786
"60",2009-03-30,0.746153846153846,0.821929379962832,"RTN",0.186147186147186,0.0692640692640693,0.582044084689666,0.0788749397443682
"61",2009-03-31,0.748846153846154,0.840006757898294,"RTN",0.606060606060606,0.87012987012987,0.268261356709092,0.925143343901555
"62",2009-04-01,0.758269230769231,0.855718871430985,"RTN",0.796536796536797,0.865800865800866,0.545940879503737,0.809176424806115
"63",2009-04-02,0.771538461538462,0.880723095117419,"RTN",0.844155844155844,0.922077922077922,0.506347681812138,0.879958497949281
"64",2009-04-03,0.739807692307692,0.880385200202737,"RTN",0.0346320346320346,0.536796536796537,0.00658796940187618,0.887536236549675
"65",2009-04-06,0.801153846153846,0.879878357830715,"RTN",0.995670995670996,0.532467532467532,0.999610735783381,0.104926239652541
"66",2009-04-07,0.786153846153846,0.858253083291097,"RTN",0.164502164502165,0.108225108225108,0.428314879357085,0.180428952859961
"67",2009-04-08,0.803076923076923,0.868052035816861,"RTN",0.878787878787879,0.766233766233766,0.86186364754873,0.461611663431742
"68",2009-04-09,0.817115384615385,0.897617840851495,"RTN",0.844155844155844,0.956709956709957,0.380678587091498,0.951547655966002
"69",2009-04-13,0.809038461538462,0.901334684912992,"RTN",0.311688311688312,0.649350649350649,0.151990146590648,0.831668461386555
"70",2009-04-14,0.808269230769231,0.894407839162021,"RTN",0.515151515151515,0.363636363636364,0.649766639287072,0.286372585519448
"71",2009-04-15,0.811730769230769,0.907754688291941,"RTN",0.619047619047619,0.822510822510823,0.337634934991999,0.868625494610702
"72",2009-04-16,0.832307692307692,0.92515627639804,"RTN",0.909090909090909,0.865800865800866,0.820354541988923,0.600277216278179
"73",2009-04-17,0.8175,0.909106267950667,"RTN",0.164502164502165,0.194805194805195,0.264911268551877,0.377812468356927
"74",2009-04-20,0.792884615384615,0.878019935799966,"RTN",0.0692640692640693,0.051948051948052,0.327965913730892,0.182835568966448
"75",2009-04-21,0.790192307692308,0.900321000168947,"RTN",0.445887445887446,0.9004329004329,0.136839259807802,0.969595334766011
"76",2009-04-22,0.794230769230769,0.89643520865011,"RTN",0.649350649350649,0.41991341991342,0.774379200012135,0.259245333984342
"77",2009-04-23,0.846923076923077,0.915864166244298,"RTN",0.995670995670996,0.87012987012987,0.998327877829845,0.185186562537853
"78",2009-04-24,0.842692307692308,0.963000506842372,"RTN",0.415584415584416,0.978354978354978,0.0958623665103831,0.996800674155054
"79",2009-04-27,0.864038461538462,0.968913667849299,"RTN",0.909090909090909,0.692640692640693,0.940253518207563,0.30161636772929
"80",2009-04-28,0.863846153846154,0.955397871262037,"RTN",0.528138528138528,0.238095238095238,0.764443440262523,0.133501734068991
"81",2009-04-29,0.887692307692308,0.971785774624092,"RTN",0.922077922077922,0.852813852813853,0.8708100286415,0.526711517272156
"82",2009-04-30,0.869807692307692,0.973137354282818,"RTN",0.155844155844156,0.588744588744589,0.056398530910931,0.856204971607288
"83",2009-05-01,0.878269230769231,0.97786788308836,"RTN",0.744588744588745,0.675324675324675,0.714208903768327,0.517422411944118
"84",2009-05-04,0.903269230769231,0.988004730528806,"RTN",0.935064935064935,0.761904761904762,0.949901064157841,0.328564937719544
"85",2009-05-05,0.914038461538462,0.987159993242102,"RTN",0.779220779220779,0.523809523809524,0.862781154970464,0.274058444529525
"86",2009-05-06,0.915576923076923,0.999155262713296,"RTN",0.554112554112554,0.779220779220779,0.307266980490928,0.849010781099122
"87",2009-05-07,0.912884615384615,0.992904206791688,"RTN",0.45021645021645,0.402597402597403,0.518714905581398,0.398570511003346
"88",2009-05-08,0.928269230769231,1.01520527116067,"RTN",0.844155844155844,0.87012987012987,0.642780004123526,0.755366006392248
"89",2009-05-11,0.916538461538462,0.998648420341274,"RTN",0.268398268398268,0.212121212121212,0.444397132241028,0.268516131010715
"90",2009-05-12,0.920576923076923,1.00574421354959,"RTN",0.619047619047619,0.70995670995671,0.469179332327126,0.710724304485466
"91",2009-05-13,0.907692307692308,0.961986822098327,"RTN",0.203463203463203,0.0303030303030303,0.733007278096125,0.0185076767487913
"92",2009-05-14,0.904230769230769,0.978881567832404,"RTN",0.432900432900433,0.852813852813853,0.152455954545449,0.945706753050829
"93",2009-05-15,0.885961538461538,0.978543672917723,"RTN",0.155844155844156,0.536796536796537,0.0643871860729046,0.823962240653124
"94",2009-05-18,0.867884615384615,1.00067578982936,"RTN",0.151515151515152,0.874458874458874,0.0361906765095779,0.970995650675143
"95",2009-05-19,0.854615384615385,0.996789998310526,"RTN",0.186147186147186,0.445887445887446,0.113501322374903,0.725473641290384
"96",2009-05-20,0.86,0.983274201723264,"RTN",0.666666666666667,0.246753246753247,0.869996424885295,0.0980105913650559
"97",2009-05-21,0.84,0.955397871262037,"RTN",0.112554112554113,0.0865800865800866,0.351042722897101,0.204964534018366
"98",2009-05-22,0.835961538461538,0.947288393309681,"RTN",0.41991341991342,0.346320346320346,0.529577720210595,0.340683993980701
"99",2009-05-26,0.857307692307692,0.978374725460382,"RTN",0.909090909090909,0.956709956709957,0.541115617236117,0.897273596812462
"100",2009-05-27,0.85,0.946781550937658,"RTN",0.341991341991342,0.0692640692640693,0.764166686228472,0.0329843394305648
"101",2009-05-28,0.859423076923077,0.955397871262037,"RTN",0.766233766233766,0.74025974025974,0.682458194916669,0.601704928333151
"102",2009-05-29,0.858653846153846,0.96468998141578,"RTN",0.515151515151515,0.757575757575758,0.283160236515876,0.843491801604879
"103",2009-06-01,0.882307692307692,1.00168947457341,"RTN",0.922077922077922,0.961038961038961,0.562889036458053,0.891959234954179
"104",2009-06-02,0.875384615384615,1.01300895421524,"RTN",0.350649350649351,0.766233766233766,0.136815282016052,0.906423176395564
"105",2009-06-03,0.861923076923077,1.00523737117756,"RTN",0.186147186147186,0.363636363636364,0.151435602428884,0.629788842551904
"106",2009-06-04,0.865769230769231,1.01115053218449,"RTN",0.619047619047619,0.683982683982684,0.498228082839089,0.670285751987965
"107",2009-06-05,0.888846153846154,1.02956580503463,"RTN",0.922077922077922,0.861471861471861,0.86056547501479,0.548279575658553
"108",2009-06-08,0.883653846153846,1.02534211860112,"RTN",0.393939393939394,0.428571428571429,0.405851546902565,0.494087499661259
"109",2009-06-09,0.865,1.01942895759419,"RTN",0.138528138528139,0.406926406926407,0.0794290037457193,0.734533205270378
"110",2009-06-10,0.876923076923077,1.02145632708228,"RTN",0.805194805194805,0.606060606060606,0.853894387864426,0.341865545749068
"111",2009-06-11,0.878269230769231,1.02348369657037,"RTN",0.54978354978355,0.606060606060606,0.472670869744374,0.614638881148964
"112",2009-06-12,0.871346153846154,1.03057948977868,"RTN",0.350649350649351,0.70995670995671,0.158845412115992,0.865742591203465
"113",2009-06-15,0.865384615384615,1.00202736948809,"RTN",0.376623376623377,0.0909090909090909,0.762238107532391,0.0446037517272878
"114",2009-06-16,0.8625,0.98682209832742,"RTN",0.445887445887446,0.225108225108225,0.688578912324743,0.155978764814263
"115",2009-06-17,0.871346153846154,0.997465788139889,"RTN",0.753246753246753,0.761904761904762,0.631374806522556,0.658598701119888
"116",2009-06-18,0.882884615384615,1.00202736948809,"RTN",0.800865800865801,0.670995670995671,0.807571938551568,0.436454772961396
"117",2009-06-19,0.886153846153846,1.00304105423213,"RTN",0.606060606060606,0.558441558441558,0.606523608896853,0.485900315726944
"118",2009-06-22,0.8725,0.970941037337388,"RTN",0.186147186147186,0.0692640692640693,0.582044084689666,0.0788749397443682
"119",2009-06-23,0.860576923076923,0.964014191586417,"RTN",0.207792207792208,0.376623376623377,0.172674118235803,0.620572450014226
"120",2009-06-24,0.850384615384615,0.971109984794729,"RTN",0.277056277056277,0.718614718614719,0.104474571692209,0.893965409499673
"121",2009-06-25,0.867692307692308,0.995100523737118,"RTN",0.865800865800866,0.896103896103896,0.636401961998462,0.78545961356355
"122",2009-06-26,0.855769230769231,1.00118263220139,"RTN",0.203463203463203,0.692640692640693,0.0679196261245056,0.897465015283262
"123",2009-06-29,0.873076923076923,1.01300895421524,"RTN",0.861471861471861,0.774891774891775,0.822858491246094,0.512172010492652
"124",2009-06-30,0.854423076923077,1.01537421861801,"RTN",0.134199134199134,0.606060606060606,0.0429066047594794,0.873947609404773
"125",2009-07-01,0.863269230769231,1.02618685588782,"RTN",0.753246753246753,0.761904761904762,0.631374806522556,0.658598701119888
