"","X1","THO","AEO","long_distance","Fx","Fy","MI_X","MI_Y"
"86",2009-05-06,1.54357459379616,1.56710393541877,NA,0.545454545454545,0.554112554112554,0.519370582427683,0.539712493274054
"87",2009-05-07,1.52954209748892,1.4066599394551,"AEO",0.402597402597403,0.0216450216450216,0.840970408170953,0.00519295386658951
"88",2009-05-08,1.6056129985229,1.42583249243189,"AEO",0.930735930735931,0.653679653679654,0.964010926738618,0.258445762294289
"89",2009-05-11,1.53471196454948,1.49848637739657,"AEO",0.112554112554113,0.922077922077922,0.0309038368584447,0.980286522684605
"90",2009-05-12,1.44756277695716,1.47426841574167,NA,0.0779220779220779,0.376623376623377,0.0386449076060383,0.753593025404866
"91",2009-05-13,1.35524372230428,1.39858728557013,NA,0.0476190476190476,0.0909090909090909,0.11721610486521,0.406331986419348
"92",2009-05-14,1.34047267355982,1.4117053481332,NA,0.385281385281385,0.619047619047619,0.253568233065792,0.748673622929001
"93",2009-05-15,1.36115214180207,1.39757820383451,NA,0.748917748917749,0.471861471861472,0.843923646702484,0.262676551976656
"94",2009-05-18,1.42909896602659,1.43895055499495,NA,0.935064935064935,0.787878787878788,0.937077112662017,0.395198517547724
"95",2009-05-19,1.45937961595273,1.43289606458123,NA,0.80952380952381,0.497835497835498,0.892883108458657,0.244856749492346
"96",2009-05-20,1.42909896602659,1.4117053481332,NA,0.29004329004329,0.415584415584416,0.266102352703401,0.568007333736873
"97",2009-05-21,1.39217134416544,1.37134207870838,NA,0.233766233766234,0.251082251082251,0.32291681798222,0.37329901715771
"98",2009-05-22,1.39290989660266,1.37134207870838,NA,0.541125541125541,0.554112554112554,0.513005754443401,0.543495149077627
"99",2009-05-26,1.48818316100443,1.46115035317861,NA,0.956709956709957,0.948051948051948,0.809275194972814,0.729106006201545
"100",2009-05-27,1.4903988183161,1.4460141271443,NA,0.54978354978355,0.471861471861472,0.596233938896475,0.416408080059439
"101",2009-05-28,1.48375184638109,1.46417759838547,NA,0.467532467532468,0.645021645021645,0.333683303510977,0.727761272215033
