"","X1","EMR","OKE","long_distance","Fx","Fy","MI_X","MI_Y"
"96",2009-05-20,0.877733860342556,0.909150326797386,NA,0.207792207792208,0.458874458874459,0.142083043285603,0.691587661434733
"97",2009-05-21,0.83768115942029,0.89640522875817,NA,0.0735930735930736,0.251082251082251,0.0627104007028318,0.677507877373957
"98",2009-05-22,0.847957839262187,0.891176470588235,NA,0.744588744588745,0.424242424242424,0.844940350598333,0.225447567315826
"99",2009-05-26,0.876152832674572,0.926797385620915,NA,0.883116883116883,0.948051948051948,0.496978267650085,0.903986759902571
"100",2009-05-27,0.850065876152833,0.908823529411765,NA,0.155844155844156,0.199134199134199,0.243473451203455,0.39204478785814
"101",2009-05-28,0.84901185770751,0.92843137254902,NA,0.493506493506494,0.852813852813853,0.204482826111994,0.92465317261533
"102",2009-05-29,0.845586297760211,0.957516339869281,"EMR",0.445887445887446,0.930735930735931,0.0984772324146749,0.981263960484166
"103",2009-06-01,0.891699604743083,0.981045751633987,"EMR",0.956709956709957,0.891774891774892,0.918628050588652,0.471001756719502
"104",2009-06-02,0.913833992094862,0.97516339869281,"EMR",0.848484848484849,0.415584415584416,0.936145857462211,0.14795403712737
"105",2009-06-03,0.901449275362319,0.955555555555555,"EMR",0.29004329004329,0.194805194805195,0.485359803519911,0.222486892229146
"106",2009-06-04,0.910935441370224,0.967647058823529,"EMR",0.722943722943723,0.766233766233766,0.591608438288197,0.707035520507378
"107",2009-06-05,0.927536231884058,0.965032679738562,"EMR",0.796536796536797,0.484848484848485,0.875057414978583,0.246921487871321
"108",2009-06-08,0.926218708827404,0.973529411764706,"EMR",0.489177489177489,0.705627705627706,0.325027947840046,0.772730937712555
"109",2009-06-09,0.925164690382082,0.967647058823529,"EMR",0.497835497835498,0.415584415584416,0.554502580555551,0.379726422200815
"110",2009-06-10,0.919631093544137,0.968627450980392,"EMR",0.398268398268398,0.541125541125541,0.326936999898022,0.624811433169526
"111",2009-06-11,0.92068511198946,0.991503267973856,"EMR",0.545454545454545,0.883116883116883,0.215165796689265,0.940332898129177
"112",2009-06-12,0.924110671936759,0.980392156862745,"EMR",0.593073593073593,0.303030303030303,0.753728580302448,0.184989332400498
"113",2009-06-15,0.897760210803689,0.96797385620915,"EMR",0.16017316017316,0.25974025974026,0.191636744528807,0.492021602331832
"114",2009-06-16,0.879051383399209,0.951960784313725,"EMR",0.220779220779221,0.220779220779221,0.335296800122854,0.335296800122854
"115",2009-06-17,0.871409749670619,0.948366013071895,"EMR",0.341991341991342,0.471861471861472,0.299643656318189,0.579399377336698
"116",2009-06-18,0.869565217391304,0.957516339869281,"EMR",0.484848484848485,0.727272727272727,0.303051949724169,0.800373399781658
"117",2009-06-19,0.863241106719367,0.956535947712418,"EMR",0.367965367965368,0.515151515151515,0.305032033489432,0.614422818114885
"118",2009-06-22,0.836627140974967,0.92516339869281,"EMR",0.151515151515152,0.112554112554113,0.382182664455418,0.214976477350611
"119",2009-06-23,0.834519104084322,0.916339869281046,"EMR",0.476190476190476,0.329004329004329,0.596168533276635,0.279890815444949
"120",2009-06-24,0.847957839262187,0.919281045751634,"EMR",0.787878787878788,0.593073593073593,0.823407466891991,0.377655152782278
"121",2009-06-25,0.868247694334651,0.957516339869281,"EMR",0.844155844155844,0.948051948051948,0.407707159117099,0.934941564963949
"122",2009-06-26,0.871936758893281,0.948039215686274,"EMR",0.593073593073593,0.329004329004329,0.736221672109124,0.212803961299382
"123",2009-06-29,0.876679841897233,0.962418300653595,"EMR",0.619047619047619,0.805194805194805,0.391024708052146,0.833445418338083
"124",2009-06-30,0.853754940711462,0.963725490196078,"EMR",0.181818181818182,0.54978354978355,0.0863478785796842,0.80525631710073
"125",2009-07-01,0.866403162055336,0.986274509803922,"EMR",0.779220779220779,0.883116883116883,0.498621548950254,0.858177068751712
