,WEN,NTGR
2008-08-06,0.5529531568228105,0.5657370517928286
2008-08-07,0.5509164969450102,0.566461427019196
2008-08-08,0.570264765784114,0.5729808040565013
2008-08-11,0.5865580448065173,0.580948931546541
2008-08-12,0.5936863543788188,0.5914523723288663
2008-08-13,0.5875763747454175,0.598696124592539
2008-08-14,0.6171079429735233,0.6106483158275987
2008-08-15,0.6435845213849287,0.6226005070626586
2008-08-18,0.6313645621181263,0.6229626946758421
2008-08-19,0.609979633401222,0.614270191959435
2008-08-20,0.6181262729124236,0.6120970662803332
2008-08-21,0.6181262729124236,0.607388627308946
2008-08-22,0.6425661914460284,0.6164433176385368
2008-08-25,0.6160896130346232,0.604491126403477
2008-08-26,0.5875763747454175,0.600507062658457
2008-08-27,0.5906313645621181,0.6110105034407823
2008-08-28,0.6028513238289206,0.6207895689967403
2008-08-29,0.5936863543788188,0.6102861282144151
2008-09-02,0.604887983706721,0.6055776892430279
2008-09-03,0.6018329938900203,0.6081130025353133
2008-09-04,0.5885947046843177,0.5755161173487867
2008-09-05,0.5885947046843177,0.5751539297356031
2008-09-08,0.6079429735234215,0.5863817457442956
2008-09-09,0.5672097759674135,0.5729808040565013
2008-09-10,0.5610997963340122,0.5766026801883376
2008-09-11,0.5509164969450102,0.5834842448388265
2008-09-12,0.5478615071283095,0.5795001810938066
2008-09-15,0.5295315682281059,0.5469032959072799
2008-09-16,0.5346232179226069,0.5487142339731982
2008-09-17,0.5040733197556008,0.5450923578413619
2008-09-18,0.5295315682281059,0.5396595436436075
2008-09-19,0.539714867617108,0.5541470481709526
2008-09-22,0.5122199592668024,0.5302426657008331
2008-09-23,0.5112016293279021,0.5240854762767113
2008-09-24,0.5213849287169042,0.5287939152480985
2008-09-25,0.5336048879837068,0.5505251720391162
2008-09-26,0.5529531568228105,0.540021731256791
2008-09-29,0.6008146639511202,0.5284317276349149
2008-09-30,0.5356415478615071,0.5432814197754436
2008-10-01,0.5061099796334012,0.5240854762767113
2008-10-02,0.47963340122199594,0.5034407823252445
2008-10-03,0.4714867617107943,0.4864179645056139
2008-10-06,0.43482688391038693,0.4849692140528794
2008-10-07,0.4124236252545825,0.450199203187251
2008-10-08,0.40733197556008144,0.4165157551611735
2008-10-09,0.4042769857433809,0.38536762042738143
2008-10-10,0.40733197556008144,0.3973198116624412
2008-10-13,0.42260692464358457,0.4317276349148859
2008-10-14,0.39613034623217924,0.4186888808402753
2008-10-15,0.33604887983706716,0.3824701195219124
2008-10-16,0.34826883910386963,0.4128938790293372
2008-10-17,0.3258655804480652,0.4161535675479899
2008-10-20,0.3696537678207739,0.4389713871785585
2008-10-21,0.32179226069246436,0.4186888808402753
2008-10-22,0.3167006109979633,0.3897138717855849
2008-10-23,0.3044806517311609,0.3759507424846071
2008-10-24,0.32179226069246436,0.3234335385729808
2008-10-27,0.2892057026476578,0.31763853676204273
2008-10-28,0.3380855397148676,0.3216226005070627
2008-10-29,0.34317718940936864,0.35603042375950744
2008-10-30,0.3513238289205703,0.382832307135096
2008-10-31,0.36863543788187375,0.4002173125679102
2008-11-03,0.34521384928716903,0.39840637450199207
2008-11-04,0.3716904276985743,0.4136182542557045
2008-11-05,0.335030549898167,0.39876856211517564
2008-11-06,0.37372708757637474,0.3889894965592177
2008-11-07,0.4063136456211813,0.3911626222383195
2008-11-10,0.3655804480651731,0.3897138717855849
2008-11-11,0.34826883910386963,0.38029699384281057
2008-11-12,0.33604887983706716,0.36218761318362913
2008-11-13,0.395112016293279,0.3806591814559942
2008-11-14,0.36863543788187375,0.35856573705179284
2008-11-17,0.3604887983706721,0.3556682361463238
2008-11-18,0.37780040733197556,0.36254980079681276
2008-11-19,0.33197556008146634,0.34371604491126406
2008-11-20,0.29429735234215887,0.3357479174212242
2008-11-21,0.3238289205702648,0.3618254255704455
2008-11-24,0.36150712830957227,0.39804418688880844
2008-11-25,0.38900203665987776,0.39876856211517564
2008-11-26,0.41140529531568226,0.4328141977544368
2008-11-28,0.4093686354378818,0.43824701195219123
2008-12-01,0.3665987780040733,0.37921043100325974
2008-12-02,0.40224032586558045,0.3886273089460341
2008-12-03,0.3971486761710794,0.3958710612097066
2008-12-04,0.38594704684317716,0.38210793190872877
2008-12-05,0.395112016293279,0.39695762404925755
2008-12-08,0.4205702647657841,0.4103585657370518
2008-12-09,0.4103869653767821,0.3929735603042376
2008-12-10,0.42362525458248473,0.3933357479174212
2008-12-11,0.42260692464358457,0.3871785584932995
2008-12-12,0.4358452138492872,0.4038391886997465
2008-12-15,0.4205702647657841,0.37739949293734154
2008-12-16,0.4643584521384928,0.3911626222383195
2008-12-17,0.49185336048879835,0.39804418688880844
2008-12-18,0.47352342158859473,0.3976819992756248
2008-12-19,0.4806517311608961,0.40456356392611376
2008-12-22,0.4837067209775967,0.39659543643607387
2008-12-23,0.460285132382892,0.40709887721839916
2008-12-24,0.4653767820773931,0.40166606302064467
2008-12-26,0.4837067209775967,0.4002173125679102
2008-12-29,0.46334012219959264,0.39369793553060484
2008-12-30,0.48879837067209775,0.3998551249547265
2008-12-31,0.5030549898167006,0.41325606664252085
