,DW,REX
2008-08-06,0.5940630797773656,0.6393354769560557
2008-08-07,0.5955473098330242,0.605037513397642
2008-08-08,0.6200371057513915,0.6409431939978564
2008-08-11,0.6545454545454545,0.680064308681672
2008-08-12,0.6656771799628943,0.6859592711682744
2008-08-13,0.6705009276437848,0.6956055734190782
2008-08-14,0.6983302411873841,0.7015005359056806
2008-08-15,0.6834879406307979,0.695069667738478
2008-08-18,0.6697588126159555,0.6934619506966774
2008-08-19,0.6359925788497217,0.6521972132904609
2008-08-20,0.6363636363636364,0.6634512325830654
2008-08-21,0.614100185528757,0.6618435155412647
2008-08-22,0.623747680890538,0.6945337620578779
2008-08-25,0.5996289424860853,0.6795284030010718
2008-08-26,0.5896103896103897,0.6902465166130761
2008-08-27,0.5833024118738405,0.7015005359056806
2008-08-28,0.5959183673469387,0.7207931404072883
2008-08-29,0.5948051948051949,0.692390139335477
2008-09-02,0.6070500927643785,0.6827438370846731
2008-09-03,0.6230055658627087,0.6854233654876741
2008-09-04,0.6118738404452689,0.6591639871382637
2008-09-05,0.6218923933209648,0.665058949624866
2008-09-08,0.6738404452690168,0.6714898177920685
2008-09-09,0.6660482374768089,0.6312968917470525
2008-09-10,0.6779220779220779,0.6420150053590569
2008-09-11,0.6690166975881262,0.6484458735262594
2008-09-12,0.6716141001855288,0.6184351554126474
2008-09-15,0.6508348794063079,0.6055734190782422
2008-09-16,0.6719851576994434,0.6061093247588425
2008-09-17,0.6419294990723563,0.5557341907824223
2008-09-18,0.7502782931354359,0.5868167202572346
2008-09-19,0.7636363636363636,0.6886387995712754
2008-09-22,0.6883116883116883,0.6114683815648446
2008-09-23,0.7024118738404452,0.6114683815648446
2008-09-24,0.7001855287569574,0.6039657020364415
2008-09-25,0.7265306122448979,0.6291532690246516
2008-09-26,0.70278293135436,0.6152197213290461
2008-09-29,0.6764378478664194,0.5680600214362272
2008-09-30,0.6348794063079777,0.6189710610932476
2008-10-01,0.5955473098330242,0.5991425509110396
2008-10-02,0.5580705009276438,0.5755627009646302
2008-10-03,0.5294990723562152,0.5568060021436227
2008-10-06,0.5725417439703154,0.5589496248660235
2008-10-07,0.5231910946196661,0.5187566988210075
2008-10-08,0.5450834879406308,0.5032154340836014
2008-10-09,0.4857142857142857,0.4308681672025723
2008-10-10,0.5283858998144713,0.4608788853161843
2008-10-13,0.576252319109462,0.477491961414791
2008-10-14,0.5239332096474953,0.46248660235798505
2008-10-15,0.46159554730983304,0.40889603429796356
2008-10-16,0.4723562152133581,0.4297963558413719
2008-10-17,0.4408163265306123,0.4265809217577706
2008-10-20,0.4571428571428572,0.4715969989281887
2008-10-21,0.43302411873840446,0.44372990353697744
2008-10-22,0.4241187384044527,0.4105037513397642
2008-10-23,0.4189239332096475,0.4078242229367631
2008-10-24,0.42374768089053805,0.39764201500535906
2008-10-27,0.39814471243042676,0.3579849946409432
2008-10-28,0.4474953617810761,0.372454448017149
2008-10-29,0.44675324675324674,0.36602357984994643
2008-10-30,0.4474953617810761,0.38853161843515543
2008-10-31,0.4489795918367347,0.4758842443729904
2008-11-03,0.44304267161410016,0.4555198285101822
2008-11-04,0.4649350649350649,0.477491961414791
2008-11-05,0.45788497217068647,0.44319399785637725
2008-11-06,0.43636363636363634,0.4330117899249732
2008-11-07,0.4489795918367347,0.40139335476956056
2008-11-10,0.4371057513914657,0.3837084673097535
2008-11-11,0.4456400742115028,0.3767416934619507
2008-11-12,0.4300556586270872,0.3579849946409432
2008-11-13,0.47606679035250465,0.4078242229367631
2008-11-14,0.42708719851576993,0.36495176848874594
2008-11-17,0.4085343228200371,0.35691318327974275
2008-11-18,0.41187384044526903,0.3821007502679528
2008-11-19,0.37922077922077924,0.3483386923901393
2008-11-20,0.3580705009276438,0.3461950696677385
2008-11-21,0.38961038961038963,0.3767416934619507
2008-11-24,0.4397031539888683,0.4453376205787782
2008-11-25,0.45269016697588127,0.44480171489817794
2008-11-26,0.5220779220779221,0.5278670953912111
2008-11-28,0.5217068645640075,0.5332261521972133
2008-12-01,0.42115027829313545,0.43033226152197207
2008-12-02,0.4716141001855288,0.4748124330117899
2008-12-03,0.49907235621521334,0.48177920685959275
2008-12-04,0.48348794063079775,0.4973204715969989
2008-12-05,0.4938775510204082,0.5128617363344051
2008-12-08,0.5339517625231911,0.5519828510182209
2008-12-09,0.5176252319109462,0.39978563772775993
2008-12-10,0.5435992578849722,0.4737406216505895
2008-12-11,0.49276437847866417,0.4480171489817792
2008-12-12,0.527643784786642,0.4748124330117899
2008-12-15,0.4846011131725418,0.44105037513397644
2008-12-16,0.535064935064935,0.48821007502679525
2008-12-17,0.5428571428571429,0.5128617363344051
2008-12-18,0.47977736549165123,0.48177920685959275
2008-12-19,0.48423005565862715,0.48767416934619506
2008-12-22,0.4723562152133581,0.42765273311897106
2008-12-23,0.4348794063079778,0.432475884244373
2008-12-24,0.43821892393320966,0.4506966773847803
2008-12-26,0.4556586270871985,0.4389067524115755
2008-12-29,0.42782931354359927,0.3896034297963558
2008-12-30,0.43302411873840446,0.41479099678456594
2008-12-31,0.4452690166975881,0.432475884244373
