"","X1","PEP","CL","long_distance","Fx","Fy","MI_X","MI_Y"
"71",2009-04-15,0.929783812756834,0.837132140796307,"CL",0.952380952380952,0.822510822510823,0.954381171645329,0.275573208694309
"72",2009-04-16,0.928354475611935,0.854298903635315,"CL",0.497835497835498,0.917748917748918,0.0877341666596237,0.981522731889883
"73",2009-04-17,0.931391817044846,0.877380265435661,"CL",0.632034632034632,0.935064935064935,0.13418860329361,0.978149468551056
"74",2009-04-20,0.890834375558335,0.872475476053087,"CL",0.0173160173160173,0.354978354978355,0.00121943795425139,0.968617138647597
"75",2009-04-21,0.881722351259603,0.874206578188113,"CL",0.216450216450216,0.571428571428571,0.0879112608812703,0.838765868948848
"76",2009-04-22,0.857244952653207,0.854443162146567,"CL",0.0692640692640693,0.116883116883117,0.144404820898417,0.516341760787524
"77",2009-04-23,0.855636948365196,0.85069244085401,"CL",0.476190476190476,0.385281385281385,0.568773366998717,0.343336652444078
"78",2009-04-24,0.866892978381276,0.853433352567802,"CL",0.835497835497836,0.61038961038961,0.888412158607421,0.28814075055358
"79",2009-04-27,0.877434339824906,0.856462781304097,"CL",0.818181818181818,0.61038961038961,0.867120519345953,0.31377112278023
"80",2009-04-28,0.894050384134358,0.850836699365263,"CL",0.909090909090909,0.324675324675325,0.989220443131255,0.0355291507832747
"81",2009-04-29,0.901375737001965,0.861367570686671,"CL",0.757575757575758,0.796536796536797,0.581385835144425,0.711536026721782
"82",2009-04-30,0.889047704127211,0.851125216387767,"CL",0.147186147186147,0.181818181818182,0.24713188132179,0.411489862342846
"83",2009-05-01,0.889583705556548,0.885747259088286,"CL",0.58008658008658,0.96969696969697,0.0471870980370904,0.99638922037027
"84",2009-05-04,0.877255672681794,0.898297749567225,NA,0.147186147186147,0.83982683982684,0.0121893760927345,0.98682233731997
"85",2009-05-05,0.888511702697874,0.888055395268321,NA,0.835497835497836,0.194805194805195,0.980828493854752,0.0225481828165164
"86",2009-05-06,0.888333035554762,0.885025966532025,NA,0.554112554112554,0.41991341991342,0.648783031345764,0.329169046156472
"87",2009-05-07,0.884223691263177,0.892527409117138,NA,0.38961038961039,0.731601731601732,0.165945794657912,0.876095523710525
"88",2009-05-08,0.888869036984099,0.891806116560877,NA,0.696969696969697,0.484848484848485,0.788319746204204,0.294770453641097
"89",2009-05-11,0.885831695551188,0.897143681477207,NA,0.41991341991342,0.675324675324675,0.23567106224985,0.803175049301093
"90",2009-05-12,0.880293014114704,0.915464512406232,NA,0.329004329004329,0.917748917748918,0.0328715890989423,0.991059051035607
"91",2009-05-13,0.887261032696087,0.925274091171379,NA,0.744588744588745,0.766233766233766,0.603244546857227,0.671556088009473
"92",2009-05-14,0.908879757012685,0.915175995383728,NA,0.948051948051948,0.212121212121212,0.998082545724841,0.0076538430467249
"93",2009-05-15,0.899053064141504,0.915897287939989,NA,0.207792207792208,0.523809523809524,0.0950135590688299,0.805637187170066
"94",2009-05-18,0.914239771306057,0.930178880553953,NA,0.9004329004329,0.857142857142857,0.79885020248344,0.570286431633733
"95",2009-05-19,0.922101125603002,0.926283900750144,NA,0.757575757575758,0.393939393939394,0.896746693114969,0.152892909307185
"96",2009-05-20,0.930141147043059,0.921811886901327,NA,0.766233766233766,0.380952380952381,0.908278845138142,0.137050566977165
"97",2009-05-21,0.919957119885653,0.921811886901327,NA,0.203463203463203,0.502164502164502,0.0980477053394041,0.790040379743759
"98",2009-05-22,0.921386457030552,0.924841315637623,NA,0.593073593073593,0.61038961038961,0.533643650329441,0.577130739393358
"99",2009-05-26,0.916205109880293,0.934218118869013,NA,0.341991341991342,0.766233766233766,0.108867233489483,0.920855303524941
"100",2009-05-27,0.89351438270502,0.916041546451241,NA,0.0822510822510823,0.125541125541126,0.171026481498425,0.479081179194089
"101",2009-05-28,0.911559764159371,0.922821696480092,NA,0.917748917748918,0.70995670995671,0.947314390832224,0.243989390810928
"102",2009-05-29,0.929962479899946,0.951384881708021,NA,0.917748917748918,0.948051948051948,0.56504766420445,0.834207536557692
