,MDCA,HOG
2008-08-06,0.946078431372549,0.9926739926739926
2008-08-07,0.9497549019607843,0.9775335775335775
2008-08-08,0.9436274509803921,1.0195360195360195
2008-08-11,0.9436274509803921,1.039072039072039
2008-08-12,0.9325980392156863,1.011233211233211
2008-08-13,0.9436274509803921,0.9992673992673993
2008-08-14,0.9350490196078431,1.0097680097680097
2008-08-15,0.9338235294117647,1.0393162393162394
2008-08-18,0.9350490196078431,1.0363858363858363
2008-08-19,0.9375,0.9809523809523809
2008-08-20,0.9178921568627451,0.95995115995116
2008-08-21,0.9313725490196078,0.94017094017094
2008-08-22,0.9552696078431372,0.9714285714285714
2008-08-25,0.946078431372549,0.9406593406593406
2008-08-26,0.9436274509803921,0.947008547008547
2008-08-27,0.9448529411764706,0.9482295482295481
2008-08-28,0.9803921568627451,0.9829059829059829
2008-08-29,0.9865196078431373,0.9714285714285714
2008-09-02,0.9791666666666666,0.997069597069597
2008-09-03,0.9571078431372548,1.0087912087912088
2008-09-04,0.9730392156862745,0.9785103785103785
2008-09-05,0.9730392156862745,0.9572649572649573
2008-09-08,0.9705882352941176,0.9912087912087912
2008-09-09,0.9571078431372548,0.9975579975579976
2008-09-10,0.9485294117647058,1.0122100122100122
2008-09-11,0.9252450980392156,1.0097680097680097
2008-09-12,0.9276960784313726,0.9887667887667887
2008-09-15,0.9044117647058824,0.9865689865689865
2008-09-16,0.9252450980392156,0.9853479853479853
2008-09-17,0.9117647058823529,0.9682539682539681
2008-09-18,0.8909313725490196,1.0334554334554333
2008-09-19,0.9068627450980392,1.045177045177045
2008-09-22,0.8933823529411764,1.0012210012210012
2008-09-23,0.8247549019607844,0.9736263736263735
2008-09-24,0.8051470588235294,0.9567765567765567
2008-09-25,0.7708333333333334,0.9660561660561661
2008-09-26,0.7647058823529412,0.9777777777777776
2008-09-29,0.7567401960784313,0.9262515262515262
2008-09-30,0.8235294117647058,0.9108669108669107
2008-10-01,0.8149509803921569,0.8969474969474968
2008-10-02,0.7622549019607843,0.8283272283272283
2008-10-03,0.747549019607843,0.796092796092796
2008-10-06,0.6813725490196078,0.7802197802197801
2008-10-07,0.6887254901960784,0.7103785103785103
2008-10-08,0.7095588235294118,0.7089133089133088
2008-10-09,0.7340686274509804,0.6800976800976801
2008-10-10,0.7352941176470588,0.7213675213675212
2008-10-13,0.7549019607843137,0.7416361416361416
2008-10-14,0.6973039215686275,0.7015873015873015
2008-10-15,0.6850490196078431,0.599023199023199
2008-10-16,0.6740196078431372,0.6432234432234432
2008-10-17,0.6568627450980392,0.6302808302808302
2008-10-20,0.6519607843137255,0.641025641025641
2008-10-21,0.6409313725490197,0.6283272283272283
2008-10-22,0.5882352941176471,0.5457875457875457
2008-10-23,0.5318627450980392,0.5189255189255189
2008-10-24,0.5330882352941176,0.4854700854700854
2008-10-27,0.5404411764705882,0.4608058608058608
2008-10-28,0.5367647058823529,0.5196581196581197
2008-10-29,0.5306372549019608,0.5743589743589743
2008-10-30,0.5379901960784313,0.5858363858363858
2008-10-31,0.5367647058823529,0.5978021978021978
2008-11-03,0.5330882352941176,0.558974358974359
2008-11-04,0.5024509803921569,0.5921855921855922
2008-11-05,0.5098039215686274,0.5545787545787546
2008-11-06,0.49142156862745096,0.5052503052503052
2008-11-07,0.48897058823529416,0.5203907203907203
2008-11-10,0.46078431372549017,0.49450549450549447
2008-11-11,0.4264705882352941,0.4705738705738705
2008-11-12,0.4215686274509804,0.42857142857142855
2008-11-13,0.4276960784313726,0.44395604395604393
2008-11-14,0.40318627450980393,0.3748473748473748
2008-11-17,0.38112745098039214,0.357997557997558
2008-11-18,0.37745098039215685,0.3597069597069597
2008-11-19,0.35049019607843135,0.3294261294261294
2008-11-20,0.31862745098039214,0.29059829059829057
2008-11-21,0.28431372549019607,0.29401709401709397
2008-11-24,0.2879901960784314,0.3499389499389499
2008-11-25,0.2855392156862745,0.3882783882783883
2008-11-26,0.29166666666666663,0.41660561660561657
2008-11-28,0.361531862745098,0.4153846153846154
2008-12-01,0.3406862745098039,0.3592185592185592
2008-12-02,0.3161764705882353,0.38949938949938945
2008-12-03,0.31862745098039214,0.40586080586080586
2008-12-04,0.3137254901960784,0.3921855921855921
2008-12-05,0.35171568627450983,0.4053724053724054
2008-12-08,0.3995098039215686,0.42588522588522587
2008-12-09,0.40318627450980393,0.40830280830280824
2008-12-10,0.4007352941176471,0.4346764346764347
2008-12-11,0.3799019607843137,0.38949938949938945
2008-12-12,0.3762254901960784,0.3982905982905982
2008-12-15,0.3590686274509804,0.3956043956043956
2008-12-16,0.3602941176470588,0.42905982905982903
2008-12-17,0.39338235294117646,0.4136752136752137
2008-12-18,0.38602941176470584,0.3929181929181929
2008-12-19,0.35539215686274506,0.4051282051282051
2008-12-22,0.35661764705882354,0.38656898656898653
2008-12-23,0.3321078431372549,0.3836385836385836
2008-12-24,0.32965686274509803,0.3848595848595848
2008-12-26,0.3394607843137255,0.3863247863247863
2008-12-29,0.3394607843137255,0.3853479853479853
2008-12-30,0.35539215686274506,0.4029304029304029
2008-12-31,0.37254901960784315,0.4144078144078144
