,RGS,PKY
2008-07-15,0.9607993850883936,0.8729542302357837
2008-07-16,0.9823212913143735,0.9073509015256589
2008-07-17,1.0357417371252882,0.9312066574202498
2008-07-18,1.0222905457340508,0.925104022191401
2008-07-21,1.0234435049961568,0.9467406380027741
2008-07-22,1.071867794004612,1.0069348127600555
2008-07-23,1.081475787855496,1.0188626907073508
2008-07-24,1.0684089162182937,0.9650485436893205
2008-07-25,1.0722521137586472,0.9902912621359224
2008-07-28,1.0668716372021523,0.9847434119278781
2008-07-29,1.1091468101460416,0.9983356449375869
2008-07-30,1.1122213681783244,0.9969486823855757
2008-07-31,1.0757109915449654,0.9789181692094314
2008-08-01,1.0895465026902384,0.9717059639389738
2008-08-04,1.091468101460415,0.9955617198335646
2008-08-05,1.1283627978478095,1.0130374479889044
2008-08-06,1.1429669485011529,1.0097087378640777
2008-08-07,1.1041506533435819,0.9844660194174759
2008-08-08,1.1498847040737894,1.013869625520111
2008-08-11,1.1879323597232898,1.0377253814147018
2008-08-12,1.1871637202152192,1.0260748959778088
2008-08-13,1.1706379707916987,1.0219140083217755
2008-08-14,1.2075326671790931,1.0335644937586685
2008-08-15,1.2090699461952346,1.0185852981969488
2008-08-18,1.1898539584934666,1.0013869625520113
2008-08-19,1.1433512682551883,0.979472954230236
2008-08-20,1.099923136049193,0.9778085991678226
2008-08-21,1.0299769408147579,0.971983356449376
2008-08-22,1.0395849346656418,1.001109570041609
2008-08-25,1.0103766333589546,0.9778085991678226
2008-08-26,1.0069177555726365,0.9700416088765603
2008-08-27,1.0342044581091467,0.983356449375867
2008-08-28,1.0664873174481169,1.0063800277392512
2008-08-29,1.0553420445810915,0.9977808599167823
2008-09-02,1.05380476556495,1.00748959778086
2008-09-03,1.0941583397386625,1.0377253814147018
2008-09-04,1.073020753266718,1.0230235783633843
2008-09-05,1.0584166026133743,1.0299583911234398
2008-09-08,1.1225980015372792,1.0502080443828017
2008-09-09,1.0956956187548041,1.0183079056865465
2008-09-10,1.1345119139123752,1.0238557558945909
2008-09-11,1.1541122213681785,1.0208044382801664
2008-09-12,1.1041506533435819,1.0493758668515951
2008-09-15,1.0626441199077632,0.9855755894590847
2008-09-16,1.0791698693312837,1.0560332871012483
2008-09-17,1.055726364335127,1.0124826629680999
2008-09-18,1.1152959262106072,1.161997226074896
2008-09-19,1.1325903151421983,1.1248266296809986
2008-09-22,1.083781706379708,1.0593619972260748
2008-09-23,1.0726364335126826,1.0696255201109572
2008-09-24,1.059185242121445,1.050485436893204
2008-09-25,1.0637970791698694,1.0638002773925106
2008-09-26,1.0695618754803997,1.0929264909847434
2008-09-29,1.0180630284396617,1.0083217753120668
2008-09-30,1.056879323597233,1.0502080443828017
2008-10-01,1.0545734050730209,1.0490984743411929
2008-10-02,1.0330514988470407,0.9836338418862691
2008-10-03,1.0230591852421216,0.9220527045769765
2008-10-06,0.9638739431206763,0.8782246879334259
2008-10-07,0.8797079169869332,0.8119278779472955
2008-10-08,0.8501152959262107,0.7672676837725382
2008-10-09,0.7359723289777094,0.6773925104022193
2008-10-10,0.6975403535741737,0.7323162274618585
2008-10-13,0.6998462720983859,0.7195561719833565
2008-10-14,0.6717909300538047,0.6538141470180305
2008-10-15,0.605303612605688,0.5830790568654647
2008-10-16,0.5872405841660261,0.5950069348127601
2008-10-17,0.5960799385088393,0.570873786407767
2008-10-20,0.6079938508839354,0.5811373092926492
2008-10-21,0.5895465026902382,0.566990291262136
2008-10-22,0.5415065334358186,0.517614424410541
2008-10-23,0.5253651037663336,0.46712898751733706
2008-10-24,0.49385088393543425,0.4313453536754508
2008-10-27,0.4792467332820907,0.4061026352288489
2008-10-28,0.4488854727132975,0.42801664355062413
2008-10-29,0.4323597232897771,0.43162274618585306
2008-10-30,0.4619523443504996,0.4571428571428572
2008-10-31,0.4754035357417371,0.4785020804438281
2008-11-03,0.46887009992313605,0.5012482662968101
2008-11-04,0.4811683320522675,0.5031900138696256
2008-11-05,0.46733282090699463,0.46851595006934815
2008-11-06,0.4423520368946964,0.480998613037448
2008-11-07,0.4477325134511914,0.4998613037447989
2008-11-10,0.4327440430438125,0.46047156726768385
2008-11-11,0.3908531898539585,0.46518723994452155
2008-11-12,0.36318216756341276,0.4466019417475729
2008-11-13,0.4296694850115296,0.5123439667128987
2008-11-14,0.38470407378939275,0.44632454923717063
2008-11-17,0.4004611837048424,0.4221914008321776
2008-11-18,0.40315142198308995,0.41303744798890435
2008-11-19,0.3885472713297463,0.35506241331484056
2008-11-20,0.32897770945426597,0.3298196948682386
2008-11-21,0.3647194465795542,0.357004160887656
2008-11-24,0.3712528823981553,0.39417475728155343
2008-11-25,0.38624135280553423,0.4099861303744799
2008-11-26,0.4342813220599539,0.43800277392510406
2008-11-28,0.4223674096848578,0.3791955617198336
2008-12-01,0.37855495772482706,0.3079056865464633
2008-12-02,0.3916218293620292,0.36837725381414704
2008-12-03,0.4069946195234435,0.38834951456310685
2008-12-04,0.4012298232129131,0.36976421636615814
2008-12-05,0.4131437355880092,0.4027739251040222
2008-12-08,0.43543428132205997,0.44632454923717063
2008-12-09,0.42505764796310536,0.41303744798890435
2008-12-10,0.44734819369715606,0.4402219140083218
2008-12-11,0.4173712528823981,0.39722607489597783
2008-12-12,0.4265949269792467,0.44604715672676837
2008-12-15,0.40891621829362035,0.4249653259361998
2008-12-16,0.45541890853189854,0.4879334257975035
2008-12-17,0.4815526518063028,0.4998613037447989
2008-12-18,0.4803996925441968,0.4826629680998613
2008-12-19,0.5069177555726364,0.48904299583911237
2008-12-22,0.47501921598770175,0.4951456310679612
2008-12-23,0.47886241352805536,0.4876560332871012
2008-12-24,0.5023059185242121,0.49126213592233015
2008-12-26,0.5092236740968485,0.49237170596393903
2008-12-29,0.4880860876249039,0.4895977808599168
2008-12-30,0.5180630284396618,0.49486823855755896
2008-12-31,0.5584166026133743,0.4993065187239945
