"","X1","TJX","DHR","long_distance","Fx","Fy","MI_X","MI_Y"
"112",2009-06-12,1.42598607888631,1.08598615916955,"DHR",0.852813852813853,0.346320346320346,0.964959447106849,0.0766906052798551
"113",2009-06-15,1.40974477958237,1.07006920415225,"DHR",0.329004329004329,0.225108225108225,0.559039208443623,0.237413479940948
"114",2009-06-16,1.37958236658933,1.04878892733564,"DHR",0.220779220779221,0.186147186147186,0.420271967768453,0.290116944026462
"115",2009-06-17,1.43016241299304,1.05692041522491,"DHR",0.917748917748918,0.670995670995671,0.955162609525349,0.217582775694319
"116",2009-06-18,1.42273781902552,1.06228373702422,"DHR",0.441558441558442,0.632034632034632,0.276908898364381,0.753783876895586
"117",2009-06-19,1.43155452436195,1.05882352941176,"DHR",0.619047619047619,0.437229437229437,0.740788098768891,0.282983014057077
"118",2009-06-22,1.42830626450116,1.02889273356401,"DHR",0.489177489177489,0.112554112554113,0.8632206797462,0.038410569054354
"119",2009-06-23,1.40510440835267,1.02941176470588,"DHR",0.268398268398268,0.536796536796537,0.147422164591156,0.782274089899692
"120",2009-06-24,1.40278422273782,1.04273356401384,"DHR",0.493506493506494,0.770562770562771,0.215714777642029,0.876314263976429
"121",2009-06-25,1.47610208816705,1.06782006920415,"DHR",0.961038961038961,0.891774891774892,0.925236033829494,0.425210604058559
"122",2009-06-26,1.45429234338747,1.08581314878893,"DHR",0.29004329004329,0.826839826839827,0.0624476089469094,0.961343733248234
"123",2009-06-29,1.45568445475638,1.08598615916955,"DHR",0.519480519480519,0.523809523809524,0.504548175840829,0.516315613248662
"124",2009-06-30,1.45986078886311,1.0681660899654,"DHR",0.558441558441558,0.212121212121212,0.841484815731313,0.0891720490475471
"125",2009-07-01,1.45104408352668,1.0583044982699,"DHR",0.428571428571429,0.32034632034632,0.59195114286035,0.292995374972362
