,ARUN,MCRS
2008-08-05,0.5538321167883211,0.46426453143534996
2008-08-06,0.5638686131386861,0.4675266903914591
2008-08-07,0.552919708029197,0.46411625148279956
2008-08-08,0.5656934306569342,0.4767200474495848
2008-08-11,0.5848540145985401,0.5102313167259787
2008-08-12,0.5830291970802919,0.4967378410438909
2008-08-13,0.5885036496350364,0.49362396204033215
2008-08-14,0.5976277372262773,0.49243772241992884
2008-08-15,0.5848540145985401,0.49718268090154216
2008-08-18,0.5565693430656934,0.49377224199288255
2008-08-19,0.562956204379562,0.4776097271648873
2008-08-20,0.5602189781021897,0.47820284697508897
2008-08-21,0.5547445255474452,0.47434756820877816
2008-08-22,0.5675182481751824,0.4805753262158956
2008-08-25,0.5583941605839415,0.4626334519572954
2008-08-26,0.5428832116788321,0.4538849347568209
2008-08-27,0.5602189781021897,0.4519572953736655
2008-08-28,0.5547445255474452,0.462485172004745
2008-08-29,0.573905109489051,0.4569988137603796
2008-09-02,0.5638686131386861,0.4610023724792408
2008-09-03,0.5346715328467153,0.44780545670225386
2008-09-04,0.5054744525547444,0.4264531435349941
2008-09-05,0.4571167883211678,0.4360913404507711
2008-09-08,0.47810218978102187,0.4356465005931198
2008-09-09,0.48631386861313863,0.4193357058125742
2008-09-10,0.49543795620437947,0.4294187425860024
2008-09-11,0.4881386861313868,0.43268090154211153
2008-09-12,0.48357664233576636,0.4248220640569395
2008-09-15,0.4680656934306569,0.4098457888493476
2008-09-16,0.4826642335766423,0.4291221826809016
2008-09-17,0.4516423357664233,0.3973902728351127
2008-09-18,0.47901459854014594,0.4000593119810202
2008-09-19,0.5164233576642335,0.4309015421115065
2008-09-22,0.468978102189781,0.42422894424673785
2008-09-23,0.43613138686131386,0.4233392645314354
2008-09-24,0.437956204379562,0.4151838671411625
2008-09-25,0.45529197080291967,0.4291221826809016
2008-09-26,0.4498175182481751,0.4374258600237248
2008-09-29,0.4425182481751824,0.3929418742586003
2008-09-30,0.4680656934306569,0.3953143534994069
2008-10-01,0.4215328467153284,0.3677342823250297
2008-10-02,0.4023722627737226,0.35157176749703445
2008-10-03,0.36496350364963503,0.33941281138790036
2008-10-06,0.34489051094890505,0.3302194543297746
2008-10-07,0.3202554744525547,0.2993772241992883
2008-10-08,0.2992700729927007,0.30486358244365364
2008-10-09,0.2874087591240876,0.29730130486358247
2008-10-10,0.3494525547445255,0.3104982206405694
2008-10-13,0.3722627737226277,0.33926453143534996
2008-10-14,0.3248175182481752,0.32147093712930014
2008-10-15,0.28010948905109484,0.2870699881376038
2008-10-16,0.30109489051094884,0.3096085409252669
2008-10-17,0.2755474452554744,0.30797746144721233
2008-10-20,0.2737226277372263,0.32532621589561095
2008-10-21,0.2828467153284671,0.3064946619217082
2008-10-22,0.2773722627737226,0.2861803084223013
2008-10-23,0.2627737226277372,0.2903321470937129
2008-10-24,0.2490875912408759,0.2758007117437723
2008-10-27,0.2509124087591241,0.2594899169632266
2008-10-28,0.25821167883211676,0.2762455516014235
2008-10-29,0.26733576642335766,0.2666073546856465
2008-10-30,0.26733576642335766,0.2750593119810202
2008-10-31,0.2837591240875912,0.2525207591933571
2008-11-03,0.2718978102189781,0.2514827995255042
2008-11-04,0.2874087591240876,0.2554863582443654
2008-11-05,0.2490875912408759,0.24466192170818507
2008-11-06,0.24178832116788318,0.23739620403321474
2008-11-07,0.2536496350364963,0.24377224199288258
2008-11-10,0.24178832116788318,0.2409549228944247
2008-11-11,0.20620437956204377,0.22998220640569395
2008-11-12,0.20894160583941604,0.22093712930011863
2008-11-13,0.26824817518248173,0.24392052194543298
2008-11-14,0.22810218978102187,0.2274614472123369
2008-11-17,0.2098540145985401,0.2304270462633452
2008-11-18,0.21167883211678828,0.226423487544484
2008-11-19,0.19343065693430656,0.2118920521945433
2008-11-20,0.17791970802919707,0.20210557532621592
2008-11-21,0.19069343065693428,0.21752669039145908
2008-11-24,0.19708029197080293,0.22464412811387902
2008-11-25,0.19160583941605838,0.2332443653618031
2008-11-26,0.21167883211678828,0.24214116251482798
2008-11-28,0.21624087591240876,0.24688612099644128
2008-12-01,0.18248175182481752,0.21811981020166077
2008-12-02,0.20437956204379562,0.232502965599051
2008-12-03,0.19434306569343063,0.23887900355871886
2008-12-04,0.18795620437956204,0.2265717674970344
2008-12-05,0.1989051094890511,0.24733096085409254
2008-12-08,0.20802919708029194,0.2569691577698695
2008-12-09,0.20164233576642335,0.25637603795966785
2008-12-10,0.20164233576642335,0.25222419928825623
2008-12-11,0.18704379562043794,0.24258600237247924
2008-12-12,0.19799270072992697,0.2372479240806643
2008-12-15,0.18704379562043794,0.22597864768683276
2008-12-16,0.19981751824817517,0.22879596678529063
2008-12-17,0.20894160583941604,0.2283511269276394
2008-12-18,0.2198905109489051,0.22701660735468565
2008-12-19,0.2052919708029197,0.23695136417556348
2008-12-22,0.20437956204379562,0.2284994068801898
2008-12-23,0.2107664233576642,0.2277580071174377
2008-12-24,0.20255474452554745,0.2274614472123369
2008-12-26,0.21806569343065693,0.2276097271648873
2008-12-29,0.21532846715328463,0.22538552787663108
2008-12-30,0.22354014598540145,0.23561684460260973
2008-12-31,0.23266423357664232,0.2419928825622776
