,DK,TSO
2008-08-05,0.47846889952153115,0.4053771861132863
2008-08-06,0.5430622009569378,0.45392847820412424
2008-08-07,0.4503588516746412,0.4374836857217437
2008-08-08,0.47906698564593303,0.46776298616549206
2008-08-11,0.4964114832535886,0.4682850430696946
2008-08-12,0.5023923444976077,0.45784390498564337
2008-08-13,0.5167464114832536,0.4810754372226572
2008-08-14,0.5095693779904307,0.4633255024797703
2008-08-15,0.5029904306220097,0.4719394413991124
2008-08-18,0.47846889952153115,0.4455755677368833
2008-08-19,0.4748803827751197,0.44139911250326286
2008-08-20,0.4683014354066986,0.4648916731923779
2008-08-21,0.46351674641148327,0.43904985643435135
2008-08-22,0.46172248803827753,0.43121900287131293
2008-08-25,0.4437799043062201,0.42939180370660396
2008-08-26,0.4629186602870814,0.43252414513181936
2008-08-27,0.48444976076555024,0.4805533803184547
2008-08-28,0.48624401913875603,0.4737666405638214
2008-08-29,0.472488038277512,0.4842077786478726
2008-09-02,0.45275119617224885,0.4510571652310102
2008-09-03,0.48564593301435405,0.4876011485251892
2008-09-04,0.49102870813397137,0.4748107543722266
2008-09-05,0.5065789473684211,0.48707909162098667
2008-09-08,0.5137559808612441,0.5103106238580005
2008-09-09,0.4778708133971292,0.45053510832680765
2008-09-10,0.46710526315789475,0.42939180370660396
2008-09-11,0.5077751196172249,0.4693291568780997
2008-09-12,0.5741626794258373,0.4975202297050378
2008-09-15,0.5227272727272728,0.41712346645784387
2008-09-16,0.549043062200957,0.42782563299399634
2008-09-17,0.5305023923444976,0.4306969459671104
2008-09-18,0.5849282296650717,0.45131819368311143
2008-09-19,0.6429425837320575,0.49229966066301223
2008-09-22,0.5789473684210527,0.45392847820412424
2008-09-23,0.5526315789473685,0.4750717828243278
2008-09-24,0.5777511961722489,0.490211433046202
2008-09-25,0.5980861244019139,0.5186635343252415
2008-09-26,0.6010765550239235,0.49282171756721477
2008-09-29,0.555622009569378,0.4372226572696424
2008-09-30,0.5544258373205742,0.4304359175150091
2008-10-01,0.5293062200956938,0.4249543200208823
2008-10-02,0.4922248803827752,0.3764030279300444
2008-10-03,0.49521531100478466,0.3633516053249804
2008-10-06,0.4706937799043063,0.31897676846776296
2008-10-07,0.41866028708133973,0.2824327851735839
2008-10-08,0.3953349282296651,0.27355781780214045
2008-10-09,0.32894736842105265,0.2401461759331767
2008-10-10,0.2996411483253589,0.21821978595666924
2008-10-13,0.35167464114832536,0.2824327851735839
2008-10-14,0.3199760765550239,0.2892195249282172
2008-10-15,0.26973684210526316,0.23544766379535367
2008-10-16,0.284688995215311,0.25841816758026626
2008-10-17,0.284688995215311,0.25920125293657004
2008-10-20,0.29904306220095694,0.27982250065257114
2008-10-21,0.29844497607655507,0.29052466718872355
2008-10-22,0.2769138755980861,0.25293657008613935
2008-10-23,0.2667464114832536,0.261028452101279
2008-10-24,0.2529904306220096,0.23440354998694857
2008-10-27,0.23504784688995217,0.22448446880709996
2008-10-28,0.25059808612440193,0.25084834246932913
2008-10-29,0.24760765550239233,0.25841816758026626
2008-10-30,0.2811004784688996,0.25972330984077263
2008-10-31,0.33433014354066987,0.2524145131819368
2008-11-03,0.305622009569378,0.25528582615505085
2008-11-04,0.36004784688995217,0.27773427303576087
2008-11-05,0.35466507177033496,0.24092926128948056
2008-11-06,0.32476076555023925,0.23962411902897413
2008-11-07,0.291866028708134,0.25293657008613935
2008-11-10,0.29904306220095694,0.27564604541895066
2008-11-11,0.30741626794258375,0.2636387366222918
2008-11-12,0.2715311004784689,0.2401461759331767
2008-11-13,0.3223684210526316,0.26624902114330457
2008-11-14,0.32954545454545453,0.267554163403811
2008-11-17,0.2894736842105263,0.2487601148525189
2008-11-18,0.32476076555023925,0.25580788305925345
2008-11-19,0.2894736842105263,0.2216131558339859
2008-11-20,0.25119617224880386,0.17749934742886972
2008-11-21,0.23026315789473686,0.20516836335160532
2008-11-24,0.2655502392344498,0.222657269642391
2008-11-25,0.284688995215311,0.2166536152440616
2008-11-26,0.3139952153110048,0.23727486296006262
2008-11-28,0.32894736842105265,0.23988514748107542
2008-12-01,0.30622009569377995,0.20595144870790913
2008-12-02,0.33552631578947373,0.21978595666927694
2008-12-03,0.3379186602870814,0.22474549725920123
2008-12-04,0.29485645933014354,0.20438527799530148
2008-12-05,0.291866028708134,0.21352127381884622
2008-12-08,0.27571770334928236,0.22709475332811274
2008-12-09,0.29844497607655507,0.23309840772644216
2008-12-10,0.3068181818181818,0.24432263116679714
2008-12-11,0.29904306220095694,0.2422344035499869
2008-12-12,0.31578947368421056,0.23727486296006262
2008-12-15,0.2727272727272727,0.2401461759331767
2008-12-16,0.31519138755980863,0.26076742364917777
2008-12-17,0.3259569377990431,0.29287392325763506
2008-12-18,0.31937799043062204,0.2863482119551031
2008-12-19,0.31758373205741625,0.30305403288958493
2008-12-22,0.305622009569378,0.27512398851474806
2008-12-23,0.30203349282296654,0.29313495170973636
2008-12-24,0.312799043062201,0.3108848864526233
2008-12-26,0.3259569377990431,0.31453928478204124
2008-12-29,0.3080143540669857,0.33046202036021927
2008-12-30,0.29904306220095694,0.35343252414513177
2008-12-31,0.31638755980861244,0.3437744714173845
