,ESS,EQR
2008-08-07,1.0676996864047223,1.127483870967742
2008-08-08,1.1131710016602103,1.176774193548387
2008-08-11,1.1270983213429258,1.2165161290322581
2008-08-12,1.1032097399003873,1.169032258064516
2008-08-13,1.1141855746172293,1.152
2008-08-14,1.125991514480723,1.176
2008-08-15,1.1267293857221914,1.1584516129032258
2008-08-18,1.100442722744881,1.1339354838709677
2008-08-19,1.0718502121379818,1.0988387096774193
2008-08-20,1.0684375576461909,1.0944516129032258
2008-08-21,1.0605976757055893,1.0668387096774195
2008-08-22,1.099428149787862,1.103225806451613
2008-08-25,1.0749861649142225,1.0681290322580645
2008-08-26,1.0704667035602287,1.0851612903225805
2008-08-27,1.0724958494742667,1.079483870967742
2008-08-28,1.0926950747094633,1.1083870967741936
2008-08-29,1.082364877328906,1.0890322580645162
2008-09-02,1.084209555432577,1.0944516129032258
2008-09-03,1.1044087806677734,1.1298064516129032
2008-09-04,1.0663161778269692,1.0748387096774192
2008-09-05,1.0873455082088175,1.0929032258064517
2008-09-08,1.1251614093340712,1.153290322580645
2008-09-09,1.059859804464121,1.0905806451612903
2008-09-10,1.0674229846891718,1.0957419354838709
2008-09-11,1.0768308430178934,1.0934193548387097
2008-09-12,1.0802434975096846,1.1058064516129034
2008-09-15,0.9869027854639365,1.032258064516129
2008-09-16,1.0807046670356022,1.0769032258064515
2008-09-17,1.0357867552112157,1.0234838709677418
2008-09-18,1.1898173768677365,1.264516129032258
2008-09-19,1.1575355100534956,1.2265806451612904
2008-09-22,1.0512820512820513,1.1212903225806452
2008-09-23,1.07830658550083,1.1143225806451613
2008-09-24,1.0653016048699502,1.102967741935484
2008-09-25,1.0826415790444568,1.1316129032258064
2008-09-26,1.0974912377790076,1.1744516129032259
2008-09-29,1.0269323003135953,1.0714838709677421
2008-09-30,1.0914038000368935,1.1460645161290322
2008-10-01,1.0731414868105515,1.112
2008-10-02,1.038553772366722,1.0536774193548386
2008-10-03,1.0376314333148866,1.0100645161290323
2008-10-06,0.9753735473159934,0.9979354838709678
2008-10-07,0.9684560044272275,0.9455483870967742
2008-10-08,0.9655045194613541,0.9545806451612904
2008-10-09,0.894668880280391,0.8614193548387098
2008-10-10,0.9498247555801513,1.0580645161290323
2008-10-13,1.0376314333148866,1.017806451612903
2008-10-14,0.9352517985611511,0.9267096774193547
2008-10-15,0.8040029514849659,0.7814193548387097
2008-10-16,0.8259546209186497,0.8340645161290323
2008-10-17,0.8420033204205867,0.8389677419354838
2008-10-20,0.872348275225973,0.8580645161290322
2008-10-21,0.850027670171555,0.8392258064516129
2008-10-22,0.8025272090020292,0.7736774193548387
2008-10-23,0.8223574986164913,0.8129032258064516
2008-10-24,0.7922892455266556,0.776258064516129
2008-10-27,0.7796532005165099,0.7411612903225806
2008-10-28,0.8901494189263974,0.8232258064516129
2008-10-29,0.876222099243682,0.824
2008-10-30,0.847168419110865,0.8273548387096775
2008-10-31,0.8974358974358974,0.9014193548387097
2008-11-03,0.8077845415974912,0.8508387096774194
2008-11-04,0.8078767755026748,0.9068387096774194
2008-11-05,0.7304925290536801,0.8103225806451613
2008-11-06,0.722007009776794,0.7698064516129032
2008-11-07,0.7706142778085224,0.8531612903225807
2008-11-10,0.7358420955543258,0.7827096774193548
2008-11-11,0.7151817007932116,0.7876129032258065
2008-11-12,0.6855746172292935,0.752258064516129
2008-11-13,0.7565947242206235,0.8270967741935483
2008-11-14,0.6730308061243313,0.7138064516129032
2008-11-17,0.6381663899649511,0.6869677419354839
2008-11-18,0.6458218040951853,0.6838709677419355
2008-11-19,0.5898358236487733,0.5989677419354839
2008-11-20,0.6157535510053496,0.5710967741935483
2008-11-21,0.6458218040951853,0.6541935483870968
2008-11-24,0.7203467994834901,0.7726451612903226
2008-11-25,0.7748570374469655,0.768258064516129
2008-11-26,0.7970854085961999,0.8105806451612904
2008-11-28,0.7975465781221177,0.7852903225806451
2008-12-01,0.6402877697841727,0.6154838709677419
2008-12-02,0.7174875484228003,0.7398709677419355
2008-12-03,0.763604501014573,0.791741935483871
2008-12-04,0.7391625161409334,0.7623225806451612
2008-12-05,0.7894299944659657,0.8681290322580645
2008-12-08,0.794041689725143,0.8929032258064517
2008-12-09,0.7286478509500092,0.8250322580645161
2008-12-10,0.7621287585316362,0.8898064516129032
2008-12-11,0.6673123040029514,0.7078709677419355
2008-12-12,0.7398081534772182,0.8167741935483871
2008-12-15,0.6850212137981921,0.7654193548387097
2008-12-16,0.7517063272458956,0.856516129032258
2008-12-17,0.7543811104962185,0.8590967741935484
2008-12-18,0.7060505441800405,0.744774193548387
2008-12-19,0.7313226342003321,0.7620645161290323
2008-12-22,0.7011621472053127,0.7329032258064516
2008-12-23,0.6863124884707618,0.7101935483870968
2008-12-24,0.691938756686958,0.7163870967741935
2008-12-26,0.695812580704667,0.7254193548387097
2008-12-29,0.6584578491053311,0.696258064516129
2008-12-30,0.6815163254012175,0.7261935483870968
2008-12-31,0.7078952222837115,0.7695483870967742
