"","X1","NTRS","VNO","long_distance","Fx","Fy","MI_X","MI_Y"
"45",2009-03-09,0.899661781285231,0.508148910619317,"VNO",0.645021645021645,0.640692640692641,0.565547932188099,0.547395247031157
"46",2009-03-10,1.01014656144307,0.620861211185452,"VNO",0.987012987012987,1,0.0393666807669252,0.9999999999
"47",2009-03-11,1.03457346862082,0.60919540229885,"VNO",0.770562770562771,0.29004329004329,0.965960562278415,0.0430118739183368
"48",2009-03-12,1.10935738444194,0.669583118888317,"VNO",0.935064935064935,0.956709956709957,0.484027990955262,0.834562867685688
"49",2009-03-13,1.10353250657647,0.640933264710928,"VNO",0.45021645021645,0.147186147186147,0.886705079954958,0.0379737075580863
"50",2009-03-16,1.04284103720406,0.595127809229713,"VNO",0.0735930735930736,0.0779220779220779,0.306866961029659,0.361323666952375
"51",2009-03-17,1.12683201803833,0.642477268828272,"VNO",0.948051948051948,0.935064935064935,0.769490651430558,0.566657957215354
"52",2009-03-18,1.16065388951522,0.675587579344656,"VNO",0.792207792207792,0.891774891774892,0.310652945619599,0.893989575457156
"53",2009-03-19,1.06313416009019,0.634071024189398,"VNO",0.0562770562770563,0.0952380952380952,0.132966256223098,0.583206078084919
"54",2009-03-20,1.08624577226607,0.552925030022302,"VNO",0.753246753246753,0.0173160173160173,0.972348060997436,0.00083767826483208
"55",2009-03-23,1.21382938744833,0.631669240006862,"VNO",0.987012987012987,0.982683982683983,0.803104202648235,0.562618155983888
"56",2009-03-24,1.14900413378429,0.603190941842512,"VNO",0.0779220779220779,0.147186147186147,0.108146943515807,0.652526915673495
"57",2009-03-25,1.21326568959038,0.583462000343112,"VNO",0.9004329004329,0.181818181818182,0.991435026120403,0.0180699791535952
"58",2009-03-26,1.17418263810598,0.620174987133299,"VNO",0.168831168831169,0.913419913419913,0.0168965938023521,0.99273350520915
"59",2009-03-27,1.10428410372041,0.593755361125407,"VNO",0.0692640692640693,0.147186147186147,0.0841957989745768,0.691648198606243
"60",2009-03-30,1.07083803081548,0.5354263166924,"VNO",0.186147186147186,0.0476190476190476,0.834925986916956,0.0231721148719352
"61",2009-03-31,1.12401352874859,0.570252187339166,"VNO",0.891774891774892,0.917748917748918,0.52050610308247,0.781771729407531
"62",2009-04-01,1.18301390454716,0.577972207925888,"VNO",0.891774891774892,0.675324675324675,0.959726147558772,0.15673715838105
"63",2009-04-02,1.11931604659902,0.616057642820381,"VNO",0.0779220779220779,0.917748917748918,0.00795355364784032,0.991449566400037
"64",2009-04-03,1.15332581736189,0.697546749013553,"VNO",0.792207792207792,0.978354978354978,0.0914641866941634,0.995931521447453
"65",2009-04-06,1.1163096580233,0.680391147709727,"VNO",0.168831168831169,0.233766233766234,0.214231763910398,0.5700767495303
"66",2009-04-07,1.07083803081548,0.60233316177732,"VNO",0.121212121212121,0.0346320346320346,0.797203953297867,0.0290190479867605
"67",2009-04-08,1.09545283727922,0.611940298507463,"VNO",0.761904761904762,0.705627705627706,0.720607136120461,0.455745472470978
"68",2009-04-09,1.20481022172116,0.71556013038257,"VNO",0.965367965367965,0.991341991341991,0.210740997613813,0.978291609835101
"69",2009-04-13,1.2314919203307,0.721393034825871,"VNO",0.753246753246753,0.614718614718615,0.827778010365704,0.291231003016941
"70",2009-04-14,1.14881623449831,0.644364384971693,"VNO",0.0649350649350649,0.038961038961039,0.560459862065794,0.134884819244262
"71",2009-04-15,1.21251409244645,0.707840109795848,"VNO",0.9004329004329,0.952380952380952,0.337305715637014,0.913911546063051
"72",2009-04-16,1.19804584742578,0.734602847829816,"VNO",0.372294372294372,0.857142857142857,0.0498507263674252,0.981324715223264
"73",2009-04-17,1.18489289740699,0.78932921598902,"VNO",0.376623376623377,0.935064935064935,0.039432705614465,0.994701050669633
"74",2009-04-20,1.09263434798948,0.691370732544176,"VNO",0.0606060606060606,0.0216450216450216,0.727057219485383,0.0460736787167214
"75",2009-04-21,1.0554302893649,0.806313261279808,"VNO",0.151515151515152,0.991341991341991,0.0240857333350713,0.999538125825222
"76",2009-04-22,1.00901916572717,0.776634071024189,"VNO",0.108225108225108,0.173160173160173,0.154533030991095,0.60221405451417
"77",2009-04-23,1.07027433295753,0.800480356836507,"VNO",0.909090909090909,0.822510822510823,0.898392629810411,0.320481555799031
"78",2009-04-24,1.04415633220594,0.837021787613656,"VNO",0.233766233766234,0.874458874458874,0.0244929344321293,0.988161269531849
"79",2009-04-27,1.03363397219091,0.785898095728255,"VNO",0.38961038961039,0.0952380952380952,0.895219162489573,0.0212625381534912
"80",2009-04-28,0.999060503570086,0.801681248927775,"VNO",0.155844155844156,0.748917748917749,0.0165587557738869,0.97174845108981
"81",2009-04-29,1.03344607290492,0.83462000343112,"VNO",0.826839826839827,0.857142857142857,0.528031408849304,0.733008872808815
"82",2009-04-30,1.02142051860203,0.838737347744038,"VNO",0.372294372294372,0.575757575757576,0.170312517848542,0.81445010827062
"83",2009-05-01,0.991732431416761,0.815405729970835,"VNO",0.19047619047619,0.212121212121212,0.321579170589165,0.445900330327803
"84",2009-05-04,1.04547162720782,0.899982844398696,"VNO",0.9004329004329,0.96969696969697,0.222097092102118,0.966935540100701
"85",2009-05-05,1.00601277715145,0.866872533882313,"VNO",0.134199134199134,0.173160173160173,0.237463535178287,0.503423139573841
"86",2009-05-06,1.04114994363021,0.924000686224052,"VNO",0.831168831168831,0.917748917748918,0.308506901831659,0.908912187426419
"87",2009-05-07,0.983652762119504,0.822611082518442,"VNO",0.0692640692640693,0.0346320346320346,0.631918926034632,0.0934778087232067
"88",2009-05-08,1.03889515219842,0.889174815577286,"VNO",0.9004329004329,0.935064935064935,0.455649556073976,0.837843583267254
"89",2009-05-11,0.990417136414882,0.846972036369875,"VNO",0.0995670995670996,0.142857142857143,0.1895795770278,0.538040677507369
"90",2009-05-12,1.0054490792935,0.814547949905644,"VNO",0.701298701298701,0.164502164502165,0.962681245839338,0.0197571412304426
"91",2009-05-13,0.984592258549417,0.754846457368331,"VNO",0.272727272727273,0.0779220779220779,0.847121268726498,0.0292149214333502
"92",2009-05-14,1.03344607290492,0.780579859324069,"VNO",0.891774891774892,0.848484848484849,0.800029795713163,0.468686221730476
"93",2009-05-15,1.00620067643743,0.760679361811632,"VNO",0.212121212121212,0.229437229437229,0.343887389950617,0.437643161670357
"94",2009-05-18,1.03137918075911,0.832904443300738,"VNO",0.779220779220779,0.952380952380952,0.136195091098163,0.983582522599639
"95",2009-05-19,0.984404359263435,0.81592039800995,"VNO",0.103896103896104,0.277056277056277,0.0520004135767514,0.806041690476843
"96",2009-05-20,0.956595264937993,0.797049236575742,"VNO",0.199134199134199,0.251082251082251,0.261552502948694,0.532053833648534
"97",2009-05-21,0.967681322810973,0.795676788471436,"VNO",0.653679653679654,0.471861471861472,0.820208525691858,0.218358769133971
"98",2009-05-22,0.977076287110109,0.771144278606965,"VNO",0.640692640692641,0.194805194805195,0.94343428826126,0.0312737915413341
"99",2009-05-26,1.03194287861706,0.822096414479328,"VNO",0.9004329004329,0.917748917748918,0.564688489417269,0.748456226510382
"100",2009-05-27,1.00375798571965,0.774060730828615,"VNO",0.212121212121212,0.0952380952380952,0.736497627508767,0.0768289074936435
"101",2009-05-28,1.04227733934611,0.798593240693086,"VNO",0.848484848484849,0.831168831168831,0.690796989313382,0.573530737059062
"102",2009-05-29,1.08323938369034,0.800480356836507,"VNO",0.848484848484849,0.523809523809524,0.964275431629836,0.102900036089687
"103",2009-06-01,1.06219466366028,0.84148224395265,"VNO",0.29004329004329,0.891774891774892,0.0314166440026668,0.989829937568125
"104",2009-06-02,1.04716272078166,0.828100874935667,"VNO",0.350649350649351,0.324675324675325,0.491788955326114,0.380843414740766
"105",2009-06-03,1.03870725291244,0.823297306570595,"VNO",0.41991341991342,0.41991341991342,0.468289817897605,0.468289817897605
"106",2009-06-04,1.07403231867719,0.861382741465088,"VNO",0.822510822510823,0.874458874458874,0.450280059507567,0.800791442923375
"107",2009-06-05,1.0445321307779,0.835992451535426,"VNO",0.207792207792208,0.199134199134199,0.408432062866114,0.358809234769268
"108",2009-06-08,1.04058624577227,0.84748670440899,"VNO",0.476190476190476,0.67965367965368,0.19650866436534,0.848626744346889
"109",2009-06-09,1.05900037579857,0.852461828787099,"VNO",0.718614718614719,0.58008658008658,0.808162529025744,0.290371314645631
"110",2009-06-10,1.03325817361894,0.829301767026934,"VNO",0.233766233766234,0.220779220779221,0.427569420029266,0.358446998566927
"111",2009-06-11,1.04002254791432,0.799451020758278,"VNO",0.606060606060606,0.173160173160173,0.938044409322245,0.0281129326254573
"112",2009-06-12,1.03701615933859,0.832732887287699,"VNO",0.493506493506494,0.857142857142857,0.0854298277915832,0.972069559723136
"113",2009-06-15,1.01803833145434,0.79430434036713,"VNO",0.311688311688312,0.147186147186147,0.769588865121744,0.0861293465550846
"114",2009-06-16,0.990792934986847,0.775090066906845,"VNO",0.212121212121212,0.238095238095238,0.323979507807336,0.462281806493301
"115",2009-06-17,0.961104847801578,0.754160233316178,"VNO",0.186147186147186,0.220779220779221,0.288423634640637,0.484077757330616
"116",2009-06-18,0.986471251409245,0.770114942528736,"VNO",0.783549783549784,0.761904761904762,0.663843950643455,0.54902501084401
"117",2009-06-19,1.02010522360015,0.773717618802539,"VNO",0.822510822510823,0.567099567099567,0.938222309328229,0.148490030586373
"118",2009-06-22,0.974821495678316,0.721907702864985,"VNO",0.108225108225108,0.0822510822510823,0.47949389691753,0.218228270592469
"119",2009-06-23,0.974633596392334,0.732372619660319,"VNO",0.519480519480519,0.688311688311688,0.241890509492366,0.823116792472446
"120",2009-06-24,0.991920330702743,0.743523760507806,"VNO",0.718614718614719,0.696969696969697,0.631105059969392,0.531883850641356
"121",2009-06-25,1.01221345358888,0.757934465603019,"VNO",0.74025974025974,0.731601731601732,0.613924739204399,0.571821970760997
"122",2009-06-26,0.99586621570838,0.764453594098473,"VNO",0.329004329004329,0.614718614718615,0.103847401177188,0.882840878225222
"123",2009-06-29,1.01484404359263,0.762566477955052,"VNO",0.727272727272727,0.471861471861472,0.899426115719934,0.150128334856967
"124",2009-06-30,1.0086433671552,0.772516726711271,"VNO",0.437229437229437,0.675324675324675,0.158845812277002,0.87115139544737
"125",2009-07-01,1.00488538143555,0.780751415337108,"VNO",0.480519480519481,0.640692640692641,0.245234540307944,0.793962514437564
