,MLM,STNR
2008-08-06,0.908749373852062,0.909115209836942
2008-08-07,0.860828185005844,0.9075113605987706
2008-08-08,0.8753548171648021,0.9542902967121092
2008-08-11,0.8649190182000334,0.9922480620155039
2008-08-12,0.8677575555184505,0.9901095963646085
2008-08-13,0.8660043412923694,1.0155038759689925
2008-08-14,0.8893805309734514,1.021117348302593
2008-08-15,0.9183503088996493,1.0278000534616414
2008-08-18,0.8966438470529304,1.0328789093825181
2008-08-19,0.8483887126398397,0.995990376904571
2008-08-20,0.8538153281015194,0.9850307404437317
2008-08-21,0.862998831190516,0.9564287623630047
2008-08-22,0.9150108532309233,0.967655707030206
2008-08-25,0.8978126565369845,0.934509489441326
2008-08-26,0.903656703957255,0.9283614006950014
2008-08-27,0.9431457672399399,0.933974873028602
2008-08-28,0.9698614125897479,0.9607056936647955
2008-08-29,0.9425613624979129,0.946271050521251
2008-09-02,0.9424778761061947,0.9537556802993853
2008-09-03,0.972699949908165,0.9941192194600375
2008-09-04,0.9303723493070629,0.9689922480620156
2008-09-05,0.9600100183670062,0.9652499331729485
2008-09-08,1.0053431290699617,0.995990376904571
2008-09-09,0.9312906996159626,0.9778134188719594
2008-09-10,0.9222741693104024,1.0106923282544775
2008-09-11,0.9373017198196694,1.024592354985298
2008-09-12,0.9267824344631825,1.0184442662389737
2008-09-15,0.8629153447987978,0.9572306869820905
2008-09-16,0.9054099181833362,1.0066827051590483
2008-09-17,0.8781098680915012,0.9529537556802994
2008-09-18,0.9677742527967941,0.9775461106655975
2008-09-19,0.9812155618634163,1.0387596899224807
2008-09-22,0.8944732008682584,0.9649826249665866
2008-09-23,0.9100016697278344,0.9684576316492917
2008-09-24,0.9492402738353648,0.9406575781876504
2008-09-25,0.9734513274336283,0.9612403100775195
2008-09-26,0.9509100016697278,0.95028067361668
2008-09-29,0.8871263983970613,0.8781074578989576
2008-09-30,0.934880614459843,0.9190056134723338
2008-10-01,0.8839539155117715,0.9117882919005614
2008-10-02,0.8063950576056103,0.8708901363271853
2008-10-03,0.727166471865086,0.7955092221331196
2008-10-06,0.6866755718817833,0.7546110665597434
2008-10-07,0.6480213725162799,0.6856455493183641
2008-10-08,0.6637168141592921,0.6391339214113874
2008-10-09,0.6357488729337119,0.5963646083934777
2008-10-10,0.6757388545667056,0.6730820636193532
2008-10-13,0.7236600434129238,0.6885859395883455
2008-10-14,0.7107196526966104,0.6698743651430099
2008-10-15,0.6414259475705459,0.6046511627906977
2008-10-16,0.6637168141592921,0.6094627105052126
2008-10-17,0.6688929704458174,0.6166800320769849
2008-10-20,0.7065453331107029,0.6356589147286823
2008-10-21,0.6876774085824011,0.6260358192996526
2008-10-22,0.6663883786942728,0.6083934776797648
2008-10-23,0.6440975121055268,0.6137396418070036
2008-10-24,0.5927533811988646,0.5741780272654371
2008-10-27,0.5400734680247119,0.5517241379310346
2008-10-28,0.5465854065787277,0.5904838278535152
2008-10-29,0.6302387710803139,0.5741780272654371
2008-10-30,0.6278176657204876,0.665062817428495
2008-10-31,0.6543663382868592,0.6923282544774125
2008-11-03,0.6810819836366672,0.6968724939855654
2008-11-04,0.7136416764067457,0.7260090884790164
2008-11-05,0.7103857071297379,0.7158513766372628
2008-11-06,0.6808315244615127,0.6990109596364609
2008-11-07,0.6931040240440808,0.7252071638599306
2008-11-10,0.6990315578560695,0.7070302058273189
2008-11-11,0.6754883953915511,0.6827051590483828
2008-11-12,0.6395057605610285,0.636460839347768
2008-11-13,0.6683920520955084,0.6337877572841487
2008-11-14,0.6633828685924194,0.6091954022988506
2008-11-17,0.6309901486057773,0.60358192996525
2008-11-18,0.6361663048923025,0.6043838545843357
2008-11-19,0.5799799632659877,0.541833734295643
2008-11-20,0.503339455668726,0.48676824378508426
2008-11-21,0.5279679412255802,0.5257952419139269
2008-11-24,0.6200534312906996,0.5816626570435713
2008-11-25,0.6648856236433461,0.6054530874097835
2008-11-26,0.7100517615628652,0.6255012028869287
2008-11-28,0.7316747370178661,0.6466185511895216
2008-12-01,0.6468525630322258,0.5888799786153436
2008-12-02,0.6799131741526131,0.6415396952686448
2008-12-03,0.6797462013691769,0.6998128842555467
2008-12-04,0.6875104357989648,0.6853782411120022
2008-12-05,0.758891300717983,0.7254744720662926
2008-12-08,0.8738520621138754,0.7431168136861802
2008-12-09,0.8039739522457839,0.6917936380646886
2008-12-10,0.8210886625480046,0.702485966319166
2008-12-11,0.7711638003005511,0.7142475273990911
2008-12-12,0.8044748705960928,0.7313552526062551
2008-12-15,0.7851895141092001,0.7035551991446138
2008-12-16,0.8181666388378694,0.7612937717187919
2008-12-17,0.7988812823509768,0.7939053728949479
2008-12-18,0.7955418266822508,0.7725207163859931
2008-12-19,0.7880280514276173,0.7888265169740712
2008-12-22,0.7791784939054934,0.7722534081796312
2008-12-23,0.7967941225580231,0.7455225875434377
2008-12-24,0.7947904491567874,0.743918738305266
2008-12-26,0.8284354650192018,0.7666399358460305
2008-12-29,0.7977959592586409,0.7431168136861802
2008-12-30,0.8035565202871932,0.7457898957497996
2008-12-31,0.8104858907997996,0.7890938251804331
