,ISCA,TMK
2008-08-06,0.8944759206798867,0.9388280746941404
2008-08-07,0.8720491029272899,0.9341596909207985
2008-08-08,0.9017941454202079,0.9629748873148745
2008-08-11,0.9159584513692162,0.9660334835801674
2008-08-12,0.9265816808309726,0.9433354797166774
2008-08-13,0.919971671388102,0.9277205408886028
2008-08-14,0.9225684608120869,0.9452672247263362
2008-08-15,0.9360245514636449,0.9562137797810689
2008-08-18,0.9218602455146364,0.9365743721828719
2008-08-19,0.9117091595845136,0.93190598840953
2008-08-20,0.8899905571293674,0.9383451384417257
2008-08-21,0.8746458923512748,0.9278815196394077
2008-08-22,0.8935316336166195,0.9436574372182872
2008-08-25,0.8895184135977338,0.9306181584030908
2008-08-26,0.9001416430594902,0.9351255634256279
2008-08-27,0.910056657223796,0.9562137797810689
2008-08-28,0.9372049102927291,0.9632968448164844
2008-08-29,0.9364966949952787,0.9616870573084354
2008-09-02,0.9549102927289896,0.9726336123631681
2008-09-03,0.9782813975448535,0.9781068898905344
2008-09-04,0.9726156751652503,0.9523502897617514
2008-09-05,0.9678942398489141,0.9660334835801674
2008-09-08,0.9910292728989613,0.9996780424983903
2008-09-09,0.9799338999055712,0.9719896973599486
2008-09-10,0.9787535410764873,0.9790727623953639
2008-09-11,0.9792256846081208,0.9827752736638764
2008-09-12,0.969310670443815,0.9853509336767547
2008-09-15,0.9537299338999056,0.9520283322601417
2008-09-16,0.9475920679886686,0.9760141661300709
2008-09-17,0.9386213408876298,0.9009980682549904
2008-09-18,0.9622285174693106,0.9528332260141661
2008-09-19,0.9773371104815863,0.9961365099806826
2008-09-22,0.949480642115203,0.9542820347714103
2008-09-23,0.9426345609065155,0.9634578235672892
2008-09-24,0.9357884796978282,0.9497746297488732
2008-09-25,0.9298866855524079,1.0003219575016098
2008-09-26,0.9383852691218131,1.004346426271732
2008-09-29,0.8970727101038716,0.9658725048293626
2008-09-30,0.918555240793201,0.9626529298132647
2008-10-01,0.9176109537299338,0.9407598197037991
2008-10-02,0.8918791312559018,0.8710560206052801
2008-10-03,0.8543437204910292,0.8343528654217643
2008-10-06,0.8123229461756373,0.7899227301996137
2008-10-07,0.7825779036827195,0.7775273663876369
2008-10-08,0.743862134088763,0.7132968448164843
2008-10-09,0.7004249291784703,0.6440759819703799
2008-10-10,0.651558073654391,0.6171925305859627
2008-10-13,0.6558073654390936,0.6745009658725049
2008-10-14,0.6565155807365439,0.7501609787508049
2008-10-15,0.6050519357884797,0.6596909207984546
2008-10-16,0.6229933899905572,0.6302318094011591
2008-10-17,0.6326723323890463,0.5412105602060527
2008-10-20,0.6546270066100095,0.5700257566001288
2008-10-21,0.6574598677998111,0.5967482292337412
2008-10-22,0.6385741265344665,0.5650354153251771
2008-10-23,0.6558073654390936,0.5687379265936896
2008-10-24,0.6666666666666666,0.5983580167417901
2008-10-27,0.6432955618508026,0.5631036703155183
2008-10-28,0.6798866855524079,0.6278171281390856
2008-10-29,0.7108120868744098,0.6210560206052801
2008-10-30,0.7301699716713881,0.639407598197038
2008-10-31,0.7410292728989613,0.6724082421120413
2008-11-03,0.7386685552407932,0.6769156471345782
2008-11-04,0.7384324834749765,0.7298776561493884
2008-11-05,0.7178942398489141,0.6922086284610431
2008-11-06,0.6940509915014164,0.6648422408242112
2008-11-07,0.7051463644948065,0.6827108821635544
2008-11-10,0.6763456090651557,0.6817450096587251
2008-11-11,0.6529745042492918,0.6654861558274309
2008-11-12,0.617091595845137,0.6278171281390856
2008-11-13,0.6463644948064211,0.642466194462331
2008-11-14,0.619452313503305,0.6192852543464262
2008-11-17,0.5951369216241738,0.5687379265936896
2008-11-18,0.5956090651558074,0.5510302640051513
2008-11-19,0.5349386213408877,0.49082421120412106
2008-11-20,0.5118035882908404,0.44542820347714107
2008-11-21,0.5177053824362606,0.47037990985189954
2008-11-24,0.5439093484419263,0.5408886027044431
2008-11-25,0.5528800755429651,0.5550547327752736
2008-11-26,0.5894711992445704,0.5738892466194462
2008-11-28,0.6126062322946175,0.5819381841596909
2008-12-01,0.5743626062322946,0.5070830650354153
2008-12-02,0.6213408876298395,0.5513522215067611
2008-12-03,0.636685552407932,0.563586606567933
2008-12-04,0.6300755429650614,0.5566645202833226
2008-12-05,0.6409348441926346,0.6276561493882808
2008-12-08,0.6621813031161473,0.6278171281390856
2008-12-09,0.6562795089707272,0.6308757244043786
2008-12-10,0.6522662889518414,0.6220218931101095
2008-12-11,0.6491973559962229,0.6205730843528654
2008-12-12,0.6411709159584513,0.639407598197038
2008-12-15,0.626770538243626,0.6207340631036704
2008-12-16,0.651558073654391,0.692369607211848
2008-12-17,0.6581680830972616,0.6915647134578236
2008-12-18,0.6468366383380547,0.6991307147456536
2008-12-19,0.6520302171860246,0.7103992273019962
2008-12-22,0.6435316336166195,0.6843206696716033
2008-12-23,0.6449480642115203,0.678686413393432
2008-12-24,0.6406987724268177,0.6775595621377979
2008-12-26,0.6558073654390936,0.6817450096587251
2008-12-29,0.6383380547686497,0.6690276883451385
2008-12-30,0.6654863078375827,0.7013844172569221
2008-12-31,0.6782341831916903,0.7195750160978751
