,MRO,OKE
2008-08-06,0.9378692198003666,0.9723791588198368
2008-08-07,0.9168873497657363,0.9206947060054405
2008-08-08,0.9368506824200448,0.9133709981167608
2008-08-11,0.9519250356488081,0.9035363046662481
2008-08-12,0.9280912609492769,0.898932831136221
2008-08-13,0.9633326543084131,0.9196484620213434
2008-08-14,0.9354247300875942,0.9003975727139569
2008-08-15,0.9136280301487064,0.8819836785938481
2008-08-18,0.9014055815848441,0.8876333961079724
2008-08-19,0.9085353432470972,0.9029085582757899
2008-08-20,0.9280912609492769,0.9112785101485666
2008-08-21,0.9372580973721735,0.916509730069052
2008-08-22,0.9160725198614789,0.9188114668340657
2008-08-25,0.9032389488694235,0.9062565390249007
2008-08-26,0.9064982684864534,0.9114877589453861
2008-08-27,0.9317579955184355,0.912952500523122
2008-08-28,0.9264616011407617,0.9150449884913161
2008-08-29,0.9181095946221226,0.9146264908976773
2008-09-02,0.8767569769810551,0.9018623142916928
2008-09-03,0.8985536769199429,0.9045825486503453
2008-09-04,0.8914239152576898,0.8941201088093743
2008-09-05,0.8885720105927887,0.8830299225779452
2008-09-08,0.8942758199225911,0.8788449466415569
2008-09-09,0.8101446323080057,0.8344842017158403
2008-09-10,0.8559788144224894,0.8627327892864616
2008-09-11,0.8902016704013037,0.8401339192299644
2008-09-12,0.9378692198003666,0.8577108181627956
2008-09-15,0.8315339172947647,0.8047708725674828
2008-09-16,0.858627011611326,0.8074911069261352
2008-09-17,0.815237319209615,0.7756852898095836
2008-09-18,0.8121817070686493,0.7635488595940574
2008-09-19,0.8828682012629864,0.797447164678803
2008-09-22,0.8415155836219189,0.7769407825905001
2008-09-23,0.7932369117946627,0.7721280602636534
2008-09-24,0.8195151762069667,0.7631303620004185
2008-09-25,0.8466082705235282,0.7637581083908768
2008-09-26,0.831737624770829,0.7585268884703913
2008-09-29,0.7634956202892645,0.6991002301736764
2008-09-30,0.8121817070686493,0.7198158610587989
2008-10-01,0.790588714605826,0.7187696170747019
2008-10-02,0.7321246689753513,0.6850805607867755
2008-10-03,0.7247911998370339,0.6991002301736764
2008-10-06,0.6816052149113873,0.6440677966101696
2008-10-07,0.6225300468527194,0.6078677547604101
2008-10-08,0.5968629048686086,0.5842226407198159
2008-10-09,0.5475656956610307,0.5220757480644487
2008-10-10,0.5206763088205336,0.4848294622305922
2008-10-13,0.6422896720309635,0.6304666248169073
2008-10-14,0.6080668160521491,0.6170747018204645
2008-10-15,0.4891016500305561,0.5490688428541536
2008-10-16,0.5379914442860053,0.5681104833647206
2008-10-17,0.5286209003870441,0.5840133919229965
2008-10-20,0.5577510694642492,0.6539024900606821
2008-10-21,0.5369729069056834,0.6327683615819208
2008-10-22,0.4581381136687716,0.6097509939317849
2008-10-23,0.5133428396822163,0.5907093534212179
2008-10-24,0.4799348136076593,0.571249215317012
2008-10-27,0.4518231819107761,0.5398618957940992
2008-10-28,0.508250152780607,0.6210504289600335
2008-10-29,0.5223059686290487,0.6091232475413266
2008-10-30,0.5648808311265023,0.6626909395270978
2008-10-31,0.5927887553473212,0.6675036618539443
2008-11-03,0.568547565695661,0.6524377484829462
2008-11-04,0.6292523935628437,0.6444862942038083
2008-11-05,0.6103075982888572,0.6486712701401967
2008-11-06,0.5707883479323691,0.6072400083699518
2008-11-07,0.5826033815441026,0.6260724000836996
2008-11-10,0.5807700142595233,0.6032642812303829
2008-11-11,0.5447137909961295,0.5896631094371207
2008-11-12,0.4917498472193929,0.5494873404477925
2008-11-13,0.5683438582195965,0.5925925925925926
2008-11-14,0.5436952536158077,0.5624607658505963
2008-11-17,0.5058056630678345,0.5609960242728604
2008-11-18,0.51537991444286,0.572295459301109
2008-11-19,0.4911387247911998,0.562251517053777
2008-11-20,0.39885923813403945,0.49529190207156315
2008-11-21,0.4587492360969647,0.5419543837622933
2008-11-24,0.4992870238337747,0.5725047080979284
2008-11-25,0.5135465471582807,0.578782172002511
2008-11-26,0.538398859238134,0.6015902908558276
2008-11-28,0.5333061723365247,0.6139359698681732
2008-12-01,0.4728050519454064,0.5413266373718352
2008-12-02,0.48930535750662046,0.5649717514124294
2008-12-03,0.4754532491342432,0.5775266792215945
2008-12-04,0.43939702587084944,0.5329566854990584
2008-12-05,0.4544713790996129,0.5526260724000838
2008-12-08,0.48523120798533304,0.578782172002511
2008-12-09,0.4915461397433285,0.5647625026156099
2008-12-10,0.5182318191077613,0.597823812513078
2008-12-11,0.5092686901609289,0.5821301527516217
2008-12-12,0.507639030352414,0.5739694496756643
2008-12-15,0.5033611733550621,0.569784473739276
2008-12-16,0.5388062741902627,0.6026365348399247
2008-12-17,0.5479731106131595,0.5974053149194393
2008-12-18,0.5210837237726624,0.5810839087675246
2008-12-19,0.5286209003870441,0.5750156936597615
2008-12-22,0.5070279079242208,0.5779451768152334
2008-12-23,0.5045834182114484,0.5660179953965265
2008-12-24,0.49826848645345284,0.5727139568947479
2008-12-26,0.5045834182114484,0.5810839087675246
2008-12-29,0.5280097779588511,0.5796191671897887
2008-12-30,0.5428804237115501,0.5955220757480645
2008-12-31,0.5573436545121205,0.6093324963381461
