,PEP,CL
2008-08-06,0.9957867209065816,1.009281357730045
2008-08-07,0.9872148772337644,1.0045080880403077
2008-08-08,1.0075548452709573,1.0377883850437548
2008-08-11,1.0063925613831177,1.0322195704057278
2008-08-12,1.0114775533924163,1.0334128878281623
2008-08-13,1.0132209792241755,1.0259878016441262
2008-08-14,1.0161266889437746,1.0277114823654203
2008-08-15,1.0199041115792533,1.0397772474144789
2008-08-18,1.0142379776260353,1.0308936621585787
2008-08-19,1.0184512567194537,1.0253248475205516
2008-08-20,1.014819119569955,1.0141872182444973
2008-08-21,1.0081359872148772,1.011137629276054
2008-08-22,1.0155455469998549,1.0243967117475472
2008-08-25,1.0031962806915589,1.0074250861840361
2008-08-26,0.9981112886822607,1.005833996287457
2008-08-27,1.0053755629812582,1.0107398568019093
2008-08-28,1.0052302774952782,1.0184301246353753
2008-08-29,0.9949150079907018,1.0080880403076107
2008-09-02,1.0091529856167367,1.0172368072129407
2008-09-03,1.0052302774952782,1.0217448952532484
2008-09-04,0.9936074386168822,1.0136568549456377
2008-09-05,1.0013075693738196,1.0218774860779634
2008-09-08,1.0219381083829726,1.050782285865818
2008-09-09,1.0315269504576494,1.0420312914346328
2008-09-10,1.0435856457939852,1.0368602492707504
2008-09-11,1.0550631991864015,1.054362238133121
2008-09-12,1.0627633299433388,1.0605940068947228
2008-09-15,1.0511404910649425,1.0365950676213207
2008-09-16,1.0602934766816796,1.0408379740121982
2008-09-17,1.041406363504286,1.0124635375232034
2008-09-18,1.0639256138311783,1.0193582604083797
2008-09-19,1.0633444718872584,1.003845133916733
2008-09-22,1.032689234345489,0.9745425616547335
2008-09-23,1.0278948133081505,0.9765314240254575
2008-09-24,1.0184512567194537,0.9919119596923893
2008-09-25,1.0358855150370478,1.0076902678334658
2008-09-26,1.0418422199622257,1.0217448952532484
2008-09-29,1.012058695336336,0.9900556881463802
2008-09-30,1.035449658579108,0.9990718642269953
2008-10-01,1.0408252215603662,1.0119331742243436
2008-10-02,1.0302193810838296,1.0177671705118005
2008-10-03,1.0024698532616592,1.0010607265977194
2008-10-06,0.9681824785703909,0.9630071599045346
2008-10-07,0.9460990847014384,0.9500132590824716
2008-10-08,0.9241609763184658,0.899761336515513
2008-10-09,0.8647392125526661,0.8423495094139486
2008-10-10,0.8397501089641145,0.8054892601431981
2008-10-13,0.8974284468981549,0.8900822063113232
2008-10-14,0.7903530437309313,0.8485812781755502
2008-10-15,0.7445881156472468,0.8031026252983293
2008-10-16,0.7711753595815778,0.830151153540175
2008-10-17,0.7827981984599739,0.8245823389021479
2008-10-20,0.8246404184221996,0.856669318483161
2008-10-21,0.7990701728897284,0.8337311058074781
2008-10-22,0.7793113467964551,0.7798992309732167
2008-10-23,0.7769867790207758,0.7728719172633254
2008-10-24,0.7519976754322243,0.7417130734553169
2008-10-27,0.7480749673107657,0.7261999469636702
2008-10-28,0.8111288682260642,0.794484221691859
2008-10-29,0.7990701728897284,0.7955449482895783
2008-10-30,0.8292895539735581,0.8516308671439937
2008-10-31,0.8282725555716984,0.8321400159108989
2008-11-03,0.8349556879267761,0.8423495094139486
2008-11-04,0.8475955252070319,0.8770883054892602
2008-11-05,0.8282725555716984,0.8447361442588173
2008-11-06,0.796890890600029,0.8167594802439672
2008-11-07,0.8043004503850065,0.8355873773534872
2008-11-10,0.7934040389365102,0.8426146910633784
2008-11-11,0.8002324567775679,0.8208697958101299
2008-11-12,0.7714659305535377,0.7890479978785467
2008-11-13,0.8076420165625454,0.8446035534341024
2008-11-14,0.7775679209646957,0.8228586581808539
2008-11-17,0.7695772192357984,0.8231238398302837
2008-11-18,0.7720470724974575,0.8492442322991248
2008-11-19,0.7569373819555427,0.8351896048793424
2008-11-20,0.7306407089931716,0.8021744895253248
2008-11-21,0.7931134679645504,0.8306815168390347
2008-11-24,0.8086590149644051,0.847122779103686
2008-11-25,0.7845416242917332,0.8318748342614691
2008-11-26,0.7980531744878687,0.8418191461150888
2008-11-28,0.82376870550632,0.8627684964200476
2008-12-01,0.7793113467964551,0.8145054362238133
2008-12-02,0.7910794711608311,0.8306815168390347
2008-12-03,0.7857039081795728,0.8438080084858127
2008-12-04,0.7602789481330815,0.8188809334394059
2008-12-05,0.7753886386749963,0.8354547865287721
2008-12-08,0.7787302048525353,0.8138424821002387
2008-12-09,0.7594072352172019,0.7952797666401484
2008-12-10,0.7701583611797181,0.7845399098382392
2008-12-11,0.7657997966003196,0.7764518695306285
2008-12-12,0.7559203835536831,0.7852028639618138
2008-12-15,0.7615865175069011,0.7875894988066825
2008-12-16,0.7875926194973123,0.8302837443648899
2008-12-17,0.7893360453290716,0.824449748077433
2008-12-18,0.7948568937963097,0.8475205515778308
2008-12-19,0.7858491936655528,0.8618403606470432
2008-12-22,0.7809094871422345,0.8769557146645452
2008-12-23,0.7870114775533925,0.8731105807478121
2008-12-24,0.7923870405346506,0.8965791567223549
2008-12-26,0.7926776115066105,0.9029435163086713
2008-12-29,0.7855586226935929,0.8935295677539115
2008-12-30,0.797326747057969,0.9018827897109519
2008-12-31,0.7957286067121895,0.9087775125961284
