,YUM,TWC
2008-08-06,1.0644154370034051,1.1005825242718446
2008-08-07,1.025539160045403,1.0792233009708738
2008-08-08,1.0845629965947785,1.1005825242718446
2008-08-11,1.097616345062429,1.1048543689320387
2008-08-12,1.0791713961407492,1.083883495145631
2008-08-13,1.0465380249716232,1.0699029126213593
2008-08-14,1.0607264472190692,1.0702912621359222
2008-08-15,1.061293984108967,1.0695145631067962
2008-08-18,1.0329171396140748,1.0454368932038836
2008-08-19,1.0164585698070374,1.0205825242718447
2008-08-20,1.0087968217934165,1.0085436893203883
2008-08-21,1.0093643586833143,1.018252427184466
2008-08-22,1.032065834279228,1.035728155339806
2008-08-25,1.0099318955732124,1.003495145631068
2008-08-26,1.0107832009080588,1.0209708737864078
2008-08-27,1.000851305334847,1.0233009708737864
2008-08-28,1.0388762769580022,1.0559223300970875
2008-08-29,1.0124858115777524,1.0388349514563107
2008-09-02,1.0644154370034051,1.047766990291262
2008-09-03,1.0658342792281499,1.061747572815534
2008-09-04,1.039160045402951,1.0532038834951456
2008-09-05,1.0488081725312144,1.047378640776699
2008-09-08,1.1038592508513052,1.0776699029126213
2008-09-09,1.0786038592508511,1.0648543689320389
2008-09-10,1.0788876276958002,1.0633009708737864
2008-09-11,1.1095346197502838,1.079611650485437
2008-09-12,1.0797389330306468,1.065242718446602
2008-09-15,1.0757661748013618,1.039611650485437
2008-09-16,1.0896708286038592,1.036893203883495
2008-09-17,1.0544835414301927,0.9666019417475729
2008-09-18,1.1058456299659476,0.9840776699029126
2008-09-19,1.1132236095346195,1.0011650485436894
2008-09-22,1.0564699205448354,0.9642718446601941
2008-09-23,1.0244040862656072,0.9720388349514564
2008-09-24,0.9849602724177071,0.982135922330097
2008-09-25,0.959988649262202,0.9844660194174758
2008-09-26,0.9631101021566401,0.9801941747572815
2008-09-29,0.9117480136208854,0.9184466019417475
2008-09-30,0.9253688989784336,0.9398058252427184
2008-10-01,0.9290578887627696,0.9258252427184466
2008-10-02,0.89472190692395,0.8640776699029126
2008-10-03,0.8737230419977298,0.8722330097087378
2008-10-06,0.8033484676503972,0.850873786407767
2008-10-07,0.7803632236095346,0.8368932038834952
2008-10-08,0.7888762769580022,0.8260194174757282
2008-10-09,0.757094211123723,0.8116504854368931
2008-10-10,0.7823496027241771,0.76
2008-10-13,0.8280363223609534,0.8520388349514564
2008-10-14,0.8172531214528944,0.858252427184466
2008-10-15,0.7451759364358683,0.7658252427184465
2008-10-16,0.7851872871736663,0.7805825242718447
2008-10-17,0.7888762769580022,0.7693203883495146
2008-10-20,0.8251986379114642,0.7860194174757281
2008-10-21,0.7897275822928489,0.7945631067961165
2008-10-22,0.7568104426787742,0.7479611650485437
2008-10-23,0.760783200908059,0.7339805825242718
2008-10-24,0.7383654937570941,0.7106796116504854
2008-10-27,0.7446083995459704,0.6994174757281554
2008-10-28,0.8300227014755959,0.7425242718446602
2008-10-29,0.8081725312145289,0.7099029126213593
2008-10-30,0.8393870601589102,0.76
2008-10-31,0.8232122587968218,0.760388349514563
2008-11-03,0.8399545970488081,0.7751456310679612
2008-11-04,0.8683314415437003,0.7984466019417475
2008-11-05,0.803916004540295,0.7728155339805824
2008-11-06,0.767877412031782,0.7324271844660194
2008-11-07,0.7755391600454029,0.7413592233009708
2008-11-10,0.7565266742338251,0.7180582524271844
2008-11-11,0.7341089670828603,0.6912621359223301
2008-11-12,0.7128263337116912,0.6753398058252428
2008-11-13,0.7395005675368899,0.698252427184466
2008-11-14,0.7088535754824064,0.7328155339805825
2008-11-17,0.7236095346197502,0.7522330097087379
2008-11-18,0.7199205448354143,0.7568932038834951
2008-11-19,0.6940976163450624,0.698640776699029
2008-11-20,0.6313847900113507,0.6469902912621359
2008-11-21,0.6872871736662882,0.6741747572815534
2008-11-24,0.7185017026106697,0.7285436893203884
2008-11-25,0.7261634506242906,0.7281553398058253
2008-11-26,0.7587968217934165,0.76
2008-11-28,0.764472190692395,0.7883495145631069
2008-12-01,0.7085698070374573,0.7545631067961165
2008-12-02,0.7159477866061293,0.7941747572815534
2008-12-03,0.7673098751418842,0.8077669902912622
2008-12-04,0.786322360953462,0.8
2008-12-05,0.8229284903518729,0.8077669902912622
2008-12-08,0.8203745743473325,0.8244660194174758
2008-12-09,0.7959704880817253,0.7700970873786407
2008-12-10,0.8487514188422247,0.7650485436893204
2008-12-11,0.7999432463110102,0.7611650485436894
2008-12-12,0.7905788876276958,0.767378640776699
2008-12-15,0.7982406356413166,0.7545631067961165
2008-12-16,0.8501702610669694,0.7747572815533981
2008-12-17,0.8666288308740068,0.7829126213592233
2008-12-18,0.8524404086265607,0.7720388349514563
2008-12-19,0.862372304199773,0.7732038834951457
2008-12-22,0.8575482406356413,0.7732038834951457
2008-12-23,0.8549943246311009,0.7805825242718447
2008-12-24,0.862372304199773,0.7902912621359224
2008-12-26,0.8592508513053349,0.7984466019417475
2008-12-29,0.8487514188422247,0.7844660194174757
2008-12-30,0.8771282633371169,0.8450485436893205
2008-12-31,0.8938706015891033,0.8330097087378641
