,XEL,DTE
2008-08-06,0.9414818310523831,0.9327827483367743
2008-08-07,0.949032562529495,0.9220004588208304
2008-08-08,0.9693251533742331,0.9401238816242256
2008-08-11,0.9858423784804152,0.9486120669878412
2008-08-12,0.9721566776781501,0.9456297315898141
2008-08-13,0.9726285983954694,0.9509061711401697
2008-08-14,0.9674374705049551,0.9467767836659784
2008-08-15,0.9735724398301084,0.956641431520991
2008-08-18,0.9782916470033034,0.970406056434962
2008-08-19,0.9721566776781501,0.9678825418674006
2008-08-20,0.9683813119395941,0.9646707960541407
2008-08-21,0.9693251533742331,0.9653590272998392
2008-08-22,0.9749882019820669,0.9747648543243863
2008-08-25,0.9622463426144408,0.9600825877494837
2008-08-26,0.9664936290703161,0.9616884606561138
2008-08-27,0.9773478055686644,0.9745354439091534
2008-08-28,0.9848985370457763,0.9793530626290432
2008-08-29,0.9679093912222747,0.967194310621702
2008-09-02,0.9646059462010382,0.9589355356733195
2008-09-03,0.9622463426144408,0.9564120211057581
2008-09-04,0.9570552147239264,0.9550355586143611
2008-09-05,0.9532798489853703,0.9506767607249368
2008-09-08,0.9815950920245399,0.988988300068823
2008-09-09,0.9844266163284567,0.9903647625602202
2008-09-10,0.9556394525719678,0.99839412709337
2008-09-11,0.9716847569608306,0.9961000229410415
2008-09-12,0.970268994808872,1.0011470520761643
2008-09-15,0.9646059462010382,0.9864647855012617
2008-09-16,0.9848985370457763,0.9784354209681119
2008-09-17,0.9787635677206228,0.9428768066070199
2008-09-18,1.026899480887211,0.9646707960541407
2008-09-19,1.0103822557810287,0.9710942876806606
2008-09-22,0.9801793298725813,0.9481532461573754
2008-09-23,0.9551675318546483,0.9316356962606102
2008-09-24,0.9655497876356772,0.9366827253957328
2008-09-25,0.9806512505899009,0.9428768066070199
2008-09-26,0.9679093912222747,0.9353062629043358
2008-09-29,0.9334591788579518,0.9041064464326679
2008-09-30,0.943369513921661,0.9203945859142004
2008-10-01,0.947144879660217,0.9339298004129387
2008-10-02,0.927796130250118,0.9176416609314062
2008-10-03,0.9131665880132138,0.9043358568479009
2008-10-06,0.8829636621047664,0.8609772883688919
2008-10-07,0.8796602170835299,0.8293186510667583
2008-10-08,0.8942897593204341,0.8054599678825418
2008-10-09,0.8310523831996224,0.734113328745125
2008-10-10,0.7895233600755073,0.6978664831383344
2008-10-13,0.8504011326097215,0.7765542555632026
2008-10-14,0.8352996696554978,0.7916953429685707
2008-10-15,0.778669183577159,0.7442073870153704
2008-10-16,0.7942425672487021,0.7733425097499426
2008-10-17,0.7852760736196319,0.7726542785042441
2008-10-20,0.8447380840018875,0.8325303968800183
2008-10-21,0.825861255309108,0.7983482450103233
2008-10-22,0.7758376592732421,0.768066070199587
2008-10-23,0.8022652194431336,0.7779307180545996
2008-10-24,0.7885795186408683,0.7572837806836429
2008-10-27,0.7687588485134497,0.7426015141087404
2008-10-28,0.8173666823973572,0.8389538885065382
2008-10-29,0.7876356772062294,0.8001835283321863
2008-10-30,0.8286927796130249,0.8389538885065382
2008-10-31,0.8220858895705522,0.8098187657719659
2008-11-03,0.8409627182633317,0.8722183987153017
2008-11-04,0.8607833883907502,0.8742830924523972
2008-11-05,0.8367154318074563,0.846983253039688
2008-11-06,0.802737140160453,0.8148657949070888
2008-11-07,0.8386031146767342,0.8696948841477402
2008-11-10,0.8211420481359131,0.8364303739389768
2008-11-11,0.8164228409627182,0.8274833677448956
2008-11-12,0.803680981595092,0.8040835053911446
2008-11-13,0.8626710712600283,0.8690066529020417
2008-11-14,0.8485134497404436,0.8435420968111952
2008-11-17,0.8565361019348748,0.8311539343886211
2008-11-18,0.847097687588485,0.8329892177104841
2008-11-19,0.8272770174610665,0.8075246616196375
2008-11-20,0.7909391222274658,0.7708189951823813
2008-11-21,0.8513449740443605,0.8426244551502636
2008-11-24,0.8754129306276546,0.8224363386097728
2008-11-25,0.8711656441717791,0.8293186510667583
2008-11-26,0.8650306748466257,0.8341362697866482
2008-11-28,0.8876828692779611,0.8531773342509749
2008-12-01,0.8348277489381783,0.8015599908235833
2008-12-02,0.8442661632845682,0.8178481303051157
2008-12-03,0.8584237848041529,0.8274833677448956
2008-12-04,0.8291647003303445,0.771048405597614
2008-12-05,0.8579518640868333,0.7832071576049552
2008-12-08,0.8617272298253894,0.7939894471208992
2008-12-09,0.8499292118924021,0.7939894471208992
2008-12-10,0.8574799433695139,0.8068364303739389
2008-12-11,0.8555922605002358,0.7894012388162421
2008-12-12,0.8494572911750825,0.7900894700619407
2008-12-15,0.8433223218499292,0.7806836430373939
2008-12-16,0.874941009910335,0.8095893553567332
2008-12-17,0.85181689476168,0.7921541637990365
2008-12-18,0.8626710712600283,0.7953659096122964
2008-12-19,0.8659745162812648,0.7981188345950906
2008-12-22,0.8716375648890985,0.8029364533149804
2008-12-23,0.8513449740443605,0.7990364762560219
2008-12-24,0.8414346389806511,0.8027070428997476
2008-12-26,0.8485134497404436,0.8070658407891718
2008-12-29,0.8494572911750825,0.8132599220004588
2008-12-30,0.8607833883907502,0.8210598761183757
2008-12-31,0.8754129306276546,0.8183069511355815
