,IVZ,BBY
2008-08-06,0.8581009530533004,0.8549618320610687
2008-08-07,0.8425697140840099,0.8341242005364143
2008-08-08,0.8824567596187788,0.882607798638333
2008-08-11,0.8986939639957643,0.916030534351145
2008-08-12,0.8559830568302154,0.9265525067051784
2008-08-13,0.831627250264737,0.9362492263255623
2008-08-14,0.9106953759265797,0.9453270063957088
2008-08-15,0.937169078715143,0.9663709511037756
2008-08-18,0.9110483586304271,0.9506911491644316
2008-08-19,0.8803388633956937,0.9242830616876418
2008-08-20,0.8912813272149666,0.9129358365999588
2008-08-21,0.874338157430286,0.9147926552506707
2008-08-22,0.9131662548535122,0.9312977099236641
2008-08-25,0.8785739498764561,0.9123168970497215
2008-08-26,0.8856336039534063,0.9119042706828967
2008-08-27,0.905400635368867,0.9131421497833712
2008-08-28,0.92057889163431,0.936661852692387
2008-08-29,0.9046946699611719,0.9236641221374047
2008-09-02,0.9085774797034946,0.9447080668454715
2008-09-03,0.9064595834804096,0.9490406436971323
2008-09-04,0.8775150017649136,0.9279966989890653
2008-09-05,0.9029297564419343,0.926758819888591
2008-09-08,0.9195199435227674,0.9682277697544873
2008-09-09,0.8379809389339923,0.9242830616876418
2008-09-10,0.8524532297917402,0.9327419022075512
2008-09-11,0.8683374514648783,0.9490406436971323
2008-09-12,0.8771620190610661,0.9178873530018569
2008-09-15,0.8192728556300742,0.9015886115122758
2008-09-16,0.8549241087186727,0.874767897668661
2008-09-17,0.8040945993646312,0.8209201567980194
2008-09-18,0.8457465584186376,0.8506292552094078
2008-09-19,0.9530533003882811,0.8559933979781309
2008-09-22,0.860571831980233,0.8099855580771611
2008-09-23,0.8312742675608896,0.7813080255828347
2008-09-24,0.8446876103070949,0.7862595419847328
2008-09-25,0.8422167313801624,0.7988446461728904
2008-09-26,0.8944581715495942,0.8070971735093873
2008-09-29,0.7310271796681963,0.7546936249226326
2008-09-30,0.7405577126720791,0.7736744377965752
2008-10-01,0.7437345570067068,0.7534557458221581
2008-10-02,0.7299682315566538,0.709717350938725
2008-10-03,0.7193787504412283,0.6948628017330307
2008-10-06,0.7310271796681963,0.6686610274396534
2008-10-07,0.6177197317331451,0.6259541984732825
2008-10-08,0.570067066713731,0.5995461109964927
2008-10-09,0.45887751500176494,0.5428099855580771
2008-10-10,0.5047652665019414,0.5312564472869816
2008-10-13,0.5834804094599365,0.5597276665978956
2008-10-14,0.5990116484292269,0.5582834743140086
2008-10-15,0.5164136957289094,0.5071178048277285
2008-10-16,0.5255912460289446,0.5172271508149371
2008-10-17,0.5171196611366043,0.5106251289457396
2008-10-20,0.523826332509707,0.5159892717144626
2008-10-21,0.5058242146134839,0.5060862389106664
2008-10-22,0.4387575008824568,0.4716319372807922
2008-10-23,0.4094599364631133,0.46069733855993394
2008-10-24,0.3928697493822803,0.4644109758613576
2008-10-27,0.38757500882456764,0.44377965752011556
2008-10-28,0.4962936816096012,0.4951516401898081
2008-10-29,0.49911754324038127,0.4776150195997524
2008-10-30,0.507236145428874,0.5077367443779658
2008-10-31,0.5262972114366397,0.5545698370125851
2008-11-03,0.5107659724673491,0.5727253971528781
2008-11-04,0.568655135898341,0.5669486280173304
2008-11-05,0.5146487822096718,0.5487930678770374
2008-11-06,0.4592304977056125,0.5314627604703941
2008-11-07,0.5001764913519238,0.527955436352383
2008-11-10,0.4486410165901871,0.5201155353827109
2008-11-11,0.44440522414401695,0.4926758819888591
2008-11-12,0.4084009883515708,0.45327006395708686
2008-11-13,0.4673490998941052,0.4866927996698989
2008-11-14,0.42216731380162376,0.4551268826077986
2008-11-17,0.3819272855630074,0.42851248194759645
2008-11-18,0.39357571478997533,0.43263874561584487
2008-11-19,0.3490998941051889,0.38332989478027646
2008-11-20,0.31203671020120016,0.3593975655044358
2008-11-21,0.3268619837627956,0.3637301423560965
2008-11-24,0.4059301094246382,0.4103569218073035
2008-11-25,0.3939286974938228,0.4126263668248401
2008-11-26,0.4369925873632193,0.43490819063338143
2008-11-28,0.44299329332862697,0.42727460284712193
2008-12-01,0.36992587363219204,0.39240767485042294
2008-12-02,0.4024002823861631,0.411594800907778
2008-12-03,0.4232262619131663,0.4363523829172684
2008-12-04,0.4059301094246382,0.45677738807509805
2008-12-05,0.43769855277091424,0.47555188776562823
2008-12-08,0.4722908577479704,0.5009284093253559
2008-12-09,0.42816801976703145,0.48999381060449765
2008-12-10,0.4507589128132722,0.5120693212296266
2008-12-11,0.42216731380162376,0.4972147720239324
2008-12-12,0.414048711613131,0.5038167938931298
2008-12-15,0.4016943169784681,0.48421704146894984
2008-12-16,0.476173667490293,0.5710748916855787
2008-12-17,0.4666431344864102,0.5896430781926965
2008-12-18,0.4422873279209319,0.5836599958737363
2008-12-19,0.4641722555594776,0.5797400453889004
2008-12-22,0.46240734204024003,0.5634413038993191
2008-12-23,0.45534768796328984,0.5459046833092634
2008-12-24,0.46452523826332515,0.5508561997111615
2008-12-26,0.46240734204024003,0.5508561997111615
2008-12-29,0.45393575714789974,0.5434289251083144
2008-12-30,0.4892340275326509,0.5725190839694657
2008-12-31,0.5097070243558066,0.5799463585723128
