"","X1","GLT","BEN","long_distance","Fx","Fy","MI_X","MI_Y"
"104",2009-06-02,1.06687565308255,1.08498498498499,NA,0.29004329004329,0.70995670995671,0.123256940940136,0.88316545829252
"105",2009-06-03,1.0491118077325,1.07177177177177,NA,0.277056277056277,0.376623376623377,0.278738623740606,0.520188477951595
"106",2009-06-04,1.06060606060606,1.10045045045045,NA,0.683982683982684,0.796536796536797,0.477687530929821,0.785494183136055
"107",2009-06-05,1.04493207941484,1.11996996996997,NA,0.281385281385281,0.714285714285714,0.115003932928633,0.889690144998595
"108",2009-06-08,1.0355276907001,1.11576576576577,"GLT",0.346320346320346,0.467532467532468,0.313679606545106,0.583357385079833
"109",2009-06-09,1.02612330198537,1.15165165165165,"GLT",0.341991341991342,0.813852813852814,0.109503455469207,0.93989093688481
"110",2009-06-10,1.05120167189133,1.1521021021021,"GLT",0.805194805194805,0.532467532467532,0.879587150653919,0.272536048491915
"111",2009-06-11,1.04493207941484,1.14684684684685,"GLT",0.411255411255411,0.467532467532468,0.404418729742871,0.529357620166969
"112",2009-06-12,1.03657262277952,1.14099099099099,"GLT",0.354978354978355,0.463203463203463,0.328612192641034,0.570000813419262
"113",2009-06-15,1.0355276907001,1.11636636636637,"GLT",0.506493506493506,0.272727272727273,0.696249871049827,0.196218996419766
"114",2009-06-16,0.944618599791013,1.07897897897898,"GLT",0.0173160173160173,0.203463203463203,0.00633097586761555,0.866950020973002
"115",2009-06-17,0.974921630094044,1.07102102102102,"GLT",0.865800865800866,0.441558441558442,0.954325799150537,0.134533322964227
"116",2009-06-18,0.957157784743992,1.08198198198198,"GLT",0.268398268398268,0.666666666666667,0.123467413310262,0.858324063549188
"117",2009-06-19,0.96760710553814,1.10165165165165,"GLT",0.683982683982684,0.714285714285714,0.58076767230289,0.658645846421007
"118",2009-06-22,0.864158829676071,1.03558558558559,"GLT",0.012987012987013,0.0735930735930736,0.0201201155786646,0.745769132927553
"119",2009-06-23,0.889237199582027,1.0518018018018,"GLT",0.844155844155844,0.70995670995671,0.839361665953765,0.440479187772207
"120",2009-06-24,0.864158829676071,1.07537537537538,"GLT",0.177489177489178,0.735930735930736,0.0464746901719179,0.937355802031818
"121",2009-06-25,0.857889237199582,1.06621621621622,"GLT",0.380952380952381,0.432900432900433,0.38762922199671,0.505040138508244
"122",2009-06-26,0.866248693834901,1.07882882882883,"GLT",0.675324675324675,0.675324675324675,0.607493423146086,0.607493423146086
"123",2009-06-29,0.888192267502612,1.08198198198198,"GLT",0.813852813852814,0.567099567099567,0.875103577611731,0.299907515944879
"124",2009-06-30,0.929989550679206,1.08123123123123,"GLT",0.930735930735931,0.532467532467532,0.981240353898699,0.11252474993142
"125",2009-07-01,0.943573667711599,1.08333333333333,"GLT",0.744588744588745,0.558441558441558,0.796311584367385,0.369012663165816
