"","X1","HT","AIN","long_distance","Fx","Fy","MI_X","MI_Y"
"86",2009-05-06,1.21283783783784,0.802870090634441,"AIN",0.367965367965368,0.125541125541126,0.739555900610697,0.0792337865385213
"87",2009-05-07,0.929054054054054,0.756042296072508,"AIN",0,0.0649350649350649,1e-10,0.944984356846805
"88",2009-05-08,1.01689189189189,0.812688821752266,"AIN",0.939393939393939,0.974025974025974,0.529387420606666,0.908578503323009
"89",2009-05-11,1.01351351351351,0.785498489425982,"AIN",0.489177489177489,0.142857142857143,0.826310724596199,0.0614626251469289
"90",2009-05-12,0.983108108108108,0.777190332326284,"AIN",0.220779220779221,0.376623376623377,0.193463060190647,0.625665420783422
"91",2009-05-13,0.97972972972973,0.698640483383686,"AIN",0.484848484848485,0.0216450216450216,0.917040214459547,0.00346041255236233
"92",2009-05-14,0.986486486486487,0.706948640483384,"AIN",0.649350649350649,0.718614718614719,0.492132080820713,0.690084492466121
"93",2009-05-15,0.932432432432432,0.675981873111782,"AIN",0.147186147186147,0.108225108225108,0.403407114584687,0.216258585392973
"94",2009-05-18,0.966216216216216,0.743202416918429,"AIN",0.857142857142857,0.978354978354978,0.271599560739668,0.979688832798833
"95",2009-05-19,0.942567567567568,0.746223564954683,"AIN",0.272727272727273,0.619047619047619,0.121420523814089,0.841841560726011
"96",2009-05-20,0.932432432432432,0.742447129909366,"AIN",0.402597402597403,0.445887445887446,0.405062677147164,0.519131911855539
"97",2009-05-21,0.912162162162162,0.733383685800604,"AIN",0.298701298701299,0.350649350649351,0.338441172881917,0.48619787380003
"98",2009-05-22,0.885135135135135,0.785498489425982,"AIN",0.229437229437229,0.96969696969697,0.0348208933520939,0.99638291957155
"99",2009-05-26,0.956081081081081,0.969033232628399,NA,0.926406926406926,1,0.0549814072436592,0.9999999999
"100",2009-05-27,0.912162162162162,0.9297583081571,NA,0.168831168831169,0.125541125541126,0.415193431508859,0.226421130556518
"101",2009-05-28,0.908783783783784,0.988670694864048,NA,0.484848484848485,0.965367965367965,0.0852325334787754,0.993697669835011
"102",2009-05-29,0.925675675675676,1.0083081570997,NA,0.770562770562771,0.787878787878788,0.613062582319062,0.672578980185691
"103",2009-06-01,0.945945945945946,1.0785498489426,"HT",0.800865800865801,0.96969696969697,0.241449783391689,0.979180967475175
"104",2009-06-02,0.932432432432432,1.1095166163142,"HT",0.380952380952381,0.848484848484849,0.102382872965796,0.955289935617982
"105",2009-06-03,0.949324324324324,1.05438066465257,"HT",0.770562770562771,0.0865800865800866,0.961315613465473,0.0138582868495021
"106",2009-06-04,0.962837837837838,1.06722054380665,"HT",0.735930735930736,0.718614718614719,0.642201717849735,0.588782876186601
"107",2009-06-05,0.996621621621622,1.08383685800604,"HT",0.857142857142857,0.753246753246753,0.82667393272927,0.459228839057426
"108",2009-06-08,1.01689189189189,1.04909365558912,"HT",0.792207792207792,0.155844155844156,0.959995004691028,0.0299311541479991
"109",2009-06-09,1.03378378378378,1.05287009063444,"HT",0.761904761904762,0.614718614718615,0.78825102376662,0.383753125414884
"110",2009-06-10,1.04391891891892,1.04607250755287,"HT",0.683982683982684,0.432900432900433,0.812682164444292,0.234422164248465
"111",2009-06-11,1.01013513513514,1.0392749244713,"HT",0.199134199134199,0.432900432900433,0.132071847672738,0.722609509072668
"112",2009-06-12,1.01013513513514,1.03247734138973,"HT",0.545454545454545,0.432900432900433,0.637237764296743,0.352362251891155
"113",2009-06-15,0.918918918918919,0.99773413897281,"HT",0.0562770562770563,0.142857142857143,0.0891419570725401,0.561066152427538
"114",2009-06-16,0.898648648648649,0.93202416918429,"HT",0.298701298701299,0.0606060606060606,0.77517982548371,0.0336307772980666
"115",2009-06-17,0.881756756756757,0.918429003021148,"HT",0.341991341991342,0.32034632034632,0.44544007483139,0.383968099550269
"116",2009-06-18,0.885135135135135,0.904833836858006,"HT",0.606060606060606,0.316017316017316,0.80515783677211,0.165362984869887
"117",2009-06-19,0.847972972972973,0.898036253776435,"HT",0.173160173160173,0.41991341991342,0.109589563779734,0.736582749168704
"118",2009-06-22,0.783783783783784,0.804380664652568,"HT",0.0735930735930736,0.0216450216450216,0.566732714763444,0.0540288401358463
"119",2009-06-23,0.800675675675676,0.774924471299094,NA,0.800865800865801,0.12987012987013,0.964532594243307,0.0227956297351052
"120",2009-06-24,0.773648648648649,0.790030211480363,NA,0.199134199134199,0.779220779220779,0.0443444567433517,0.951002111867487
"121",2009-06-25,0.797297297297297,0.822507552870091,NA,0.835497835497836,0.904761904761905,0.518021945310375,0.840284472317499
"122",2009-06-26,0.851351351351351,0.838368580060423,NA,0.917748917748918,0.779220779220779,0.913480131384538,0.370171653599609
"123",2009-06-29,0.861486486486486,0.858761329305136,NA,0.701298701298701,0.818181818181818,0.43770322682352,0.804937610581894
"124",2009-06-30,0.837837837837838,0.859516616314199,NA,0.238095238095238,0.584415584415584,0.106764495865996,0.833832670109062
"125",2009-07-01,0.85472972972973,0.885196374622357,NA,0.779220779220779,0.852813852813853,0.517431354118321,0.79227871102532
