,KRNY,TR
2008-08-06,1.0836177474402728,1.1192696192696192
2008-08-07,1.0802047781569966,1.081973581973582
2008-08-08,1.1348122866894197,1.0773115773115773
2008-08-11,1.1262798634812285,1.123931623931624
2008-08-12,1.1271331058020477,1.1107226107226107
2008-08-13,1.1407849829351535,1.1134421134421135
2008-08-14,1.1723549488054608,1.1134421134421135
2008-08-15,1.136518771331058,1.1157731157731159
2008-08-18,1.1433447098976108,1.1052836052836053
2008-08-19,1.1322525597269624,1.111888111888112
2008-08-20,1.128839590443686,1.0979020979020981
2008-08-21,1.1254266211604094,1.1052836052836053
2008-08-22,1.1416382252559727,1.1235431235431237
2008-08-25,1.1322525597269624,1.1181041181041182
2008-08-26,1.1655290102389078,1.1037296037296038
2008-08-27,1.1860068259385665,1.125874125874126
2008-08-28,1.190273037542662,1.127816627816628
2008-08-29,1.1851535836177474,1.1064491064491064
2008-09-02,1.18259385665529,1.1045066045066045
2008-09-03,1.1689419795221843,1.1247086247086246
2008-09-04,1.1561433447098977,1.083916083916084
2008-09-05,1.1399317406143343,1.0827505827505828
2008-09-08,1.1723549488054608,1.1087801087801088
2008-09-09,1.1348122866894197,1.1076146076146078
2008-09-10,1.1493174061433447,1.1231546231546232
2008-09-11,1.1476109215017063,1.1274281274281275
2008-09-12,1.1569965870307166,1.1351981351981353
2008-09-15,1.1092150170648463,1.0967365967365967
2008-09-16,1.137372013651877,1.1282051282051282
2008-09-17,1.0392491467576792,1.1103341103341102
2008-09-18,1.1177474402730374,1.217948717948718
2008-09-19,1.1774744027303754,1.1643356643356644
2008-09-22,1.046075085324232,1.1635586635586637
2008-09-23,1.0708191126279865,1.128982128982129
2008-09-24,1.0409556313993173,1.1060606060606062
2008-09-25,1.0435153583617747,1.095959595959596
2008-09-26,1.0656996587030716,1.1247086247086246
2008-09-29,1.0324232081911262,1.0874125874125875
2008-09-30,1.0443686006825939,1.1231546231546232
2008-10-01,1.0102389078498293,1.121989121989122
2008-10-02,1.0025597269624573,1.0912975912975913
2008-10-03,1.00938566552901,1.066822066822067
2008-10-06,1.0102389078498293,1.0582750582750582
2008-10-07,0.9957337883959044,1.0473970473970475
2008-10-08,1.00938566552901,0.9961149961149962
2008-10-09,0.9121160409556313,0.9028749028749029
2008-10-10,0.9769624573378839,0.9390054390054391
2008-10-13,1.0281569965870307,1.0279720279720281
2008-10-14,1.0187713310580204,0.977855477855478
2008-10-15,0.9462457337883958,0.8881118881118881
2008-10-16,0.9982935153583616,0.9405594405594406
2008-10-17,0.963310580204778,0.9401709401709402
2008-10-20,0.9897610921501706,0.9526029526029527
2008-10-21,0.9616040955631399,0.9401709401709402
2008-10-22,0.955631399317406,0.9234654234654235
2008-10-23,0.9778156996587031,0.9071484071484073
2008-10-24,0.9726962457337883,0.8585858585858587
2008-10-27,0.9513651877133106,0.8333333333333334
2008-10-28,0.9752559726962456,0.9277389277389277
2008-10-29,0.9812286689419795,0.9133644133644134
2008-10-30,0.9880546075085324,0.9630924630924631
2008-10-31,0.9837883959044368,0.9662004662004663
2008-11-03,1.0017064846416381,0.986013986013986
2008-11-04,1.0102389078498293,1.0167055167055168
2008-11-05,0.9658703071672354,0.9801864801864802
2008-11-06,0.9761092150170647,0.9782439782439782
2008-11-07,1.0051194539249146,0.9965034965034965
2008-11-10,0.9820819112627985,0.968919968919969
2008-11-11,0.9607508532423208,0.975912975912976
2008-11-12,0.9812286689419795,0.9549339549339549
2008-11-13,1.046075085324232,1.0081585081585083
2008-11-14,0.9581911262798635,0.9712509712509713
2008-11-17,0.9726962457337883,0.9611499611499611
2008-11-18,0.992320819112628,0.9891219891219892
2008-11-19,0.9581911262798635,0.9413364413364415
2008-11-20,0.9300341296928327,0.9055944055944056
2008-11-21,0.9300341296928327,0.9506604506604507
2008-11-24,0.954778156996587,0.9743589743589743
2008-11-25,0.9940273037542662,0.9463869463869464
2008-11-26,1.0955631399317405,0.9801864801864802
2008-11-28,1.0895904436860067,1.0081585081585083
2008-12-01,0.9803754266211604,0.9355089355089355
2008-12-02,1.0426621160409557,0.9790209790209791
2008-12-03,1.0511945392491466,1.0174825174825175
2008-12-04,1.053754266211604,0.9646464646464646
2008-12-05,1.075085324232082,0.9658119658119658
2008-12-08,1.0972696245733786,0.9724164724164726
2008-12-09,1.0674061433447097,0.9382284382284383
2008-12-10,1.0580204778156996,0.9483294483294484
2008-12-11,1.0119453924914674,0.9393939393939394
2008-12-12,1.0494880546075085,0.9506604506604507
2008-12-15,1.0375426621160408,0.9281274281274282
2008-12-16,1.0580204778156996,0.961926961926962
2008-12-17,1.0401023890784982,0.9685314685314685
2008-12-18,1.052901023890785,0.9638694638694639
2008-12-19,1.0477815699658701,0.9696969696969698
2008-12-22,1.052901023890785,0.9813519813519814
2008-12-23,1.0580204778156996,0.9634809634809636
2008-12-24,1.0511945392491466,0.9654234654234656
2008-12-26,1.0486348122866893,0.9712509712509713
2008-12-29,1.036689419795222,0.9549339549339549
2008-12-30,1.0486348122866893,0.9922299922299923
2008-12-31,1.0921501706484642,0.994949494949495
